year,parlant_VERB en_ADP
1991,2.1863265153854172e-07
1992,2.2425472323561735e-07
1993,1.9442617471554513e-07
1994,1.8989736005892155e-07
1995,2.000884329333985e-07
1996,1.8523180056462252e-07
1997,2.4118318897592417e-07
1998,2.441282127563227e-07
1999,1.8463613038477433e-07
2000,1.873245327743689e-07
2001,2.133650154334532e-07
2002,2.4797713216173634e-07
2003,2.2043021985496125e-07
2004,2.413825601621511e-07
2005,2.432024750476103e-07
2006,1.9889407631978884e-07
2007,2.2249251330208608e-07
2008,1.928620250168933e-07
2009,2.2362823237642715e-07
2010,1.9320313437987124e-07
2011,1.747555229414388e-07
2012,1.923402841441657e-07
2013,2.0053808569286957e-07
2014,2.232574027871692e-07
2015,2.00821734352985e-07
2016,2.0299132064138803e-07
2017,1.798662037089116e-07
2018,1.9593332822864795e-07
2019,2.2295633517188662e-07
