year,fallait_VERB avoir_VERB,fallait_VERB savoir_VERB
1866,6.821589408900763e-07,1.921917061054046e-07
1867,6.061161457182607e-07,1.5189300484053092e-07
1868,6.189662258293538e-07,2.0648673171308474e-07
1869,5.772319582320051e-07,2.002242780463348e-07
1870,7.568944511149311e-07,1.863565870507955e-07
1871,6.63823584545753e-07,2.8252330253053515e-07
1872,6.537173931064899e-07,1.9653852234569058e-07
1873,6.752213153049524e-07,1.8137593826850207e-07
1874,7.450337875525292e-07,2.2584022474347876e-07
1875,6.974541406634671e-07,1.825167146307649e-07
1876,6.372499683493515e-07,1.7472983415700583e-07
1877,5.690030775440391e-07,1.428692542049248e-07
1878,5.68278267110145e-07,1.618475806708375e-07
1879,6.090997430874268e-07,1.8389069111890421e-07
1880,5.615615350507142e-07,1.6686399817444908e-07
1881,5.278188268675876e-07,2.0847797088663356e-07
1882,4.978227821084147e-07,1.9766493153383635e-07
1883,6.281422884057974e-07,2.104339813513434e-07
1884,6.548883675350226e-07,1.7956615749881166e-07
1885,5.465898880174791e-07,1.437376795365708e-07
1886,5.620967158392887e-07,2.1683638351532863e-07
1887,5.131734610586136e-07,1.8476856666893582e-07
1888,5.30075396909524e-07,1.9909529669348558e-07
1889,5.081025733488786e-07,1.4221861022178928e-07
1890,5.132084766046319e-07,1.6844772687818477e-07
1891,4.812536076315155e-07,1.6445487460714503e-07
1892,5.171522730051947e-07,1.918164826975044e-07
1893,5.216178919908998e-07,1.976851677909508e-07
1894,4.6442343659691687e-07,1.5816863196960185e-07
1895,6.036670470166428e-07,2.124570954720184e-07
1896,5.549104002966487e-07,1.8162849357850064e-07
1897,4.5040496843284927e-07,1.5673859365961107e-07
1898,4.769993324771349e-07,1.5786810081408476e-07
1899,5.162758043297799e-07,1.3929496844866662e-07
1900,4.3137652028235607e-07,1.8947343960462604e-07
1901,4.5045234742246976e-07,1.8889937791755074e-07
1902,4.2228441543556983e-07,1.6400348101797135e-07
1903,4.390379046981252e-07,1.2204498034407152e-07
1904,4.761917864470888e-07,1.6553845227917918e-07
1905,4.2885906736955803e-07,1.7030504295689752e-07
1906,4.4394312226359034e-07,1.3220554251347494e-07
1907,3.8057041251704504e-07,1.3937105336481181e-07
1908,3.757212709842861e-07,1.8614164787322807e-07
1909,4.257761361259327e-07,1.8263266099438624e-07
1910,4.4356451667226793e-07,1.3146610911007883e-07
1911,3.8519507938872266e-07,1.2183656394881837e-07
1912,3.964369454934058e-07,1.2710987107311666e-07
1913,3.749213703940768e-07,1.177263726503952e-07
1914,3.348371819811291e-07,1.4933738157196785e-07
1915,4.406005018608994e-07,1.3312261160081107e-07
1916,3.823636802735564e-07,1.5052823698624707e-07
1917,2.7196733753953595e-07,1.4695008587750635e-07
1918,4.307391066049604e-07,1.320933336046437e-07
1919,4.125116106479254e-07,1.602165582426096e-07
1920,3.7331102475945954e-07,1.393290602891284e-07
1921,4.3467571231303737e-07,1.2192123222121154e-07
1922,3.733235303116089e-07,1.6969251248610817e-07
1923,3.471415084277396e-07,1.3694572942313243e-07
1924,4.228452894494694e-07,1.4825367600224126e-07
1925,3.8823569070700614e-07,1.055825080698014e-07
1926,3.789687070820946e-07,1.538167140324731e-07
1927,4.481988469251519e-07,1.6277869008263224e-07
1928,3.8620018472101947e-07,1.3368467932650674e-07
1929,3.9214231151163403e-07,1.6710609429537726e-07
1930,4.5060460251988843e-07,1.4915117674263456e-07
1931,3.649714130915527e-07,1.4941016956981912e-07
1932,4.241340718635911e-07,2.049433334150308e-07
1933,4.198262502086436e-07,1.5141273479457595e-07
1934,3.654381828255282e-07,1.317973783443449e-07
1935,3.3152147693726874e-07,1.579813471153102e-07
1936,3.4797929515661963e-07,1.4913399581928388e-07
1937,4.117295588912384e-07,1.4983430673964904e-07
1938,4.058112210714171e-07,1.2705909568921925e-07
1939,3.104692325450742e-07,1.3152883582279173e-07
1940,3.2965178320409905e-07,1.3186071612381056e-07
1941,3.571318245576549e-07,1.475751361112998e-07
1942,4.429949171935732e-07,1.4260795921927638e-07
1943,3.9483998648393026e-07,1.6548440839869727e-07
1944,4.3699333218683023e-07,1.5101974781828176e-07
1945,4.814493763660721e-07,1.6556630555442098e-07
1946,4.092804601896205e-07,2.0603233963356615e-07
1947,4.5418516947393073e-07,1.7046845357526763e-07
1948,4.142189311551192e-07,1.8264771028952964e-07
1949,3.5144890375704563e-07,1.3351130689898127e-07
1950,3.413950935282628e-07,1.7973761146095057e-07
1951,4.0833168668541475e-07,1.6738400177018775e-07
1952,3.469240539288876e-07,1.5184517110355955e-07
1953,3.5661369679473864e-07,1.5837525779716088e-07
1954,2.941533239209093e-07,1.3290649292230228e-07
1955,3.2943484029601677e-07,1.3609131599423563e-07
1956,2.9128614187357016e-07,1.2558443529542274e-07
1957,3.0392530447898025e-07,1.5903067662748072e-07
1958,3.126908154627017e-07,1.6792654378150473e-07
1959,3.1080497819857555e-07,1.519146621831169e-07
1960,3.2597125709799e-07,1.3426416956008325e-07
1961,3.098878949003847e-07,1.5494394745019235e-07
1962,3.6085731380808284e-07,1.978690420401108e-07
1963,3.233026575344411e-07,1.5841830247609323e-07
1964,3.5591213531915855e-07,1.642671492163572e-07
1965,3.2285055340253166e-07,1.4008431037382252e-07
1966,3.67240659215895e-07,1.556479958253476e-07
1967,4.013293164462084e-07,1.484031031395716e-07
1968,3.997360238372494e-07,1.7381779571223888e-07
1969,3.474444838502677e-07,1.5033218403459614e-07
1970,3.5502156947586627e-07,1.5313754886392417e-07
1971,3.314266336928995e-07,1.2229385504269885e-07
1972,3.4731093023765425e-07,1.4107904178217723e-07
1973,2.966103522794583e-07,1.554723496610677e-07
1974,3.296584907275246e-07,1.0913608861073953e-07
1975,3.2612553013677825e-07,1.3593323444638372e-07
1976,3.5023919053855934e-07,1.2398353987919108e-07
1977,2.867869568490278e-07,1.3046455649146083e-07
1978,3.2732657473388826e-07,1.1049500159288073e-07
1979,3.306364817490248e-07,1.4805492298819445e-07
1980,3.177999303716206e-07,1.364436172934802e-07
1981,3.33989021328307e-07,1.530783038106165e-07
1982,3.432748769682803e-07,1.669818061600381e-07
1983,3.871288640766579e-07,1.8882795416175213e-07
1984,3.154660532800335e-07,1.6759135235133726e-07
1985,3.2664479476807173e-07,1.7144340347385878e-07
1986,3.6026858651894145e-07,1.8343125418596173e-07
1987,3.2876195632525196e-07,1.7599153068204032e-07
1988,3.460011441802635e-07,1.6370591993108974e-07
1989,3.973400453105569e-07,1.426911779844886e-07
1990,3.203806784313201e-07,1.5746601889077283e-07
1991,3.5051562008447945e-07,1.5825956722892442e-07
1992,3.217807318378618e-07,1.355446244133418e-07
1993,3.4343085530963435e-07,1.6617622122794273e-07
1994,3.771572494315478e-07,1.6668768409999757e-07
1995,3.416143954382278e-07,1.3501902174084535e-07
1996,3.2188697218771267e-07,1.606765778205954e-07
1997,3.4810935289897316e-07,1.7021875464706682e-07
1998,3.6619232446355454e-07,1.5877870396252547e-07
1999,3.779556436711573e-07,1.4578941431864223e-07
2000,3.4946629057230894e-07,1.5463109548363718e-07
2001,3.5487815353008045e-07,1.8883022789850656e-07
2002,3.5444082868707483e-07,1.7042951583334798e-07
2003,3.9294081943808123e-07,1.6042653783188143e-07
2004,3.7969300592521904e-07,1.841202674768283e-07
2005,3.7966609056638845e-07,1.837529879367139e-07
2006,3.9696459452898125e-07,1.9395261574572942e-07
2007,4.090346976681758e-07,1.9533004547156452e-07
2008,3.938131669656286e-07,1.6731738128328288e-07
2009,4.348591460257012e-07,2.3984009089872416e-07
2010,4.497050838381256e-07,2.6217051640742284e-07
2011,4.2981446313206106e-07,2.818267432758148e-07
2012,4.895315441899584e-07,3.1761678087605105e-07
2013,5.436004926195892e-07,3.533821484325017e-07
2014,5.950643640062481e-07,3.793859946199518e-07
2015,5.2820990958935e-07,3.431258619457367e-07
2016,5.292274067869585e-07,3.2892879175960843e-07
2017,4.777145932166604e-07,3.0891706614966097e-07
2018,5.181003643883741e-07,3.830896559975372e-07
2019,5.400440841185628e-07,3.219346638161369e-07
