year,buvant_VERB en_ADP
2003,7.91715315529018e-09
2004,9.690540814233373e-09
2005,9.457874483587148e-09
2006,8.235780057930242e-09
2007,8.38840730210677e-09
2008,8.940623352771127e-09
2009,7.1522885392028e-09
2010,3.3066551718974324e-09
2011,6.500752380844688e-09
2012,1.191488419038933e-08
2013,1.1156499724052082e-08
2014,1.1260315346817151e-08
2015,1.10828768384863e-08
2016,1.1806638333666797e-08
2017,9.056201122348284e-09
2018,1.755397427416483e-08
2019,1.2754938438774843e-08
