year,vivant_VERB en_ADP,vivant_VERB sans_ADP
1844,7.579703265037097e-07,1.1580864400784208e-07
1845,9.78771994120109e-07,1.3392547448809466e-07
1846,9.074477240744727e-07,1.2704267593477425e-07
1847,7.944218376465528e-07,1.0840379616183782e-07
1848,9.485316123658549e-07,1.4320494212682888e-07
1849,8.521865124677674e-07,1.2150151906809015e-07
1850,9.015786623933764e-07,8.486244862382364e-08
1851,9.80314721843456e-07,8.513258853426464e-08
1852,9.271016967460355e-07,9.896028885236774e-08
1853,1.0152283795861194e-06,1.5108987660994444e-07
1854,1.1051178461229938e-06,1.267742151256357e-07
1855,9.393278830316376e-07,1.2683580408179296e-07
1856,1.0763376891986809e-06,1.2735885235315436e-07
1857,9.626336190393658e-07,1.3717040570071504e-07
1858,1.1201624534606935e-06,1.1353328588370459e-07
1859,9.853355322775315e-07,1.3086885508606372e-07
1860,9.918757779558973e-07,1.3868867299038357e-07
1861,1.018648219996976e-06,1.4666647385475073e-07
1862,1.345456301038439e-06,1.1746764294606749e-07
1863,1.0943213837322219e-06,2.262563203458967e-07
1864,1.259095547823108e-06,1.3041659308044018e-07
1865,1.3023838558723355e-06,1.3179164426446732e-07
1866,1.5983538830255384e-06,8.417510355407387e-08
1867,1.3859630101364928e-06,1.3442288349096998e-07
1868,1.357477399821505e-06,1.210269121587615e-07
1869,1.1779048385562874e-06,1.1476269978771825e-07
1870,1.2534630364768873e-06,1.2614907518582186e-07
1871,8.390730292795467e-07,9.240424603262909e-08
1872,1.3171105202047784e-06,1.3062253056972395e-07
1873,1.6395666513346896e-06,9.15858695549332e-08
1874,1.52053803148533e-06,1.260642548128743e-07
1875,1.1860725486201318e-06,1.1786346254538671e-07
1876,1.3053345711000475e-06,1.2092029733068443e-07
1877,1.2017097255068165e-06,1.0019401885941193e-07
1878,1.1589011403856375e-06,9.602151335164066e-08
1879,1.0831833510138722e-06,1.1363344831760713e-07
1880,9.78079782498753e-07,8.728271061464454e-08
1881,1.0075273326748402e-06,1.1713812497760046e-07
1882,1.2745061965802051e-06,1.3443878277286103e-07
1883,1.1039885148278472e-06,1.327061180944611e-07
1884,1.2602638932435184e-06,1.0364664149165037e-07
1885,1.1756839342069725e-06,9.732909811432933e-08
1886,1.1325829003538956e-06,1.1616235084943582e-07
1887,1.1477849000129936e-06,8.944626816997925e-08
1888,1.1019988548355286e-06,1.0081577261900065e-07
1889,1.167194930928872e-06,7.26755894353559e-08
1890,1.536348175790181e-06,8.979509757978121e-08
1891,1.1824178098862603e-06,9.94378308583066e-08
1892,1.200420078006914e-06,8.149065755524987e-08
1893,1.3228278739063626e-06,1.1023565360535059e-07
1894,1.4260383061071025e-06,6.93169304177843e-08
1895,1.5834974789186163e-06,8.967735620757367e-08
1896,1.4595147064255798e-06,1.356316603473573e-07
1897,1.1938936310684767e-06,9.031405845405516e-08
1898,1.2465355663238142e-06,7.016360337175342e-08
1899,1.0856164092132303e-06,7.02002473929042e-08
1900,1.3008779440326634e-06,9.136253331654132e-08
1901,1.2339935260285984e-06,9.724405503064304e-08
1902,1.0989215653012252e-06,8.49479100395456e-08
1903,1.2539311295967082e-06,9.234376641131803e-08
1904,1.3764415367489846e-06,7.41698293893478e-08
1905,1.3237346507821712e-06,1.0373125558515994e-07
1906,1.575149276789034e-06,7.613393293581794e-08
1907,1.3016536932752842e-06,7.097124199439975e-08
1908,1.2548599528372506e-06,9.970119752011897e-08
1909,1.2580749810808811e-06,8.416504915231826e-08
1910,1.2617540114945314e-06,8.6575240754172e-08
1911,1.275825749047499e-06,8.246580218695954e-08
1912,1.3263186069423227e-06,8.282979591101025e-08
1913,1.3071870164083066e-06,8.378723581614622e-08
1914,1.2804174023273163e-06,6.62977606147308e-08
1915,1.2687880399653295e-06,7.893110165468897e-08
1916,1.2492744225767183e-06,4.724608815287468e-08
1917,1.413572149999709e-06,7.237840193852207e-08
1918,1.2244477467504566e-06,8.155327435588333e-08
1919,1.3231677655767271e-06,5.7088659133341935e-08
1920,1.3743600888460605e-06,6.739286462220662e-08
1921,1.4108028061343703e-06,8.405749585271849e-08
1922,1.353851192931188e-06,1.2099814128418984e-07
1923,1.4872943161492458e-06,7.855801387179895e-08
1924,1.3652230563820922e-06,1.0828964747133796e-07
1925,1.485853825755612e-06,7.038834004546857e-08
1926,1.3531412008660482e-06,7.579374250443749e-08
1927,1.487306569458724e-06,9.922810306761676e-08
1928,1.4568202821862997e-06,8.798051709391075e-08
1929,1.5618849857901296e-06,7.464072071527994e-08
1930,1.5576843814812946e-06,7.037414739841097e-08
1931,1.2922268766146772e-06,8.325910361151045e-08
1932,1.421451930383455e-06,6.466126567516994e-08
1933,1.5003626714360507e-06,8.258877048916702e-08
1934,1.4138264212704144e-06,1.0783422332849568e-07
1935,1.6863311955717109e-06,7.180970751363702e-08
1936,1.610162076559618e-06,6.06235714961656e-08
1937,1.5512257540706287e-06,5.414180748175568e-08
1938,1.8708804994105321e-06,1.0631476143885266e-07
1939,1.7435217145589377e-06,9.941133072288721e-08
1940,1.559506550563583e-06,5.325144059042941e-08
1941,1.5229752889922565e-06,6.788455708672814e-08
1942,1.8296297241704451e-06,5.461581054078124e-08
1943,1.7680701986932945e-06,9.00002921078169e-08
1944,1.879713884989087e-06,7.069009200222354e-08
1945,1.742803270587956e-06,7.84261473540937e-08
1946,1.7262169080822787e-06,1.0440828290825266e-07
1947,1.727334208112552e-06,1.1205618477561075e-07
1948,1.6938401543598047e-06,1.0654449922320453e-07
1949,1.7032509731507162e-06,8.73713774662832e-08
1950,1.7388815756191889e-06,8.720996058642072e-08
1951,1.775123337210971e-06,9.808489354057315e-08
1952,1.5479772628168575e-06,8.646739391160452e-08
1953,1.7485921617321765e-06,9.48096845476698e-08
1954,1.7893513302169595e-06,6.058972434885845e-08
1955,1.6678225236432809e-06,8.259334860483136e-08
1956,1.7782407297772806e-06,7.849027494621907e-08
1957,1.865076505680463e-06,8.12823488516301e-08
1958,1.7140088175437995e-06,7.527741208157579e-08
1959,1.8315017413783607e-06,8.835852405297828e-08
1960,1.6990646010128785e-06,9.481541340949917e-08
1961,1.7745598199780943e-06,9.518978028033587e-08
1962,1.7250120940559555e-06,6.468795765712798e-08
1963,1.932056743925159e-06,6.91867698687787e-08
1964,1.7838194601438317e-06,8.39587650514062e-08
1965,1.6738980939123849e-06,8.153344666084195e-08
1966,2.5618221783929584e-06,8.862519829122562e-08
1967,1.617643128781765e-06,7.987143768595217e-08
1968,1.6416125312446184e-06,8.75826089430376e-08
1969,1.6668251205942397e-06,6.449295786303821e-08
1970,1.7442963908820275e-06,7.771845322857018e-08
1971,1.8076882497553015e-06,7.245140354328328e-08
1972,1.767335625402211e-06,7.438713245377926e-08
1973,1.900401318977174e-06,7.883881236736556e-08
1974,1.9486980065153148e-06,5.400548741540945e-08
1975,1.7191555805595726e-06,6.910891325873081e-08
1976,2.19570845061412e-06,6.456285062128586e-08
1977,1.8864469701895814e-06,5.7004783560188343e-08
1978,2.010296061172312e-06,6.95049204857412e-08
1979,1.9276400067269606e-06,7.022368331277562e-08
1980,1.9625140268431096e-06,7.22014130705162e-08
1981,1.9912830921953173e-06,8.412981156169508e-08
1982,2.412856247246964e-06,7.511077604327454e-08
1983,2.4130822460222134e-06,8.336216938964469e-08
1984,2.2076826127204185e-06,1.020625486347626e-07
1985,2.5397685163852657e-06,8.782714444599549e-08
1986,2.2251530538142106e-06,8.811893659199654e-08
1987,2.320277118883496e-06,7.88295353437718e-08
1988,2.2055325743508547e-06,7.435726656623842e-08
1989,2.1101830434133717e-06,7.628490095168416e-08
1990,2.330388078064516e-06,1.0897301638834733e-07
1991,2.421957525200469e-06,8.55773900632073e-08
1992,2.848641202035651e-06,1.0579093157048192e-07
1993,2.4029082297261084e-06,9.97057345575314e-08
1994,2.4417635486884137e-06,8.914626148381899e-08
1995,2.636937871614009e-06,9.489289087838415e-08
1996,2.5932451634957943e-06,1.1209993266980689e-07
1997,2.515401636316028e-06,8.870554668582997e-08
1998,2.707343774943638e-06,9.107126686114242e-08
1999,2.6712826723951366e-06,1.0328654287405925e-07
2000,2.5991278533865625e-06,9.85221025873173e-08
2001,2.769364023436083e-06,1.0996841504073984e-07
2002,2.9192078372375363e-06,1.0953053553031111e-07
2003,3.0431037316702714e-06,9.792268729214015e-08
2004,3.062210783610908e-06,9.206013551477099e-08
2005,2.9247349111471976e-06,1.216012401883404e-07
2006,2.8149895570095396e-06,8.112243388147533e-08
2007,2.7466040180001983e-06,9.147358071004419e-08
2008,2.716672248936902e-06,1.1026768453881175e-07
2009,2.6802010921755937e-06,1.0776115311195156e-07
2010,2.4431457852358562e-06,1.1195389748586138e-07
2011,2.149836948461825e-06,9.406971335224057e-08
2012,2.006807008569922e-06,9.15743952889514e-08
2013,1.8600675311120085e-06,9.315677296228841e-08
2014,1.7107017171724692e-06,1.0589026722129802e-07
2015,1.8650264941300065e-06,9.86376056388849e-08
2016,1.6152309214589877e-06,1.0315273701877459e-07
2017,1.6552722073015502e-06,9.156825564460291e-08
2018,1.7073821183544169e-06,9.473982487406829e-08
2019,1.5147764855782953e-06,1.1964132484720835e-07
