year,veut_VERB avoir_VERB,veut_VERB savoir_VERB
1842,1.875630914582871e-06,7.291884003279847e-07
1843,1.5771452126500662e-06,7.808936288711266e-07
1844,1.8589756791698164e-06,7.244900643854635e-07
1845,1.7482853991168668e-06,7.416122684844595e-07
1846,1.7557649698574096e-06,7.446925565091078e-07
1847,1.5343721315730363e-06,5.878613933418819e-07
1848,1.5028474535938585e-06,5.993690024297393e-07
1849,1.5015912140370347e-06,5.92424612477771e-07
1850,1.5180195305219968e-06,6.843308142379101e-07
1851,1.4040427913641906e-06,5.830292479913624e-07
1852,1.5892240980974748e-06,7.832186383893713e-07
1853,1.6703493201930542e-06,7.375335826509399e-07
1854,1.8423826304569957e-06,7.746735946057015e-07
1855,1.5432573263751692e-06,7.159057986427797e-07
1856,1.9217725366615923e-06,6.031425527908141e-07
1857,1.6650827774356003e-06,8.523114729541703e-07
1858,1.4553792198057636e-06,7.991372967808275e-07
1859,1.6289862969642854e-06,9.064068535735714e-07
1860,1.4688183682665112e-06,8.032957907744276e-07
1861,1.8151744143324322e-06,8.531178536941297e-07
1862,1.6011742900445824e-06,8.344720754394075e-07
1863,1.7231442370757577e-06,8.445903745268879e-07
1864,1.7985024669542327e-06,7.738690896985645e-07
1865,1.6436300711575313e-06,8.260511776825297e-07
1866,1.6431174572062446e-06,8.013664682948729e-07
1867,1.5926926835163613e-06,7.390831910925044e-07
1868,1.5155533219513018e-06,7.068960030665039e-07
1869,1.383012659061933e-06,7.852698900023825e-07
1870,1.7133337451014086e-06,6.984071205806686e-07
1871,1.5570645928164595e-06,6.850659133306181e-07
1872,1.5898455103524611e-06,6.875824851704238e-07
1873,1.4965011132517247e-06,7.045527468108048e-07
1874,1.4458554460361484e-06,6.7931307512481e-07
1875,1.6832732399052475e-06,7.00314899404475e-07
1876,1.5538257684966084e-06,7.442644118782482e-07
1877,1.5257941186064272e-06,6.555904974447913e-07
1878,1.4004646118337405e-06,6.256495908019133e-07
1879,1.5682637695135782e-06,7.471704748240882e-07
1880,1.4016576415087911e-06,6.533367695737979e-07
1881,1.5381351659016218e-06,5.703511192223232e-07
1882,1.5220865634546499e-06,5.73694194372365e-07
1883,1.5690918644395424e-06,6.344616281239723e-07
1884,1.4708581375089125e-06,6.720527494508133e-07
1885,1.414172515978862e-06,6.61322246742202e-07
1886,1.4462212902799365e-06,6.298580501606921e-07
1887,1.396536958964134e-06,5.745453677263868e-07
1888,1.3061666095381952e-06,6.150396529847058e-07
1889,1.1910025250472245e-06,5.475729381032579e-07
1890,1.4308225217973813e-06,5.597445920102473e-07
1891,1.4571467090718215e-06,5.398964617597812e-07
1892,1.352745016447443e-06,4.939587938679324e-07
1893,1.3246753951534629e-06,5.03758485592698e-07
1894,1.392010062772897e-06,6.112493338150671e-07
1895,1.2988169828531682e-06,5.783888354926603e-07
1896,1.2330688150541391e-06,5.625765879813116e-07
1897,1.3552935342886485e-06,4.952706262884021e-07
1898,1.454197217753972e-06,5.477287459143554e-07
1899,1.3404377341430518e-06,5.455719929159386e-07
1900,1.4088518582866527e-06,5.32602030034468e-07
1901,1.2395822750477237e-06,5.046631486038677e-07
1902,1.246721012648777e-06,4.370152737465105e-07
1903,1.0897643960561254e-06,4.795395511791867e-07
1904,1.2770109378834604e-06,4.993027005184558e-07
1905,1.2478715234465199e-06,5.56329837309022e-07
1906,1.1615568382694619e-06,5.437403274299868e-07
1907,1.1314255061734002e-06,4.926844212604919e-07
1908,1.1620346640484058e-06,5.382882477533713e-07
1909,1.1849118664031266e-06,5.418468731477333e-07
1910,1.198692984871741e-06,5.899942152609583e-07
1911,1.2125132116125314e-06,5.426781513051537e-07
1912,1.1544077551661758e-06,6.126279572526983e-07
1913,1.2244603340150206e-06,5.785561825177865e-07
1914,1.1598759783737478e-06,5.277033778838813e-07
1915,9.719128684082534e-07,5.984626909594226e-07
1916,9.185518479171151e-07,6.098041467339499e-07
1917,1.1448946679593064e-06,6.623720310017234e-07
1918,1.141745769928093e-06,5.55940630420082e-07
1919,1.0386453368482762e-06,5.368175379771856e-07
1920,1.0904013834078796e-06,5.558018187912239e-07
1921,9.73855321717565e-07,5.649269496643683e-07
1922,1.0306976037099957e-06,5.769545623479644e-07
1923,1.1412143976485822e-06,6.008626769471448e-07
1924,9.991008482757024e-07,4.937492121825926e-07
1925,9.700393093226012e-07,5.796039772576478e-07
1926,9.697140512798796e-07,5.260977218313201e-07
1927,1.0692106116039213e-06,5.674955332324316e-07
1928,1.022630726765783e-06,4.776085233970662e-07
1929,1.0951019930871553e-06,5.592484058070113e-07
1930,9.463746550864016e-07,4.989211674910621e-07
1931,8.998826501738222e-07,4.824465804631473e-07
1932,9.973177839128766e-07,4.471490910873399e-07
1933,9.383001611240616e-07,4.5882649146733456e-07
1934,9.141945724877587e-07,4.4451661551647703e-07
1935,9.179673838843883e-07,5.230140232015401e-07
1936,8.523674068783293e-07,5.031756700191181e-07
1937,8.096088777165278e-07,3.739561975635297e-07
1938,8.699659019839601e-07,4.913816269436211e-07
1939,8.656432441966899e-07,4.955272174811398e-07
1940,7.556633363492438e-07,4.7672719460933877e-07
1941,9.179173048323719e-07,5.047069180363906e-07
1942,9.254345627596194e-07,4.824396455660462e-07
1943,8.738737733438029e-07,7.229055540847185e-07
1944,8.739866643736605e-07,5.590944169853174e-07
1945,9.846838793237112e-07,6.66622213429946e-07
1946,9.522035497866455e-07,5.359624992706813e-07
1947,8.404214213442174e-07,5.865068715138477e-07
1948,8.773613444645889e-07,5.50117533748562e-07
1949,8.315005857184588e-07,5.055759402239346e-07
1950,8.497653993799759e-07,4.828453938898747e-07
1951,9.115498755818408e-07,4.563079869512876e-07
1952,6.358516770887945e-07,4.175742276402161e-07
1953,7.283107379407738e-07,4.2772094843712694e-07
1954,7.544397817582649e-07,5.335804758033191e-07
1955,7.442786795763823e-07,4.861744855588768e-07
1956,7.639720251972903e-07,4.997214091417845e-07
1957,7.350751616286288e-07,4.35567358181288e-07
1958,7.205123893072596e-07,3.871410001465847e-07
1959,7.820504492883629e-07,4.2939143440889893e-07
1960,8.0074039487954e-07,4.948395826431806e-07
1961,8.615717774773657e-07,4.960985506841098e-07
1962,7.686451226618374e-07,5.498476411958109e-07
1963,7.532951826760836e-07,5.069385906608659e-07
1964,9.107700407184893e-07,5.505991111931507e-07
1965,7.715581205047783e-07,5.734701176152157e-07
1966,8.624339216112276e-07,5.345207227946958e-07
1967,8.371710009669187e-07,5.507184823727584e-07
1968,8.264204893748683e-07,5.856806524207059e-07
1969,7.911742159194546e-07,5.163978471500741e-07
1970,8.875539379005204e-07,5.757603958045365e-07
1971,7.907993904154864e-07,5.513500695997209e-07
1972,7.325849651351746e-07,5.012153678762843e-07
1973,6.759187840543746e-07,4.785460987477563e-07
1974,6.233133262867341e-07,4.747982416120067e-07
1975,6.088437771722965e-07,4.980410608368402e-07
1976,6.570555797225097e-07,4.885065436610603e-07
1977,7.122659440028656e-07,4.942373266203504e-07
1978,6.914848427186371e-07,4.639601911549107e-07
1979,7.104295605131483e-07,4.89224987632042e-07
1980,6.134277441560698e-07,5.440689392344211e-07
1981,6.395130753844569e-07,5.477925810737361e-07
1982,6.325444701360539e-07,5.636412083731557e-07
1983,6.13848726516153e-07,4.787009402207332e-07
1984,6.848629254818661e-07,5.625038284051698e-07
1985,5.973449219709437e-07,5.125255597704381e-07
1986,6.264237413233786e-07,5.994485263727256e-07
1987,6.514130745927105e-07,5.786943688690371e-07
1988,5.930591555625142e-07,5.06109131492849e-07
1989,6.201578344189329e-07,5.543003567254345e-07
1990,5.704737304768059e-07,5.998964525133488e-07
1991,6.160399834698183e-07,5.920080070609401e-07
1992,5.741362087974267e-07,5.151798063707247e-07
1993,5.821706849928887e-07,5.766315211985784e-07
1994,5.923742492086603e-07,5.82351901812217e-07
1995,6.414759354811395e-07,5.335691639629658e-07
1996,6.25624409167358e-07,6.042720315235783e-07
1997,6.079926038182748e-07,5.470974429044873e-07
1998,6.355916184475063e-07,5.216333534008299e-07
1999,6.201763085300627e-07,5.740172923651699e-07
2000,5.999687004987209e-07,6.357547590596369e-07
2001,5.63423839139432e-07,6.12931501109415e-07
2002,6.620025487791281e-07,5.537863785320951e-07
2003,6.52123446798214e-07,6.25871848569659e-07
2004,5.664561513185618e-07,5.717419071515906e-07
2005,5.422514277597656e-07,6.354790684781619e-07
2006,5.954468633717624e-07,6.411554522856022e-07
2007,6.163481884868816e-07,7.122156944205926e-07
2008,5.764573529631889e-07,6.752299555046193e-07
2009,5.936399816164339e-07,7.610035481775412e-07
2010,5.928360451434855e-07,8.616198670097219e-07
2011,5.598295160780253e-07,9.330491366199567e-07
2012,6.451058993661718e-07,1.009701350085379e-06
2013,6.278320370256552e-07,1.0551259492785903e-06
2014,6.067577373869426e-07,1.0805571264427272e-06
2015,6.698491006318363e-07,1.0346974477215554e-06
2016,7.659815537408576e-07,1.0352557637816062e-06
2017,5.934327305112674e-07,1.1657342611215427e-06
2018,5.890906891181658e-07,1.1495271792227868e-06
2019,6.346857617245405e-07,1.2058519587299088e-06
