year,agissant_VERB en_ADP
1978,9.326728296343845e-07
1979,9.749387857027614e-07
1980,8.607318271458553e-07
1981,8.931675807843931e-07
1982,9.491271022454839e-07
1983,8.348848030692579e-07
1984,8.443356129816948e-07
1985,8.788730312403459e-07
1986,9.003717096334185e-07
1987,8.860684559408583e-07
1988,9.432579268775498e-07
1989,8.594399112382689e-07
1990,9.077452531869312e-07
1991,8.774613142747967e-07
1992,9.399964504552827e-07
1993,9.294790217495574e-07
1994,8.840777141472245e-07
1995,1.0346035850261615e-06
1996,8.855894932935371e-07
1997,9.134273781796765e-07
1998,9.545794767973348e-07
1999,8.738224792637084e-07
2000,8.959767967553489e-07
2001,9.213688230147454e-07
2002,9.612400120317943e-07
2003,9.8589396202442e-07
2004,9.576015997936338e-07
2005,8.340944503970604e-07
2006,8.35108075136759e-07
2007,8.08083186143449e-07
2008,7.757055300317006e-07
2009,8.120231953512302e-07
2010,6.925080811015505e-07
2011,6.508400147708926e-07
2012,4.973613201286753e-07
2013,6.557233014348185e-07
2014,6.26463290132051e-07
2015,7.531922925352319e-07
2016,6.659358415816996e-07
2017,7.566958615257136e-07
2018,6.422689224905298e-07
2019,5.563704181810181e-07
