year,pourraient_VERB aider_VERB,pourraient_VERB céder_VERB
1855,1.8043586180738203e-08,4.776243400783642e-09
1856,3.158085348786699e-08,4.141751386299575e-09
1857,1.0739319655783675e-08,1.6597130780837688e-08
1858,3.52344677878591e-08,3.9149408159744326e-09
1859,3.360834455179429e-08,1.0693564256314403e-08
1860,2.9293977021893625e-08,1.9224172476128842e-08
1861,4.527325359049428e-08,5.187560159214399e-09
1862,3.6143891435358455e-08,7.680577063240435e-09
1863,2.6970951694238465e-08,8.490855130105501e-09
1864,2.3014694150447212e-08,1.2466292886870178e-08
1865,4.23615986733239e-08,1.2708479601997169e-08
1866,2.8707116683790446e-08,1.3623716377253459e-08
1867,3.2513838732484146e-08,7.76449837758264e-09
1868,3.309715523869272e-08,8.89177353968762e-09
1869,3.271957993433716e-08,2.539429999615095e-08
1870,2.2936195165357276e-08,8.601073631098188e-09
1871,3.504988654867702e-08,2.549082545044712e-08
1872,3.0236694925633856e-08,2.2979889990892843e-08
1873,1.97538145840781e-08,7.781805422268917e-09
1874,2.7483201492373155e-08,1.8521287614703397e-08
1875,2.1169650921137873e-08,5.721527251978387e-09
1876,1.6324239737741664e-08,8.464420275799966e-09
1877,4.638611983409646e-08,7.421779191219002e-09
1878,3.744235144154118e-08,6.6429977074733415e-09
1879,3.421222061206208e-08,6.720257683667796e-09
1880,1.8611753915820373e-08,3.8507077526617195e-09
1881,2.7890029841159958e-08,6.2752567586699115e-09
1882,2.3293848627758962e-08,7.986462158271479e-09
1883,1.8958017378167824e-08,5.687405213450347e-09
1884,1.7824582698722224e-08,1.1222884843675729e-08
1885,2.0626034213933053e-08,1.5469526104539e-08
1886,2.6459201052375647e-08,4.5174246565693466e-09
1887,2.546280519766242e-08,9.793386546164129e-09
1888,3.804368731152863e-08,1.268122939990235e-08
1889,2.6940087494153886e-08,9.397704836544563e-09
1890,3.867087983167039e-08,5.898947996740844e-09
1891,2.7409146952095398e-08,5.736798147637501e-09
1892,3.8864776286118285e-08,6.268512375839919e-09
1893,4.310891554837326e-08,6.15841644346915e-09
1894,4.978215883966186e-08,1.1972924873759894e-08
1895,4.213030280197927e-08,3.611168697403855e-09
1896,3.892039046604623e-08,1.533227589334274e-08
1897,4.078699333831537e-08,1.2818770045441852e-08
1898,2.6594268121016285e-08,8.487532454637403e-09
1899,3.2612710754165164e-08,1.492446166651007e-08
1900,6.073532432537831e-08,1.038210584169974e-08
1901,4.191554126009578e-08,1.2854099118442264e-08
1902,3.437198614619774e-08,9.329538919189417e-09
1903,3.132127801563911e-08,1.0800440541913758e-08
1904,3.0097901060344157e-08,1.0211787859759625e-08
1905,2.838417501038748e-08,7.2250627702885595e-09
1906,6.378788697247728e-08,1.18316245689698e-08
1907,4.6799875974556926e-08,8.742834012309686e-09
1908,4.125566732682273e-08,6.875944702500192e-09
1909,3.025541062129378e-08,7.701377313651392e-09
1910,4.80973554317643e-08,4.809735720812114e-09
1911,6.012022879531287e-08,1.2236860413850081e-08
1912,3.854971808436858e-08,3.646594803896619e-09
1913,2.6514948459066545e-08,1.3787773589513108e-08
1914,3.4153391226254826e-08,6.027069510139427e-09
1915,4.005459075528961e-08,1.4136913861761968e-08
1916,4.2851102222130066e-08,5.493730803607377e-09
1917,3.5092558192673096e-08,1.7546279096336548e-08
1918,3.675640414257941e-08,2.2972752589112133e-09
1919,4.880159565345821e-08,1.3811772170413406e-08
1920,4.619061400035207e-08,6.815008557481406e-09
1921,4.4679211441689404e-08,7.572747762196741e-09
1922,6.418803621954794e-08,2.2133805899215986e-08
1923,3.290944050604594e-08,1.0615948120573648e-08
1924,4.512068585427187e-08,1.1602462102189293e-08
1925,5.609070896639423e-08,6.598906754362588e-09
1926,5.5730691173039304e-08,1.0031524944054127e-08
1927,4.3481975353643065e-08,2.2298449753321847e-09
1928,5.255979118601317e-08,3.4278122562625413e-09
1929,5.23599084090165e-08,4.4561625500705304e-09
1930,4.20144132817768e-08,6.302162347537887e-09
1931,5.018356930008849e-08,3.4216069977333063e-09
1932,6.13734059129456e-08,7.6716757391182e-09
1933,6.997103696448903e-08,5.735331320977366e-09
1934,2.995395220750652e-08,1.5576054224197833e-08
1935,4.188899538348778e-08,4.787313656606784e-09
1936,3.8799086610197264e-08,9.699771652549316e-09
1937,6.295559273894469e-08,1.0072894518486919e-08
1938,6.093650739558143e-08,1.2965214679638848e-08
1939,5.6587985852729616e-08,1.5294050470515685e-09
1940,4.3108308034334186e-08,5.0715658339584024e-09
1941,5.60785480274717e-08,2.9515025978810172e-09
1942,7.58552971547033e-08,9.102635090130207e-09
1943,4.935499831049128e-08,5.806470415592457e-09
1944,3.855823393905666e-08,6.4263723231761105e-09
1945,4.357008265287732e-08,2.3963544037997053e-08
1946,5.986074569364064e-08,8.352662561605939e-09
1947,4.2915136333476767e-08,2.3841741914054637e-09
1948,7.827759418432834e-08,7.610321262063735e-09
1949,6.871906066407973e-08,4.908504269707237e-09
1950,7.232046073113452e-08,2.1270722960764488e-09
1951,5.437314953837813e-08,5.330700769690111e-09
1952,5.5887461769543734e-08,7.381362632230548e-09
1953,5.2791754967529414e-08,5.386913581872932e-09
1954,5.863521579385633e-08,1.9545072227344917e-09
1955,8.25933454962069e-08,9.385607846468247e-09
1956,7.325758843990116e-08,1.1337483840634377e-08
1957,5.8311247386200193e-08,1.7670075402875796e-09
1958,4.384289198355873e-08,8.272243334772611e-09
1959,7.828255377262394e-08,1.1626121398933265e-08
1960,6.22874978262189e-08,6.920833239831836e-09
1961,7.08712235564235e-08,1.459113452284555e-08
1962,9.639773423941733e-08,7.610347907416326e-09
1963,8.729171696586491e-08,7.759263453976928e-09
1964,5.41473177406715e-08,1.034274621503073e-08
1965,6.292849974443016e-08,6.5664522708175355e-09
1966,7.865486395530752e-08,2.769537488234164e-09
1967,6.853166212295037e-08,6.409436092980059e-09
1968,7.859977557700404e-08,5.3896989093971115e-09
1969,9.673944134647172e-08,8.175163657142548e-09
1970,7.128024037683645e-08,5.058597540852361e-09
1971,8.632508041728215e-08,7.707596338946132e-09
1972,7.797823542432525e-08,4.104117490300041e-09
1973,7.332560869599547e-08,9.37244681864513e-09
1974,7.313243344242437e-08,9.00091468025721e-09
1975,8.281646302066292e-08,5.140332159925265e-09
1976,7.941802238065065e-08,2.856763492431469e-09
1977,8.462566114531e-08,5.289103821581875e-09
1978,8.55445136949129e-08,1.1881182260253809e-08
1979,8.309802268513522e-08,1.2289143924704149e-08
1980,1.1370301677970929e-07,6.253665585376211e-09
1981,1.1006456190898462e-07,7.590659656386833e-09
1982,1.365650490470216e-07,3.1037510339615437e-09
1983,1.0483424972562716e-07,5.052252838311233e-09
1984,1.1424046419961087e-07,8.69851302098823e-09
1985,1.0948315321002156e-07,8.421781494405423e-09
1986,1.0490349211522698e-07,8.392279760016663e-09
1987,1.1854984904857702e-07,1.0388388815840699e-08
1988,1.2412866112754273e-07,5.396898483667201e-09
1989,1.0372551173531974e-07,5.488121956886971e-09
1990,1.0025517838130327e-07,1.2531897297662908e-08
1991,9.905875941740305e-08,2.344586080837985e-09
1992,1.0964788543788018e-07,1.2121876835635703e-08
1993,1.351566680796168e-07,4.4313659408601325e-09
1994,1.250157595222845e-07,7.912389854425328e-09
1995,1.0736452793480566e-07,2.1689803286761844e-09
1996,9.928851341101108e-08,4.804283193493575e-09
1997,1.1268001998132604e-07,4.794894259418925e-09
1998,1.1014378742402187e-07,1.382757464085671e-08
1999,9.414614510205865e-08,7.769341614505265e-09
2000,1.263557010133809e-07,2.6508188977203417e-09
2001,1.336269548346536e-07,3.5049694258049158e-09
2002,1.318747706591239e-07,9.63868718173444e-09
2003,1.4084199051467294e-07,1.12506919336397e-08
2004,1.5460817337498156e-07,3.0833537945085254e-09
2005,1.4366960954248498e-07,2.702249757291497e-09
2006,1.4453793539814797e-07,6.58862386870851e-09
2007,1.226305244017567e-07,5.592271090648637e-09
2008,1.2772319735177007e-07,7.663391698997657e-09
2009,1.3303257162533555e-07,2.860915504498962e-09
2010,1.3746237925715832e-07,8.502827775203059e-09
2011,1.2504388280376588e-07,4.206369030868018e-09
2012,1.0859566401677512e-07,3.4042526575461807e-09
2013,1.0487109847190368e-07,3.904775169871755e-09
2014,8.401926976375762e-08,6.063246349441442e-09
2015,8.312157717682567e-08,3.989835573037226e-09
2016,8.741054813299343e-08,3.1070099826280284e-09
2017,1.0238537839768469e-07,5.0312225496895735e-09
2018,1.048075475296173e-07,7.486253394972664e-09
2019,1.0382520088114688e-07,6.12237061048404e-09
