year,petit_ADJ homme_NOUN,petit_ADJ somme_NOUN
1857,1.6933954718467703e-06,3.026535466688074e-08
1858,1.4485280956932911e-06,1.6149130033227266e-08
1859,1.244527121357919e-06,1.884104072757964e-08
1860,1.489873376669948e-06,1.6020143434047895e-08
1861,1.3454644021138051e-06,2.263662679524714e-08
1862,1.5153325589878364e-06,1.355395884417021e-08
1863,1.2206853418073038e-06,2.8469338886338846e-08
1864,1.2274503480291798e-06,2.1576274988888144e-08
1865,1.2844977930193124e-06,1.1296426905005319e-08
1866,1.3721027922741769e-06,8.271541673821048e-09
1867,1.2821128283491134e-06,2.814630661873707e-08
1868,1.4375033599023368e-06,3.013323279787983e-08
1869,1.49875204114025e-06,2.0999133099053324e-08
1870,1.42548449844071e-06,2.1789386295267832e-08
1871,1.2278080969707617e-06,1.911811864374613e-08
1872,1.776103569106624e-06,3.1446163006876304e-08
1873,1.2762162011625833e-06,1.496501056408306e-08
1874,1.2678121077414062e-06,2.4495896866483235e-08
1875,1.4275210431513585e-06,3.318485752856759e-08
1876,1.3936064036101925e-06,1.6928840551599933e-08
1877,1.4620905439688414e-06,2.1646856751544874e-08
1878,1.2700204008453397e-06,1.4493812372506909e-08
1879,1.8248554765065705e-06,3.29903571127943e-08
1880,1.617939014764147e-06,3.2089232604448625e-08
1881,1.5193094178300726e-06,2.7890029841159958e-08
1882,1.3683472221970305e-06,2.994923420374107e-08
1883,1.371296594498972e-06,1.9589950994713945e-08
1884,1.5309335212876363e-06,4.8192386969958534e-08
1885,1.4812070716629933e-06,3.4161868001092444e-08
1886,1.2584254873715395e-06,2.774989482645651e-08
1887,1.5408261964111603e-06,3.7867764035581786e-08
1888,1.5356968732227472e-06,3.4239320712003973e-08
1889,1.3789566404298625e-06,3.00726554769426e-08
1890,1.2073179593841132e-06,3.47382496102e-08
1891,1.2818556953675397e-06,2.677172439291553e-08
1892,1.3884755425408457e-06,3.13425623232888e-08
1893,1.1965803461411184e-06,2.894455697344256e-08
1894,1.294336181789646e-06,3.0247388593807045e-08
1895,1.3517808683527477e-06,2.1065151400989635e-08
1896,1.3622137471358542e-06,2.7126333179694484e-08
1897,1.3022704603571356e-06,2.0393496669157685e-08
1898,1.3359375845567456e-06,2.319925584970406e-08
1899,1.6593790590491153e-06,2.819064981451902e-08
1900,1.6507549380762043e-06,2.803168719367477e-08
1901,1.3809773666828562e-06,3.800342440740678e-08
1902,1.2781468985423317e-06,4.075535642300565e-08
1903,1.3565352787736629e-06,2.376096830403185e-08
1904,1.118997008831002e-06,1.7198800605910947e-08
1905,1.4919754063313917e-06,3.302885787093146e-08
1906,1.3678386885374039e-06,2.7264178470431943e-08
1907,1.5299958846526351e-06,4.165703160197154e-08
1908,1.617320396718469e-06,2.161011281032188e-08
1909,1.5617291913017084e-06,2.8055016088046614e-08
1910,2.196445894497856e-06,3.580580809625644e-08
1911,1.3641439213785134e-06,1.8089272302290738e-08
1912,1.5930410075526424e-06,2.5526164293410147e-08
1913,1.6752144027520899e-06,2.3863453435524207e-08
1914,1.5556535570837582e-06,4.018046340092951e-08
1915,1.073227360315343e-06,2.9451904026700504e-08
1916,1.2130157740486425e-06,5.16410700868164e-08
1917,1.4464713338213642e-06,2.52227767560953e-08
1918,1.6482950080387582e-06,2.986458014220261e-08
1919,1.5745420558488377e-06,2.6702760891339494e-08
1920,1.7946189316830896e-06,2.1959472462640406e-08
1921,1.7121981423784405e-06,1.8931869405491852e-08
1922,1.8880136796184388e-06,1.770704471937279e-08
1923,2.1115121313641794e-06,1.8047112249064412e-08
1924,1.584380694197307e-06,3.351822286390416e-08
1925,2.1820385960324984e-06,3.739380360912037e-08
1926,2.39976366778194e-06,2.8979959765251806e-08
1927,2.433875843976807e-06,4.7941668412931904e-08
1928,2.137812421310059e-06,3.6563331917705e-08
1929,2.1812915935726096e-06,5.904415445456834e-08
1930,1.7047348084275882e-06,4.20144132817768e-08
1931,1.8054679964407683e-06,3.307553342324354e-08
1932,1.6943444036687794e-06,4.055028668403793e-08
1933,1.989012840653004e-06,5.276504566609219e-08
1934,1.56599254275136e-06,3.1152108448395666e-08
1935,1.974766856704946e-06,3.351119559624749e-08
1936,1.549538563239139e-06,4.607391446143083e-08
1937,1.79171609460127e-06,3.777335422228134e-08
1938,1.9836778815118805e-06,3.3709557811789637e-08
1939,1.5844636820361302e-06,4.5882153187903896e-08
1940,1.4098952563212919e-06,1.5214697057785997e-08
1941,1.9568463240915435e-06,2.9515025090631752e-08
1942,1.9965112834086085e-06,3.3376331032286544e-08
1943,2.1658134627955405e-06,4.064529335323641e-08
1944,1.9150590020444724e-06,3.213186161588055e-08
1945,2.124041410311861e-06,3.703456741277478e-08
1946,2.1842211612721485e-06,5.150808490839154e-08
1947,2.3686770287412173e-06,5.9604353452868963e-08
1948,2.099361451790571e-06,5.979538286737807e-08
1949,1.8897740510226413e-06,5.3011845579931105e-08
1950,2.258950821953931e-06,3.084254984742074e-08
1951,2.554471964621996e-06,5.010858927789741e-08
1952,2.498064076483786e-06,3.796129277588989e-08
1953,2.133217911648444e-06,5.710128547775639e-08
1954,2.2154339553992486e-06,4.29991580119804e-08
1955,2.2563001280673234e-06,3.848099083825218e-08
1956,2.3773830832851672e-06,5.843164885277474e-08
1957,2.12924404152659e-06,3.534015036166238e-08
1958,1.964657764474964e-06,3.887954491688106e-08
1959,2.03534642206904e-06,4.727956337546857e-08
1960,1.955135436215727e-06,4.0832915715327545e-08
1961,2.151150161111559e-06,6.739714564218957e-08
1962,2.252662874013822e-06,5.7077606641087186e-08
1963,2.318726595618159e-06,4.590897972889252e-08
1964,1.997975267009622e-06,5.1105335074908e-08
1965,1.8807412889287889e-06,5.581484074923537e-08
1966,2.2178454717192153e-06,6.813061759203265e-08
1967,2.1185651846167275e-06,4.3879985867079085e-08
1968,2.0880592916938667e-06,3.9973599541553995e-08
1969,1.8675707789128637e-06,3.951329219376021e-08
1970,1.6941702867256936e-06,5.6104443757476474e-08
1971,1.9628678611383066e-06,3.596878173084406e-08
1972,1.5888064872626728e-06,4.514529194921124e-08
1973,1.7851753604247733e-06,3.914374602231874e-08
1974,1.3400111562589245e-06,4.050411561706824e-08
1975,1.5203960384013726e-06,3.5982324675387645e-08
1976,1.3826734974742294e-06,2.971033907783749e-08
1977,1.3622380379274546e-06,4.8777287986467854e-08
1978,1.6865338583471612e-06,3.9801960838303785e-08
1979,1.5999294653568086e-06,3.803782533395861e-08
1980,1.8925866918095835e-06,4.77552646316326e-08
1981,1.81416760902664e-06,4.8706731092806876e-08
1982,1.5338737977543815e-06,5.338451813940992e-08
1983,1.7171344701694125e-06,6.252162876307921e-08
1984,1.6921506897915606e-06,5.3930779841948606e-08
1985,1.7739880320277734e-06,5.2936911743017845e-08
1986,1.5981298195910654e-06,5.395036950517351e-08
1987,1.6798635940062923e-06,4.27757171905796e-08
1988,1.827749594340844e-06,5.217001941559829e-08
1989,1.67168198927925e-06,5.3234785468703194e-08
1990,1.708152112200878e-06,5.4486509526441296e-08
1991,1.5697003750148042e-06,5.7442360201775955e-08
1992,1.8408723416740713e-06,5.7854414592384273e-08
1993,1.64736026420087e-06,4.708326173386013e-08
1994,1.6985263542323992e-06,5.8551684389840375e-08
1995,1.5741375243294442e-06,6.832288335090198e-08
1996,1.4834558363929773e-06,4.911044726441105e-08
1997,1.5123096783753454e-06,4.794894437054609e-08
1998,1.4561867143214613e-06,5.769436484115431e-08
1999,1.475260958727631e-06,5.0272213059088244e-08
2000,1.45264873196993e-06,5.080736187323964e-08
2001,1.3279453412451403e-06,5.3888904005816585e-08
2002,1.5154645112147591e-06,5.47652696525347e-08
2003,1.7692754390452592e-06,6.375392302970795e-08
2004,1.562819893052847e-06,5.638132805074747e-08
2005,1.528122247407282e-06,4.999161973273658e-08
2006,1.611742142415551e-06,7.371023258428977e-08
2007,1.6948576337938448e-06,1.1983438241713884e-07
2008,1.8792338849493717e-06,1.4645593182649463e-07
2009,1.9864289910742627e-06,1.244498264441063e-07
2010,2.6533545351981047e-06,2.0028882374845125e-07
2011,2.9700790253883724e-06,2.3861585418671893e-07
2012,3.907741600528425e-06,2.9719126359850634e-07
2013,4.35103524765168e-06,3.0401463391172e-07
2014,4.615429798349169e-06,2.802086100928136e-07
2015,4.635524035734306e-06,2.943612003036833e-07
2016,4.2692389818910215e-06,2.754882189037744e-07
2017,3.645372402161229e-06,2.669063690063922e-07
2018,4.177071474487093e-06,2.7182844064554956e-07
2019,4.114488063144961e-06,2.6402722141938284e-07
