year,durent_VERB aider_VERB,durent_VERB céder_VERB
1854,5.195664454227256e-10,1.3456771341679996e-07
1855,0.0,1.422259146011129e-07
1856,5.177189232874468e-10,1.5272708253633027e-07
1857,1.9526036343364694e-09,1.0202354161492622e-07
1858,9.787352039936081e-10,1.2625683609712723e-07
1859,1.5276520048956854e-09,2.103067657799329e-07
1860,4.119465657481669e-09,1.954457502506557e-07
1861,4.715963730639317e-10,1.2544462890673458e-07
1862,1.3553959066214816e-09,1.201784414206486e-07
1863,1.9978483312144135e-09,1.2986014041871385e-07
1864,7.671564716815737e-09,1.1411452760512475e-07
1865,9.41368871743009e-10,1.3508643803561426e-07
1866,0.0,1.8148736558032397e-07
1867,1.455843445796745e-09,1.4024625727415696e-07
1868,4.93987406535723e-10,1.7536552832098096e-07
1869,1.4650557433881772e-09,1.1769281371698526e-07
1870,2.2936195165357276e-09,1.6399378921505559e-07
1871,1.0621177271019633e-09,1.1683295042530517e-07
1872,2.4189357183956872e-09,1.396935402908639e-07
1873,2.3944017879529156e-09,1.2690328787812177e-07
1874,4.182226565063729e-09,1.1471249194983102e-07
1875,4.577221712764867e-09,1.212963809393841e-07
1876,6.04601479992084e-10,1.3966294432066206e-07
1877,1.2369631985365004e-09,1.0204946221392674e-07
1878,4.831270938865373e-09,1.5218503790492832e-07
1879,4.27652757650776e-09,1.2463023324471578e-07
1880,0.0,8.471557322309309e-08
1881,6.972507571312292e-10,8.506459181489845e-08
1882,6.655385131892899e-09,1.5174278189533652e-07
1883,1.8958017378167824e-09,7.393626333396242e-08
1884,1.9805090900604227e-09,9.308392634466145e-08
1885,5.156508553483263e-09,1.3471378679241752e-07
1886,2.5813855497602844e-09,1.0002869288427974e-07
1887,6.528924623161458e-10,1.0838014929959172e-07
1888,0.0,1.0271795503058456e-07
1889,4.385595886446936e-09,1.0462778021746999e-07
1890,1.1142456735058204e-08,7.996351314432104e-08
1891,7.0116419337296065e-09,9.625072294738857e-08
1892,3.761107425503951e-09,8.963972675246623e-08
1893,6.774258043407144e-09,1.5088120619566325e-07
1894,6.301539290376468e-09,1.4178463914049644e-07
1895,1.3240951446391591e-08,9.148293855787415e-08
1896,1.179405795248556e-09,1.0142889550479595e-07
1897,2.330685422435863e-09,9.0314060230412e-08
1898,2.8291773368493978e-09,1.1599627214309294e-07
1899,2.7637891975018647e-09,1.006019232363542e-07
1900,6.22926377147337e-09,1.1160764046280747e-07
1901,1.1177477832191585e-09,7.600684881481357e-08
1902,1.4730852093691738e-09,8.543894125523366e-08
1903,3.7801539676252105e-09,9.018367563840002e-08
1904,0.0,9.190608807330136e-08
1905,4.64468330463319e-09,1.259225257399521e-07
1906,3.600929110447737e-09,9.362415909208721e-08
1907,5.142843373384665e-10,9.925688004841504e-08
1908,1.4734167219643268e-09,9.528094579991375e-08
1909,6.0510818578052294e-09,8.471514689745163e-08
1910,0.0,9.566029746110871e-08
1911,0.0,8.299783615939305e-08
1912,6.251305251225858e-09,6.928529927563432e-08
1913,5.302989602995467e-09,1.0287799767638717e-07
1914,0.0,1.0848724940615284e-07
1915,0.0,1.1309531089409575e-07
1916,4.394984820521586e-09,1.3954077360267547e-07
1917,0.0,1.030843890248434e-07
1918,5.743188147278033e-09,1.1141784739265859e-07
1919,2.762354567309444e-09,8.563299047636974e-08
1920,3.028892692213958e-09,5.073395215049459e-08
1921,4.543648568500203e-09,8.178567156846839e-08
1922,5.902348387820666e-09,9.14863989009973e-08
1923,6.369568872344189e-09,7.643483002084395e-08
1924,1.289162443462999e-09,6.574728672603669e-08
1925,4.399271169575059e-09,5.0591619782380803e-08
1926,1.1146138456652466e-09,1.0031524766418443e-07
1927,1.4493992672726108e-08,1.0257286930936971e-07
1928,1.1426041224282812e-09,8.455270261720216e-08
1929,0.0,7.57547624630206e-08
1930,0.0,6.512234307365361e-08
1931,1.1405356659111021e-09,9.238338805062085e-08
1932,1.0959536611565568e-09,7.233294496700182e-08
1933,2.2941324395731044e-09,8.373583426646292e-08
1934,4.7926320689839486e-09,7.548395331014035e-08
1935,1.196828414151696e-09,8.497481474023516e-08
1936,3.6374143697059935e-09,7.396075574206407e-08
1937,3.777335333410292e-09,7.80649358489427e-08
1938,0.0,6.352954784460962e-08
1939,0.0,4.435274547631707e-08
1940,5.0715658339584024e-09,7.100192078723921e-08
1941,0.0,1.151085982087352e-07
1942,0.0,1.2136847260535433e-07
1943,5.806470415592457e-09,6.096794180621146e-08
1944,0.0,9.318240046241044e-08
1945,2.178504043826024e-09,9.367567344042982e-08
1946,0.0,9.46635054788203e-08
1947,2.3841741914054637e-09,7.271731305991125e-08
1948,0.0,9.0236667915633e-08
1949,3.9268033269479474e-09,7.951776836989666e-08
1950,1.0635361480382244e-09,5.8494489252325366e-08
1951,0.0,7.889437370067753e-08
1952,0.0,5.166953798152463e-08
1953,6.464296653518886e-09,7.54167928107563e-08
1954,1.9545072227344917e-09,6.840775057526116e-08
1955,2.815682353940474e-09,5.819076775992471e-08
1956,0.0,6.366433069615596e-08
1957,2.6505113659425206e-09,5.301022554249357e-08
1958,8.272243445794913e-10,6.369627669755573e-08
1959,3.100299128533379e-09,3.8753739772801055e-08
1960,5.536666680683311e-09,5.4674583083169637e-08
1961,0.0,4.516303420132317e-08
1962,6.341956404476434e-10,3.424656469519505e-08
1963,1.939815863494232e-09,5.366824140651261e-08
1964,2.4335873316516654e-09,6.38816644027429e-08
1965,6.0192477668863376e-09,5.4720434405908236e-08
1966,1.1078149952936656e-08,5.705247119180967e-08
1967,5.423369309198733e-09,6.55734666565877e-08
1968,8.982831700699023e-10,7.141350977235561e-08
1969,3.1792304344691047e-09,5.904285060864822e-08
1970,4.1388523719376735e-09,5.978342443313522e-08
1971,2.569198631618974e-09,4.778709694619465e-08
1972,0.0,4.15541911991113e-08
1973,2.205281512956958e-09,4.686223320504723e-08
1974,1.1251143350321513e-09,4.387946006545462e-08
1975,1.1422960355389478e-09,5.597250662958686e-08
1976,5.713526873840635e-10,4.399415587386102e-08
1977,5.876781838942691e-10,4.9364967225074e-08
1978,5.940591352171509e-10,4.990096869050831e-08
1979,0.0,4.6815785026410595e-08
1980,5.685150683554241e-10,4.377566042990111e-08
1981,6.325549528618524e-10,3.6688188487232765e-08
1982,2.483000915987077e-09,5.090151944386889e-08
1983,6.315316047889041e-10,5.683784465304598e-08
1984,4.059305780401701e-09,2.7255339318799088e-08
1985,3.0077789148208467e-09,3.4890238254092765e-08
1986,5.994485463567401e-10,2.517683839187157e-08
1987,6.110816852533674e-10,3.727598141267663e-08
1988,1.798966087207532e-09,3.657897806874644e-08
1989,0.0,3.6221607047082216e-08
1990,4.358920779878872e-09,2.9967580417178397e-08
1991,1.1722930404189924e-09,3.282420379946416e-08
1992,0.0,4.628353167390742e-08
1993,4.4313659408601325e-09,4.3205819366676224e-08
1994,2.637463358823311e-09,2.6902124972139063e-08
1995,1.626735190995987e-09,3.5788175978268555e-08
1996,0.0,4.964425670550554e-08
1997,9.58978896292706e-10,3.83591540753514e-08
1998,0.0,4.1005911555203056e-08
1999,9.140402323914998e-10,3.701862993921168e-08
2000,1.3254094488601709e-09,3.092621980727017e-08
2001,1.3143635069212678e-09,4.337399772680328e-08
2002,8.76244299341522e-10,3.329728315293323e-08
2003,1.2500769308587678e-09,3.333538245442469e-08
2004,2.2023955992267474e-09,2.8190664025373735e-08
2005,2.251874686720612e-09,2.612174831995162e-08
2006,4.1178899179428186e-10,1.93540827808647e-08
2007,1.1983438685803094e-09,2.7961355897332396e-08
2008,2.9802078582719105e-09,2.554463840453991e-08
2009,1.430457752249481e-09,3.003961168701608e-08
2010,0.0,2.0784689525044087e-08
2011,1.1471915639660324e-09,2.600300952337875e-08
2012,5.7872298064864935e-09,2.11063664323774e-08
2013,4.183687618564136e-09,2.370756213565528e-08
2014,4.980523993225461e-09,2.9666599843380936e-08
2015,3.546520632724537e-09,3.347028965094978e-08
2016,2.278474076078396e-09,3.811265614217518e-08
2017,2.7671724911471074e-09,2.037645252528364e-08
2018,4.130346731301415e-09,2.8912428007288327e-08
2019,4.08158040698936e-09,1.785691416955615e-08
