year,battant_VERB en_ADP
1982,1.0738978994950799e-07
1983,8.967748765797978e-08
1984,1.0786156146025405e-07
1985,1.1610027161879088e-07
1986,1.0670184069638822e-07
1987,1.2649390646046754e-07
1988,9.534520684084669e-08
1989,9.165164005509041e-08
1990,1.2259464909902817e-07
1991,1.1136783939491579e-07
1992,9.477104301325312e-08
1993,9.804397160806388e-08
1994,1.2185080233706458e-07
1995,1.051955482722633e-07
1996,1.072956532510716e-07
1997,1.0596716570887565e-07
1998,1.130046656250272e-07
1999,9.140402656981905e-08
2000,1.0338193900949477e-07
2001,9.5948538003654e-08
2002,1.0076809253689589e-07
2003,1.0875668454701781e-07
2004,1.255365535968167e-07
2005,1.1439523994738465e-07
2006,1.1447733871960963e-07
2007,1.2582610064981736e-07
2008,1.3155488076677102e-07
2009,1.3398621234728125e-07
2010,1.6911178679634986e-07
2011,1.900514128294617e-07
2012,2.2944663413682065e-07
2013,2.499056055427218e-07
2014,2.5140818848967683e-07
2015,2.5867436281856726e-07
2016,2.524963385042156e-07
2017,2.495486475240227e-07
2018,2.731191734994809e-07
2019,2.380071526530969e-07
