year,seraient_VERB en_ADP,seraient_VERB sans_ADP
1858,1.1089069857916911e-06,5.701132295143907e-07
1859,1.2542022886918858e-06,5.514824010788288e-07
1860,1.1951027545364923e-06,5.300378802530759e-07
1861,1.2714237982436316e-06,5.564837124438782e-07
1862,1.296662048844155e-06,5.037554728914984e-07
1863,1.2246810001670383e-06,5.044566933065653e-07
1864,1.1392273790988838e-06,4.6940385800553486e-07
1865,1.17153354040056e-06,4.75861952509149e-07
1866,1.1609351986408e-06,4.510423252668261e-07
1867,1.0889708619288285e-06,4.775166644321871e-07
1868,1.3228982425061986e-06,4.4162473500364285e-07
1869,1.1632542964434833e-06,5.703950591851026e-07
1870,1.2247928680153564e-06,5.166377832210856e-07
1871,1.386063672725868e-06,5.384936798691342e-07
1872,1.2663128927670186e-06,6.325516892502492e-07
1873,1.1199814480278292e-06,5.387403803069901e-07
1874,1.1877523320436012e-06,5.747573936787376e-07
1875,1.193510570374201e-06,4.405575850796595e-07
1876,1.2218995379953412e-06,4.6856615654178313e-07
1877,1.1689302255035727e-06,4.533470132628281e-07
1878,1.1130040320495027e-06,5.1453037031024e-07
1879,1.14977501652902e-06,5.156270503903215e-07
1880,1.3111659882270033e-06,4.5374173396339756e-07
1881,1.211124526889762e-06,5.333968147169799e-07
1882,1.2212631190777756e-06,4.798532700078795e-07
1883,1.171605390482e-06,4.4488146500043513e-07
1884,1.2265952591405949e-06,4.4693487666336296e-07
1885,1.2568989404826425e-06,5.201628141549008e-07
1886,1.1893733926626737e-06,4.4335297388897743e-07
1887,1.2091568351024762e-06,4.4853712211079255e-07
1888,1.2789020047421218e-06,3.7409625974760274e-07
1889,1.2129304423069698e-06,4.1788462112890556e-07
1890,1.2781054010702064e-06,4.94856180921488e-07
1891,1.23468646506808e-06,4.1687400198497926e-07
1892,1.2192256235721288e-06,4.738995471598173e-07
1893,1.2951149983564392e-06,4.378634059776232e-07
1894,1.116002636081248e-06,4.1905235548256314e-07
1895,1.200111682919669e-06,4.080620499280485e-07
1896,1.3822635764881852e-06,4.870946099799767e-07
1897,1.2224445526953787e-06,4.6089303396001924e-07
1898,1.1763719385271543e-06,4.860526701122581e-07
1899,1.1497363630041946e-06,5.245672127784928e-07
1900,1.161757722911716e-06,4.614846318418131e-07
1901,1.207167656502861e-06,4.454225006611523e-07
1902,1.1259280654485337e-06,4.2032030478367233e-07
1903,1.3111734915582929e-06,5.243613827587978e-07
1904,1.2560499271785375e-06,4.4985611680203874e-07
1905,1.2602573633557768e-06,4.7066123443073593e-07
1906,1.3086805665807333e-06,4.917840215057367e-07
1907,1.3772535112366313e-06,4.890844138571993e-07
1908,1.322637103839952e-06,4.813161353922624e-07
1909,1.225619143951917e-06,4.081729798599554e-07
1910,1.277252067666268e-06,4.6120021579554304e-07
1911,1.404578824804048e-06,4.6606476189481327e-07
1912,1.5039598793009645e-06,4.7249449153241585e-07
1913,1.2955204056197545e-06,4.825720907319919e-07
1914,1.4022981531525147e-06,3.9510788951702125e-07
1915,1.44196530982299e-06,5.089289061288582e-07
1916,1.2745456388074672e-06,4.658683963043586e-07
1917,1.4607277307732147e-06,4.715562624824088e-07
1918,1.3462032484312658e-06,5.019546165385691e-07
1919,1.3406627203949029e-06,5.184018618820119e-07
1920,1.3879900961910607e-06,4.868945211455866e-07
1921,1.3047844049651758e-06,4.0892837205319665e-07
1922,1.2446577102309675e-06,5.098153224025737e-07
1923,1.2038485692755785e-06,4.2357632423772884e-07
1924,1.0957880931528052e-06,4.086645049028448e-07
1925,1.213099039887311e-06,4.542247609151673e-07
1926,1.159198404820927e-06,4.1686558915898786e-07
1927,9.978556363421376e-07,4.247854690220265e-07
1928,1.1026129413949093e-06,3.8734279428354057e-07
1929,1.2065059991073213e-06,4.30019696295858e-07
1930,1.0808207662194036e-06,4.2959737811543164e-07
1931,1.3070538216197747e-06,3.626903435360873e-07
1932,1.203357101076108e-06,4.3180574493817403e-07
1933,1.347802822238009e-06,4.725912958747358e-07
1934,1.2400935247569578e-06,4.5410189386529964e-07
1935,1.19443473067804e-06,3.11175398337582e-07
1936,1.2306585404076031e-06,4.0496547626389656e-07
1937,1.208747335113003e-06,4.0921133859228576e-07
1938,1.0968570904879016e-06,4.187764375274128e-07
1939,1.1134068245155504e-06,4.6952735033300996e-07
1940,1.0117773854290135e-06,4.2347573980805464e-07
1941,1.0300743724656058e-06,4.132103583742719e-07
1942,9.921872106133378e-07,3.914133230864536e-07
1943,9.058093723979255e-07,4.1806586636994325e-07
1944,9.093316748476354e-07,4.6269880726867996e-07
1945,1.346315457340097e-06,4.4005781774103525e-07
1946,1.1109041224699467e-06,4.357305556368374e-07
1947,1.1050647117372137e-06,5.209420805840637e-07
1948,1.1187172503923648e-06,4.4574738922165125e-07
1949,1.1534984878380783e-06,4.024973350169603e-07
1950,1.1007599596268847e-06,4.5625699840456946e-07
1951,1.075735440281278e-06,4.616387059286353e-07
1952,1.119858211495739e-06,4.5975343709869776e-07
1953,1.1237101489314227e-06,4.546555203432945e-07
1954,1.1727042874554172e-06,4.573547016661905e-07
1955,1.1234573094043299e-06,4.77727439829323e-07
1956,1.1346205610607285e-06,4.19486923419754e-07
1957,1.122933326769271e-06,4.647229729926039e-07
1958,1.2201559229652048e-06,4.334655443472002e-07
1959,1.137809817919333e-06,4.386923251331609e-07
1960,1.0879549563469482e-06,3.896429063843243e-07
1961,1.0790491842271877e-06,4.75948922940006e-07
1962,1.1757987294913619e-06,3.9003032270557014e-07
1963,1.1994528676950722e-06,4.2675952727222466e-07
1964,1.1036318028345704e-06,4.562976130273455e-07
1965,1.0178000593441539e-06,4.1861130739562213e-07
1966,1.0851047136384295e-06,4.143227840813779e-07
1967,1.0403008445791784e-06,3.993571908722515e-07
1968,1.0608724778649048e-06,3.979394307407347e-07
1969,1.296671825912199e-06,4.5644665647159854e-07
1970,1.2080851092832745e-06,4.0698716929910006e-07
1971,1.049774596140196e-06,3.9051820976965246e-07
1972,1.061427383319824e-06,4.0579462279310974e-07
1973,9.934793752108817e-07,3.5615295246316236e-07
1974,1.093611103897274e-06,3.8478910369121877e-07
1975,1.024639573188324e-06,3.8609604757766647e-07
1976,1.0210072787231184e-06,3.7994954027453787e-07
1977,1.0066927416119142e-06,3.825784915534314e-07
1978,9.891084573609987e-07,4.009899043921905e-07
1979,1.0966598438244546e-06,4.570391070046753e-07
1980,1.0193475645792205e-06,3.7976806765982474e-07
1981,9.336511084256927e-07,3.801655168444995e-07
1982,1.0304453326170915e-06,3.916933906111808e-07
1983,1.1550713452379568e-06,3.9597031786797743e-07
1984,9.858314342636731e-07,3.589586299312941e-07
1985,8.963181699073175e-07,3.747692574052053e-07
1986,1.0172641395911342e-06,3.650641531294241e-07
1987,9.263998208552948e-07,3.721487473740126e-07
1988,1.0014244935518946e-06,3.48399765925933e-07
1989,1.031218175739923e-06,3.8307092609102256e-07
1990,1.0009172228819807e-06,3.3836121815511433e-07
1991,1.011688937069266e-06,3.5461863490127143e-07
1992,9.212626537191682e-07,3.597993440962455e-07
1993,1.0629738653733511e-06,3.1407304845743056e-07
1994,1.0027634971265798e-06,3.312653973353008e-07
1995,9.85259362096258e-07,3.708956342052261e-07
1996,9.763371053850278e-07,3.213531556411908e-07
1997,1.098989855563559e-06,3.8694798831784283e-07
1998,1.0380217645433731e-06,3.771590115775325e-07
1999,1.1320388466629083e-06,3.391089364868094e-07
2000,9.96266066977114e-07,3.2693432672203926e-07
2001,1.0896073945332319e-06,3.1062791094882414e-07
2002,1.0628842801452265e-06,3.5969827649751096e-07
2003,1.130902887780394e-06,3.2627005452923186e-07
2004,1.1020787269444554e-06,3.519428162235272e-07
2005,1.0354120831834734e-06,3.328270850033732e-07
2006,1.0438850495120278e-06,3.1543035561298893e-07
2007,1.041360746967257e-06,3.3353904882460483e-07
2008,1.0277459523422294e-06,3.3335751936647284e-07
2009,9.955986115528503e-07,3.1946890999279276e-07
2010,1.0434858950247872e-06,3.9443671084882226e-07
2011,9.586698297425755e-07,3.3842152902252565e-07
2012,9.504673812443798e-07,3.788933327086852e-07
2013,1.0517790087760659e-06,4.0972247461468214e-07
2014,9.543116448185174e-07,4.2962432189597166e-07
2015,9.096825692722632e-07,3.936637824608624e-07
2016,9.53644928358699e-07,3.947974107632035e-07
2017,9.159340947917372e-07,3.798573118274362e-07
2018,9.171951091957453e-07,3.611471868225635e-07
2019,8.742235309000534e-07,3.4795473879967176e-07
