year,réfléchissant_VERB en_ADP,réfléchissant_VERB sans_ADP
1873,2.8732820567256567e-08,5.986004469882289e-10
1874,1.1351757756017378e-08,4.779687312606029e-09
1875,8.582291044501034e-09,1.1443054503956773e-08
1876,1.209202959984168e-08,0.0
1877,1.6699003069220453e-08,7.421779191219002e-09
1878,5.435179861734696e-09,6.039088673581716e-10
1879,1.221865097988939e-08,9.774920428640144e-09
1880,2.631317030932223e-08,2.5671385017744797e-09
1881,1.4642266066289267e-08,2.091752326904839e-09
1882,5.989846840748214e-09,5.324308105514319e-09
1883,1.64302811356265e-08,6.319338941018771e-10
1884,7.922036360241691e-09,1.9805090900604227e-09
1885,9.023890079618013e-09,1.933690763067375e-09
1886,7.744156427236248e-09,4.5174246565693466e-09
1887,1.9586773092328258e-08,3.264462256069578e-09
1888,9.510921827882157e-09,3.804368819970705e-09
1889,5.6386229019267375e-09,8.14467782106476e-09
1890,1.5730527991308918e-08,2.6217545912032847e-09
1891,4.461953917456185e-09,1.211101796627645e-08
1892,1.191017329205124e-08,1.2537024751679837e-09
1893,1.2932674486876294e-08,3.079208221734575e-09
1894,1.5123694296903523e-08,6.301539290376468e-10
1895,7.824199066419624e-09,6.018614495673091e-10
1896,8.845543353341867e-09,4.717623180994224e-09
1897,1.0488084178916779e-08,9.905413378419325e-09
1898,7.355861253444118e-09,3.960848538042683e-09
1899,2.2110313580014918e-09,3.3165470370022376e-09
1900,4.671947717582725e-09,4.1528426253378825e-09
1901,6.706486921359556e-09,3.353243460679778e-09
1902,1.4730851205513318e-08,9.820567692386817e-10
1903,8.640352655575612e-09,1.0800440541913758e-09
1904,1.666133897515465e-08,0.0
1905,1.5482276793932215e-08,5.6768351130997985e-09
1906,8.7451136887573e-09,2.0576738091193647e-09
1907,5.142843484406967e-09,5.142843373384665e-10
1908,7.367083831866239e-09,1.4734167219643268e-09
1909,8.801573692096554e-09,1.6502950117569526e-09
1910,3.206490406526541e-09,1.068830135508847e-09
1911,1.4365010514438836e-08,5.320374141248863e-10
1912,1.719108944087111e-08,5.2094213387476884e-09
1913,1.1666577148794488e-08,5.30298971401777e-10
1914,2.2099255092555836e-08,6.027069510139427e-09
1915,7.068456930880984e-09,7.068456930880984e-09
1916,1.4283700888739759e-08,6.592477230782379e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,5.743188147278033e-09,4.594550517822427e-09
1919,9.207848705727883e-09,0.0
1920,5.300562211374427e-09,3.028892692213958e-09
1921,1.6660044011018726e-08,0.0
1922,7.377935595798135e-09,0.0
1923,2.44166811214086e-08,1.0615948120573648e-09
1924,2.707241186783449e-08,0.0
1925,1.7597084678300234e-08,1.0998177923937646e-09
1926,6.687683296036084e-09,1.1146138456652466e-09
1927,4.4596899506643695e-09,3.344767462998277e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,5.570203187588163e-09
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,1.596749932275543e-08,3.4216069977333063e-09
1932,1.753525857850491e-08,1.0959536611565568e-09
1933,9.176529758292418e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,2.393656828303392e-09,4.787313656606784e-09
1936,8.487299751891442e-09,3.6374143697059935e-09
1937,1.5109342110797286e-08,2.5182236296217297e-09
1938,2.5930428915188486e-09,0.0
1939,7.647025235257843e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,3.5418032950929046e-08,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.7419411690866582e-08,0.0
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,3.201854070766785e-08,2.7842208538686464e-09
1947,1.1920871401116528e-08,3.5762612871081956e-09
1948,9.784698828951832e-09,8.697510267552389e-09
1949,1.668891336237266e-08,2.945102384188658e-09
1950,2.1270722960764488e-09,1.1698897628420468e-08
1951,7.462981344019681e-09,3.198420528427448e-09
1952,1.4762725264461096e-08,6.326882129314981e-09
1953,1.723812381726475e-08,0.0
1954,1.172704378049616e-08,9.772536113672459e-10
1955,1.595553378308523e-08,1.8771215692936494e-09
1956,1.3081712602058815e-08,4.360570571293465e-09
1957,1.0602045297236629e-08,2.6505113659425206e-09
1958,6.617794756635931e-09,6.617794756635931e-09
1959,1.007597205671118e-08,2.325224457422337e-09
1960,1.3149582978044805e-08,6.920833350854139e-10
1961,1.528595072741723e-08,2.08444772553662e-09
1962,1.0781325721076485e-08,5.7077609305622445e-09
1963,1.2285501393982656e-08,3.879631726988464e-09
1964,2.251068309533366e-08,4.258777774879263e-09
1965,1.2585700148726175e-08,4.924839203113152e-09
1966,1.38476865529924e-08,1.6617224263271169e-09
1967,1.5777073647527118e-08,2.465167847631733e-09
1968,1.616909695023594e-08,4.042274071025531e-09
1969,1.36252736870901e-08,4.541757636644661e-09
1970,1.5635665040480973e-08,3.219107425067591e-09
1971,1.0790634386026454e-08,3.5968783507200897e-09
1972,1.0773308023459549e-08,3.0780880067027283e-09
1973,1.6539611902288698e-08,2.2052815684681093e-09
1974,1.012602895977821e-08,2.8127858375803783e-09
1975,1.313640396460869e-08,5.711480177694739e-10
1976,7.427584713948221e-09,5.713526984862938e-09
1977,2.1744092748576804e-08,5.876781727920388e-09
1978,7.128709622605811e-09,0.0
1979,8.777959692451986e-09,2.3407893401383717e-09
1980,2.387763275990551e-08,5.116635559687666e-09
1981,2.4037088541817297e-08,1.2651099057237047e-09
1982,2.1726258681020738e-08,1.1794254461960918e-08
1983,1.5156758292889094e-08,5.052252838311233e-09
1984,2.3196033538397387e-08,4.059305780401701e-09
1985,1.8046674599148105e-08,3.609334831011779e-09
1986,1.9781802029772422e-08,4.196139880008332e-09
1987,2.199894133525504e-08,5.49973533381376e-09
1988,1.9188972077976985e-08,4.197587721854745e-09
1989,1.3171493451480387e-08,4.939309850016116e-09
1990,3.378163526690514e-08,4.358920779878872e-09
1991,2.4618153127153874e-08,4.689171995142516e-09
1992,1.763182055913859e-08,7.713922056673539e-09
1993,1.550978068198816e-08,7.754890063438324e-09
1994,2.215469208088905e-08,2.637463358823311e-09
1995,2.7654499801244015e-08,4.337960657352369e-09
1996,2.2419986756005983e-08,6.939520069693117e-09
1997,1.9179577703809514e-08,4.315404922294874e-09
1998,3.337690390736725e-08,1.0966696883940585e-08
1999,2.193696585495175e-08,9.140402212892695e-09
2000,2.5182778862209432e-08,2.6508188977203417e-09
2001,2.2344179617661553e-08,4.8193329327261836e-09
2002,2.2782352004924178e-08,7.009954283709874e-09
2003,1.8334460172297895e-08,2.5001538617175356e-09
2004,1.894060219775895e-08,2.2023955992267474e-09
2005,2.3419498118570914e-08,5.404499514582994e-09
2006,2.9237017695749046e-08,3.294311934354255e-09
2007,2.3167981311189578e-08,7.589511075156707e-09
2008,2.171294299913029e-08,8.089135306033057e-09
2009,2.002640830944813e-08,9.536385237041145e-09
2010,2.5036103856734826e-08,5.196172381261022e-09
2011,2.1031845487406997e-08,6.883149605840799e-09
2012,2.1787217363566924e-08,1.1234033953089195e-08
2013,3.2632762270168314e-08,1.25510625226255e-08
2014,2.6201886549337416e-08,1.2992670855860311e-08
2015,2.2387411757751607e-08,1.0417904053316995e-08
2016,2.5270348258388253e-08,1.0770968256190727e-08
2017,2.3898308443293104e-08,1.5848350770619746e-08
2018,2.22006133476782e-08,1.1100306729350251e-08
2019,2.3724186393181412e-08,1.275493877184175e-08
