year,abandonnant_VERB en_ADP
1940,3.296517903095264e-08
1941,4.7224041566096275e-08
1942,2.1239483061208375e-08
1943,1.1612940831184915e-08
1944,2.8918675454292497e-08
1945,3.703456741277478e-08
1946,1.6705326011390298e-08
1947,4.649139762058496e-08
1948,2.5005341575123907e-08
1949,1.178041031391075e-08
1950,5.211327280818523e-08
1951,2.3455083653090014e-08
1952,1.0544803918932644e-08
1953,2.0470271810957286e-08
1954,3.322662234239715e-08
1955,1.6894094567732054e-08
1956,2.7907653077363648e-08
1957,2.6505113215335996e-08
1958,2.8952852559882558e-08
1959,1.8601794438133368e-08
1960,3.1835833746995945e-08
1961,2.570818891101112e-08
1962,3.868593267952747e-08
1963,3.4916686875163805e-08
1964,2.068549243006146e-08
1965,3.119064589940379e-08
1966,2.547974453648294e-08
1967,2.958201261726856e-08
1968,2.2906220809026934e-08
1969,2.270878884935712e-08
1970,2.8052222988961262e-08
1971,1.9525910111006795e-08
1972,2.462470471975564e-08
1973,2.0950174151046497e-08
1974,2.8127857598647665e-08
1975,2.1132477101559743e-08
1976,1.5426522170791657e-08
1977,2.4094805262109276e-08
1978,1.663365545301332e-08
1979,1.931151172307466e-08
1980,2.330911841319505e-08
1981,2.656730757610859e-08
1982,2.296775925003658e-08
1983,2.1472075117934253e-08
1984,2.4355836458767044e-08
1985,3.188245756291508e-08
1986,1.9182353705460287e-08
1987,2.3832186002437084e-08
1988,1.7989661205142227e-08
1989,3.1282295642753866e-08
1990,2.8332985291257273e-08
1991,1.5825955934634095e-08
1992,2.4243754559449826e-08
1993,3.489700795000772e-08
1994,2.0044721216194716e-08
1995,2.1689803286761844e-08
1996,2.6690461396583487e-08
1997,2.4453961966486304e-08
1998,2.1456580956424887e-08
1999,3.244842777805346e-08
2000,2.5624581900807186e-08
2001,2.0591695459870607e-08
2002,2.4534840381562617e-08
2003,2.583492264562892e-08
2004,2.0702519532012076e-08
2005,2.2068373795036678e-08
2006,2.2648394271129746e-08
2007,2.077129401811817e-08
2008,2.4267406528721835e-08
2009,2.1456866727831425e-08
2010,2.7397998980660532e-08
2011,2.7532597424162475e-08
2012,2.0765941410871847e-08
2013,2.4544299481732423e-08
2014,2.2737174032450014e-08
2015,2.3495698941999876e-08
2016,2.6720286427917017e-08
2017,1.836396212873126e-08
2018,1.936100102462035e-08
2019,2.0918098975197807e-08
