year,détruisant_VERB en_ADP
1873,2.454261860407314e-08
1874,5.078417686377179e-08
1875,3.6045619822289154e-08
1876,4.474050996350343e-08
1877,3.896434108696667e-08
1878,3.01954443671093e-08
1879,3.787781821529279e-08
1880,5.0700986520269e-08
1881,2.1614773970668466e-08
1882,4.6587697255517924e-08
1883,2.338155447034751e-08
1884,3.1688145440966764e-08
1885,2.900535989169839e-08
1886,4.58195934527339e-08
1887,2.6768590899450828e-08
1888,3.867775077992519e-08
1889,3.3831739187917265e-08
1890,1.9007721618891082e-08
1891,4.84440718651058e-08
1892,2.820830502514582e-08
1893,2.5249507373814595e-08
1894,1.764431090123253e-08
1895,3.250051960890232e-08
1896,2.4767521367152767e-08
1897,3.612562338162206e-08
1898,3.395012981854961e-08
1899,2.65323762960179e-08
1900,2.699347589896206e-08
1901,4.3033288932292635e-08
1902,4.812078202576231e-08
1903,3.6181475593366486e-08
1904,2.7948050984605288e-08
1905,2.0643035725242953e-08
1906,3.806696469155213e-08
1907,2.3657079850636364e-08
1908,3.97822503828138e-08
1909,2.585462333115629e-08
1910,3.313373397872965e-08
1911,1.9685383989553884e-08
1912,2.6047105805560022e-08
1913,3.075734156254839e-08
1914,2.6117300322425763e-08
1915,4.476689596799588e-08
1916,2.5271162940043723e-08
1917,3.728584374584898e-08
1918,1.4932290071101306e-08
1919,2.025726608678724e-08
1920,1.665890891899835e-08
1921,1.5145495524393482e-08
1922,2.951174238319254e-08
1923,2.1231896241147297e-08
1924,2.707241186783449e-08
1925,2.0896537833436923e-08
1926,2.229227646921572e-08
1927,2.5643217327342427e-08
1928,2.9707706517001498e-08
1929,2.6736975300423182e-08
1930,2.4158287814657342e-08
1931,3.42160717536899e-08
1932,2.7398842306070037e-08
1933,3.555905436769535e-08
1934,2.2765002327673756e-08
1935,2.5133395809007197e-08
1936,4.4861444337129797e-08
1937,2.6441348666139675e-08
1938,1.6854778905894818e-08
1939,2.5999884911698246e-08
1940,2.5357829613881222e-08
1941,3.5418032950929046e-08
1942,6.675266206457309e-08
1943,4.935499831049128e-08
1944,2.8918675454292497e-08
1945,4.7927088075994106e-08
1946,3.7586982415405146e-08
1947,2.9802176726434482e-08
1948,1.195907639583993e-08
1949,2.0615717133409817e-08
1950,1.701657836861159e-08
1951,2.1322803078760444e-08
1952,2.003512733494972e-08
1953,2.8011951869189033e-08
1954,1.8567819282111486e-08
1955,2.5341140741375057e-08
1956,2.616342520411763e-08
1957,2.1204090927540165e-08
1958,1.6544486669545222e-08
1959,2.8677767716089875e-08
1960,2.422291700554524e-08
1961,2.848745239703021e-08
1962,2.029426049432459e-08
1963,1.2285501505004959e-08
1964,1.8860301764789256e-08
1965,1.6963333848707407e-08
1966,2.6033651678858405e-08
1967,2.5637744371920235e-08
1968,2.0660513300185812e-08
1969,2.4071315607443466e-08
1970,2.713247759800197e-08
1971,2.3122789016838396e-08
1972,1.487742551375959e-08
1973,2.4258095976392724e-08
1974,2.2502286256553816e-08
1975,2.056132863970106e-08
1976,1.9997344224975677e-08
1977,1.2928920156696222e-08
1978,2.3762364520507617e-08
1979,2.925986741786346e-08
1980,1.7055452161685025e-08
1981,2.213942273954217e-08
1982,2.1726258125909226e-08
1983,1.2630632539867293e-08
1984,2.8995042811175153e-08
1985,2.466378745680231e-08
1986,1.7384007122700496e-08
1987,2.749867533680117e-08
1988,1.5591039570495013e-08
1989,1.4817929994137558e-08
1990,1.961514328741032e-08
1991,1.934283488935762e-08
1992,2.259077191979486e-08
1993,1.550978012687665e-08
1994,2.795711040448623e-08
1995,1.843633334885908e-08
1996,1.1209993822092201e-08
1997,1.4384683666435194e-08
1998,1.6688451509594415e-08
1999,2.7878227726318983e-08
2000,2.076474814316498e-08
2001,1.840108865280854e-08
2002,2.0153619217921914e-08
2003,2.6668306674082487e-08
2004,2.070251881036711e-08
2005,1.3961623857028371e-08
2006,1.4000825387938676e-08
2007,2.157018919035636e-08
2008,1.702975893635994e-08
2009,1.8119131084404216e-08
2010,1.7005655550406118e-08
2011,1.9502257586623273e-08
2012,1.736168897537027e-08
2013,1.9802786965783525e-08
2014,1.6024294779981574e-08
2015,1.9284206231873213e-08
2016,2.3199008936103382e-08
2017,1.685459594114036e-08
2018,1.987729447705533e-08
2019,1.4540630033366142e-08
