year,donnant_VERB en_ADP
1942,4.3996070075991156e-07
1943,4.35485276284453e-07
1944,5.141097858540888e-07
1945,4.2045127202072763e-07
1946,3.9396724105245085e-07
1947,3.814678848357289e-07
1948,3.87039193583405e-07
1949,4.0053393490779854e-07
1950,4.2222384877277364e-07
1951,4.2325766003159515e-07
1952,4.0281150859300396e-07
1953,3.770839498429268e-07
1954,3.7037912647974736e-07
1955,3.4632893175512436e-07
1956,3.479735539713147e-07
1957,3.631200513609656e-07
1958,4.003765923243918e-07
1959,3.139052751066629e-07
1960,3.7580124967462325e-07
1961,3.4740796195364965e-07
1962,3.469050113835692e-07
1963,3.8537677937711123e-07
1964,3.510449744226207e-07
1965,2.7852701123265433e-07
1966,3.356679201260704e-07
1967,3.5005382414965425e-07
1968,3.566184147985041e-07
1969,3.188314110502688e-07
1970,3.554814327344502e-07
1971,3.3913423180820246e-07
1972,2.739498370374349e-07
1973,3.087394020440115e-07
1974,2.897169508742081e-07
1975,3.0613534818257904e-07
1976,3.279564566582849e-07
1977,2.83848549997856e-07
1978,2.94653318633209e-07
1979,2.732871564603556e-07
1980,2.734557540406968e-07
1981,2.403708947440464e-07
1982,2.2533232879595744e-07
1983,2.747162568539352e-07
1984,2.6327498403588834e-07
1985,2.58067444747212e-07
1986,2.5536508019285975e-07
1987,2.4382160290770116e-07
1988,2.1107869940806268e-07
1989,2.43672616306867e-07
1990,2.5881092824420193e-07
1991,2.4266466880362714e-07
1992,2.457435073210945e-07
1993,2.686515472305473e-07
1994,2.004472179351069e-07
1995,2.0225741081958404e-07
1996,2.295379601946479e-07
1997,2.3207289245874563e-07
1998,2.174266882093434e-07
1999,2.0474500672662543e-07
2000,2.0322944749295857e-07
2001,2.0898380626022117e-07
2002,2.0460304028802057e-07
2003,2.1667999305918784e-07
2004,2.1627525370604417e-07
2005,2.3689722183917183e-07
2006,2.0301197878325183e-07
2007,2.1769912450508855e-07
2008,2.0222837804340088e-07
2009,1.9263497108568117e-07
2010,1.6249848044935788e-07
2011,1.5028210498257977e-07
2012,1.5931902908050688e-07
2013,1.665107589587933e-07
2014,1.5721131774171226e-07
2015,1.7134128427187534e-07
2016,1.777209774900257e-07
2017,1.7911152383476292e-07
2018,1.4094808875597664e-07
2019,1.42345115250464e-07
