year,voulut_VERB aider_VERB,voulut_VERB céder_VERB
1839,1.3982949909063791e-08,5.1736915418487683e-08
1840,4.458782232319436e-09,5.477932130126817e-08
1841,3.2102743574569104e-08,3.274479709602929e-08
1842,1.0733224087289273e-08,4.9641162291891305e-08
1843,8.860366662588604e-09,2.5990408991649616e-08
1844,1.975882035765153e-08,4.171306688949272e-08
1845,1.0602432709561072e-08,3.794555070157912e-08
1846,1.5221703009160592e-08,3.2199755972683874e-08
1847,7.011190739092399e-09,3.020205152637345e-08
1848,5.63165514222419e-09,2.976732105253177e-08
1849,6.703531951757213e-09,1.8434713311421547e-08
1850,7.467895635215882e-09,2.987158254086353e-08
1851,1.1608989325395669e-08,1.9993260824691106e-08
1852,1.4323200403509873e-08,2.343796290382727e-08
1853,1.0749477752369785e-08,2.9262466227919504e-08
1854,1.1950028522278444e-08,3.896748168585873e-08
1855,2.5473298137512757e-08,1.8574279891936385e-08
1856,2.2261913201759853e-08,3.36517302912398e-08
1857,1.5620829074691756e-08,2.1966791163841037e-08
1858,1.2723557318849998e-08,3.1808893186102694e-08
1859,1.2221216039165483e-08,2.64793023063703e-08
1860,2.654766717569146e-08,3.066713105681629e-08
1861,1.3676294763342867e-08,1.1789909493131745e-08
1862,1.9427341513278407e-08,1.2650361674859667e-08
1863,1.048870412745373e-08,1.798063442581821e-08
1864,2.2535221688713136e-08,2.7809422320501653e-08
1865,1.694463946932956e-08,3.2006543193574544e-08
1866,8.75810357570117e-09,2.1408697037372804e-08
1867,1.4073153309368536e-08,3.494024269912188e-08
1868,6.915823469455518e-09,2.963924428112108e-08
1869,8.30198221279943e-09,2.3440891894210836e-08
1870,5.160643912205387e-09,3.039045681774155e-08
1871,1.6993883633631413e-08,2.2304472935275044e-08
1872,1.3908880269752899e-08,1.6327815544059376e-08
1873,4.788803575905831e-09,3.292302608315367e-08
1874,1.1949218503559678e-08,3.823749850084823e-08
1875,5.721527251978387e-09,2.2313955128083762e-08
1876,1.1487427897804992e-08,1.1487427897804992e-08
1877,8.040260901509555e-09,2.1646856751544874e-08
1878,4.22736201599605e-09,1.509772218355465e-08
1879,7.94212251520321e-09,2.504823370941267e-08
1880,1.0268554007097919e-08,2.4387815544812952e-08
1881,1.1853263259808955e-08,2.998178416646624e-08
1882,6.655385131892899e-09,3.1280309675807416e-08
1883,5.687405213450347e-09,1.3902545781263598e-08
1884,1.5844072720483382e-08,1.4523733327109767e-08
1885,6.445635580831777e-09,8.379326565943757e-09
1886,9.680196200179125e-09,1.8069698626277386e-08
1887,1.1752064210668323e-08,2.154545164501087e-08
1888,1.268122939990235e-08,2.9166827175686194e-08
1889,1.8795409673089125e-08,2.1301465480405568e-08
1890,9.831579994568074e-09,1.8352281749844934e-08
1891,7.0116419337296065e-09,1.1473596295275001e-08
1892,3.761107425503951e-09,3.63573704476039e-08
1893,6.774258043407144e-09,2.0938616174248637e-08
1894,7.561847148451761e-09,1.071261657159539e-08
1895,9.629783193076946e-09,2.888934957923084e-08
1896,3.5382172747233653e-09,8.845543852942228e-09
1897,1.1653426668090106e-08,1.0488084178916779e-08
1898,5.6583546736987955e-09,2.4896761985360172e-08
1899,3.8693048765026106e-09,2.04520400615138e-08
1900,4.15284251431558e-09,1.038210584169974e-08
1901,1.5648469187112823e-08,1.7883964531506535e-08
1902,6.874397495693074e-09,8.838511256215043e-09
1903,9.720396931811592e-09,5.940242076007962e-09
1904,1.0211787859759625e-08,1.4511488011237361e-08
1905,5.676835002077496e-09,1.1353670004154992e-08
1906,6.173021205313489e-09,1.4918134283448126e-08
1907,4.6285588695127444e-09,1.2342823652033985e-08
1908,1.1787333775714615e-08,1.7189861978295085e-08
1909,6.60118004702781e-09,8.251475058784763e-09
1910,3.740905363258662e-09,1.1222716089775986e-08
1911,7.448523575703803e-09,1.542908456553249e-08
1912,1.1460726589973547e-08,1.5628263128064646e-08
1913,7.42418571064718e-09,1.3257474729133634e-08
1914,1.2723813114234872e-08,2.0090231700464756e-08
1915,7.068456930880984e-09,1.0602685840410686e-08
1916,2.4172416956957932e-08,4.394984820521586e-09
1917,2.1932848870420685e-09,1.315970976634162e-08
1918,8.040463406189247e-09,1.2635013924011673e-08
1919,2.762354567309444e-09,1.012863304339362e-08
1920,9.843901693784574e-09,2.8774479687854182e-08
1921,1.3630945261411398e-08,1.817459427400081e-08
1922,7.377935595798135e-09,1.475587119159627e-08
1923,1.0615948120573648e-08,1.8047112249064412e-08
1924,9.02413699321869e-09,1.5469948877466777e-08
1925,1.2097995494286806e-08,1.0998178368026856e-08
1926,1.3375366592072169e-08,7.802296586589819e-09
1927,1.6723836537835268e-08,8.919379901328739e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,6.684243825105796e-09
1930,1.3654684494213143e-08,9.453243521306831e-09
1931,1.1405356659111021e-08,1.0264820993199919e-08
1932,8.767629289252454e-09,7.6716757391182e-09
1933,8.02946331646126e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,1.0783422155213884e-08
1935,5.98414207075848e-09,1.196828414151696e-08
1936,1.2124714565686645e-08,8.487299751891442e-09
1937,1.0072894518486919e-08,7.554670666820584e-09
1938,1.1668692678767911e-08,7.779128452511941e-09
1939,7.647025235257843e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,2.4273694165799498e-08,1.2136847082899749e-08
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,8.714016175304096e-09,1.5249527862692958e-08
1946,9.744772988540262e-09,1.1136883415474585e-08
1947,7.152522574216391e-09,1.3112957830685446e-08
1948,1.4133454406817236e-08,8.697510267552389e-09
1949,6.8719057111366055e-09,2.945102384188658e-09
1950,1.2762433776458693e-08,6.381216888229346e-09
1951,1.2793682557799002e-08,6.396841278899501e-09
1952,7.381362632230548e-09,1.1599284199803606e-08
1953,5.386913581872932e-09,5.386913581872932e-09
1954,7.818028890937967e-09,9.772536557761669e-09
1955,9.385607846468247e-10,6.569925492527773e-09
1956,6.976913269340912e-09,1.1337483840634377e-08
1957,5.301022731885041e-09,8.835037590415595e-09
1958,8.272243334772611e-09,5.790570245522986e-09
1959,7.750747599288843e-09,7.750747599288843e-09
1960,1.2457499920515147e-08,1.2457499920515147e-08
1961,8.33779090214648e-09,7.64297514166401e-09
1962,8.244543714397423e-09,5.7077609305622445e-09
1963,4.526237162849611e-09,7.1126584622049904e-09
1964,9.125952438182594e-09,6.6923653285755336e-09
1965,9.302473458205895e-09,7.660860390501512e-09
1966,9.970334780007306e-09,5.539074976468328e-09
1967,8.874604162656397e-09,8.381570104631919e-09
1968,8.533690198930799e-09,4.491415683816058e-09
1969,9.991866889436096e-09,7.72098829315837e-09
1970,9.197449912790034e-09,1.1496812390987543e-08
1971,9.24911525146399e-09,4.1107179882260425e-09
1972,4.104117490300041e-09,7.182205663536223e-09
1973,9.37244681864513e-09,1.6539611902288698e-09
1974,7.875800456247362e-09,3.3753431161187564e-09
1975,1.7134440533084216e-09,9.138368284311582e-09
1976,5.713526984862938e-09,5.142174241967723e-09
1977,2.938390863960194e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,4.158414057542359e-09
1979,4.096381456264453e-09,4.681578680276743e-09
1980,6.822181042309694e-09,1.0233271119375331e-08
1981,6.325549417596221e-09,6.325549417596221e-09
1982,1.2415004579935385e-09,3.7245013739806154e-09
1983,3.157658134966823e-09,3.157658134966823e-09
1984,5.799008384599347e-09,6.378909400694965e-09
1985,9.624892882698077e-09,4.210890747202711e-09
1986,1.019062523255343e-08,2.997242676272549e-09
1987,6.110816741511371e-09,6.110816741511371e-09
1988,3.597932174415064e-09,4.197587610832443e-09
1989,3.841685636274406e-09,4.390497743145261e-09
1990,1.0352437129768077e-08,1.6345953479657283e-09
1991,8.20605094986604e-09,3.5168792322792797e-09
1992,8.264915862810085e-09,2.7549720282848966e-09
1993,7.200969598386564e-09,3.323524566667402e-09
1994,1.160483886764041e-08,4.2199412852994556e-09
1995,6.506940763983948e-09,3.795715741716776e-09
1996,8.540947504798169e-09,5.871901187504136e-09
1997,4.315404922294874e-09,4.315404922294874e-09
1998,5.72175506974304e-09,3.814503379828693e-09
1999,5.484241505371301e-09,2.7421207526856506e-09
2000,7.068850393920911e-09,3.5344251969604557e-09
2001,3.5049694258049158e-09,2.6287270138425356e-09
2002,7.009954394732176e-09,4.81934359086722e-09
2003,6.667076668520622e-09,2.083461403401543e-09
2004,3.523833003171717e-09,3.0833537945085254e-09
2005,8.557123898356167e-09,5.854874363109275e-09
2006,8.64756888319107e-09,2.0589450144825605e-09
2007,6.7906151812735516e-09,4.7933754743212376e-09
2008,7.663391698997657e-09,5.108927503272298e-09
2009,6.675469510497578e-09,7.1522885392028e-09
2010,9.447585824773341e-09,4.723792912386671e-09
2011,6.883149605840799e-09,4.206369030868018e-09
2012,2.246806829475645e-08,4.765953853791416e-09
2013,1.8966050063795592e-08,7.530637446961919e-09
2014,2.555225364631042e-08,6.279790909502481e-09
2015,2.659890441236712e-08,1.0861219479352258e-08
2016,2.6720286427917017e-08,1.4085111882389256e-08
2017,1.6099912514278003e-08,7.2952728302766445e-09
2018,2.5040227669137494e-08,8.26069346260283e-09
2019,2.2958889900337454e-08,7.397864543179367e-09
