year,tout_DET antre_NOUN,tout_DET centre_NOUN
1953,2.5857185836919427e-08,1.0989303989017429e-07
1954,1.9545073115523337e-08,1.3095198525547858e-07
1955,1.783265535237888e-08,1.6049389639505307e-07
1956,2.0930740252111946e-08,2.0930739785818275e-07
1957,1.5903067862588216e-08,1.2987505138006838e-07
1958,9.099467845885556e-09,1.2987421937893373e-07
1959,1.3951345856355601e-08,1.6741615116444564e-07
1960,1.1073333361366622e-08,1.1419374978949293e-07
1961,4.86371165564492e-09,1.1950834322149717e-07
1962,7.610347907416326e-09,1.1796039223188615e-07
1963,3.879631726988464e-09,1.1444914171931941e-07
1964,8.517555549758526e-09,1.204625754702704e-07
1965,7.1136563306595235e-09,1.187433391613979e-07
1966,7.754704434148607e-09,1.1465884486305811e-07
1967,9.367637332502454e-09,1.050161508864278e-07
1968,1.3025106271324915e-08,9.611629836481228e-08
1969,1.4987801166821413e-08,1.0763966151738913e-07
1970,2.6212733317265702e-08,1.1496812302169701e-07
1971,9.24911525146399e-09,1.0225411128939044e-07
1972,8.721249500354133e-09,1.1235021668554168e-07
1973,2.205281512956958e-09,1.4113801338755394e-07
1974,6.750686232237513e-09,1.7776806349178997e-07
1975,2.8557400888473694e-09,1.3193519254883768e-07
1976,3.9994687561772935e-09,1.0798565686087613e-07
1977,7.639816779203557e-09,1.257631327966635e-07
1978,5.346532105932056e-09,1.033662915261857e-07
1979,7.607565244427406e-09,1.111874914361266e-07
1980,6.822180709242787e-09,9.494201402837632e-08
1981,6.325549528618524e-10,9.425068792090485e-08
1982,6.207502289967692e-10,1.005615365423651e-07
1983,4.4207211225000265e-09,1.0925496640723509e-07
1984,4.059306057957457e-09,9.684344526306177e-08
1985,3.0077789148208467e-09,1.1489715756596297e-07
1986,5.994485463567401e-10,8.51216942487909e-08
1987,6.110816852533674e-10,8.738468015856427e-08
1988,0.0,9.714417248396501e-08
1989,2.1952488715726304e-09,8.780995619517284e-08
1990,5.44865097484859e-10,7.955030134620955e-08
1991,5.861465202094962e-10,8.264666218060768e-08
1992,1.1019888335184191e-09,7.658822176459523e-08
1993,0.0,8.696555564569053e-08
1994,5.274926606624319e-10,9.653115895513764e-08
1995,3.79571546416102e-09,9.868860795236856e-08
1996,2.6690460952494277e-09,8.967994968855919e-08
1997,2.3974471297094624e-09,9.350044305467264e-08
1998,1.9072516899143466e-09,8.868720613453007e-08
1999,9.140402323914998e-10,7.8607462011826e-08
2000,1.7672125984802278e-09,9.012784096817938e-08
2001,8.762423564512289e-10,9.112920834608573e-08
2002,8.76244299341522e-10,9.551063140378346e-08
2003,1.6667691671301554e-09,7.083768888138664e-08
2004,1.3214373761893938e-09,1.38750924000286e-07
2005,7.656374423348211e-09,7.971636750703226e-08
2006,4.941467679486777e-09,6.423908205377415e-08
2007,3.994479469415779e-10,6.550946257677381e-08
2008,4.257439678578834e-10,6.301010668785523e-08
2009,7.629108234041837e-09,7.247652500375068e-08
2010,9.447586046817946e-10,5.054458435127529e-08
2011,7.64794394481072e-10,7.762663040145057e-08
2012,3.404252713057332e-10,4.391486063681782e-08
2013,2.789125042035323e-10,4.964642702498523e-08
2014,8.661780737106994e-10,4.265926956126265e-08
2015,1.10828768384863e-09,4.322321917049621e-08
2016,1.6570720351438695e-09,5.199063451977182e-08
2017,2.515611330355938e-10,4.050134272404193e-08
2018,0.0,3.846385354666637e-08
2019,1.2754939326953263e-09,3.3162840529232795e-08
