year,enlevant_VERB en_ADP,enlevant_VERB sans_ADP
1848,8.04522137798358e-09,2.413566457803995e-09
1849,1.256912263158938e-08,2.513824481908955e-09
1850,1.2899092460827433e-08,2.7155984128057753e-09
1851,1.096404567135778e-08,3.2247193804124663e-09
1852,2.6042181744401205e-08,1.3021090872200602e-09
1853,1.911018188138769e-08,6.569124799682413e-09
1854,1.7145692865483397e-08,2.5978321716024766e-09
1855,1.8043586180738203e-08,7.960405667972736e-09
1856,7.248064815001953e-09,5.177189343896771e-09
1857,7.810414537345878e-09,3.905207268672939e-09
1858,6.361778659424999e-09,4.893676130990343e-09
1859,2.1387128512628806e-08,5.092173349652285e-09
1860,1.785101666484934e-08,2.288591982591015e-09
1861,1.0846716413936974e-08,4.2443675241088386e-09
1862,1.536115412648087e-08,5.421583626485926e-09
1863,9.989241434027463e-09,8.490855130105501e-09
1864,1.726102105692462e-08,8.63051052846231e-09
1865,7.0602665935837194e-09,4.706844358715045e-10
1866,2.0435575009969398e-08,1.4596839292835284e-09
1867,1.747012134956094e-08,9.7056229719783e-09
1868,1.1361710683388537e-08,1.432563490055827e-08
1869,1.5627261262807224e-08,4.395167341186834e-09
1870,8.601073631098188e-09,5.160643912205387e-09
1871,6.37270636261178e-09,4.248470908407853e-09
1872,3.0236694925633856e-08,1.8142017887967654e-09
1873,1.1972009161809183e-08,5.9860045809045914e-09
1874,1.3144139998644278e-08,8.364453130127458e-09
1875,1.6592428764283795e-08,7.437985338754061e-09
1876,2.6602464231473277e-08,1.6324239737741664e-08
1877,2.8450154232473324e-08,1.0514186854493346e-08
1878,2.959153455606156e-08,7.2469061862534545e-09
1879,1.2829582729523281e-08,5.498392852132383e-09
1880,1.9895322722618403e-08,1.2835692508872398e-08
1881,1.1156012114099667e-08,9.761510710859511e-09
1882,2.7952617998039386e-08,1.3310770263785798e-09
1883,2.1485751844352308e-08,2.5277355764075082e-09
1884,2.442627788923346e-08,7.2618666635548834e-09
1885,1.8692343672910283e-08,1.2891271383708158e-09
1886,1.2906927970846027e-08,0.0
1887,1.7628096316002484e-08,0.0
1888,1.7119660356001987e-08,8.242799331981132e-09
1889,1.8795409673089125e-08,1.3156786771162388e-08
1890,1.9663159989136147e-08,3.2771931834929546e-09
1891,2.677172439291553e-08,5.099376032546843e-09
1892,2.6327752422616868e-08,5.641661360300532e-09
1893,1.9091091374434654e-08,1.847525021858587e-09
1894,9.452309157609307e-09,4.411077725308132e-09
1895,1.745398137131815e-08,6.018614495673091e-10
1896,3.656158042986135e-08,4.1279202278587945e-09
1897,2.6220211779559577e-08,2.330685422435863e-09
1898,1.2448380992680086e-08,1.6975064687230201e-09
1899,8.291367592505594e-09,4.4220627160029835e-09
1900,2.6474371139784125e-08,4.15284251431558e-09
1901,2.179608138419553e-08,7.265360757457984e-09
1902,2.6515532880466708e-08,2.455141867585553e-09
1903,2.6461078661554893e-08,5.940242076007962e-09
1904,2.9022976022474722e-08,2.6873125946735854e-09
1905,2.9932401446330914e-08,1.0321518084666081e-09
1906,2.2634411678268407e-08,2.0576738091193647e-09
1907,9.771402353919711e-09,3.599990305858114e-09
1908,1.5716445034286153e-08,4.911389073214423e-09
1909,4.1257376182102234e-08,6.60118004702781e-09
1910,2.7255168788542505e-08,5.344150677544235e-10
1911,1.4365010514438836e-08,2.128149656499545e-09
1912,1.40654377034366e-08,2.0837684910901544e-09
1913,2.8105844762649212e-08,4.772690687104841e-09
1914,2.4777952134513725e-08,2.0090231700464756e-09
1915,2.1205371680821372e-08,0.0
1916,2.0876177231343718e-08,6.592477230782379e-09
1917,2.4126133979507358e-08,3.289927441585405e-09
1918,4.020231614276781e-08,1.1486376294556067e-09
1919,1.749491218561161e-08,2.762354567309444e-09
1920,1.2115570768855832e-08,1.514446346106979e-09
1921,2.120369302360814e-08,1.5145494858259667e-09
1922,1.1804696775641332e-08,7.377935484775833e-10
1923,8.492758496458919e-09,2.1231896241147297e-09
1924,1.675911143195208e-08,0.0
1925,1.8696901804560184e-08,0.0
1926,1.671920735191179e-08,0.0
1927,1.3379070296082318e-08,3.3447675740205796e-09
1928,2.170947865920425e-08,1.1426041446327417e-08
1929,1.6710609784809094e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,2.100720708497761e-09
1931,2.0529641986399838e-08,3.4216069977333063e-09
1932,1.53433514782364e-08,0.0
1933,2.064719240024715e-08,0.0
1934,2.875579241390369e-08,0.0
1935,2.5133395809007197e-08,0.0
1936,1.8187071404440758e-08,0.0
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,1.4261735792331365e-08,1.2965214457594243e-09
1939,1.3764645423464117e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,0.0
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,1.2136847082899749e-08
1943,2.0322646676618206e-08,0.0
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,8.344609447874518e-09,3.5762612871081956e-09
1948,1.7395020535104777e-08,0.0
1949,1.7670615193310368e-08,0.0
1950,1.3825969702452312e-08,1.0635361480382244e-09
1951,9.595261474260042e-09,4.264560704569931e-09
1952,1.0544804140977249e-08,0.0
1953,1.2928593307037772e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,9.385607846468247e-09,2.815682353940474e-09
1956,1.744228228517386e-08,2.616342476002842e-09
1957,1.0602045463770082e-08,0.0
1958,9.926692356998501e-09,1.6544486891589827e-09
1959,1.9376869886400527e-08,1.5501495642666896e-09
1960,1.038124963770315e-08,1.3841666701708277e-09
1961,1.459113452284555e-08,6.948159270159238e-10
1962,8.8787386332001e-09,1.2683912808952869e-09
1963,1.5518526907953856e-08,1.2932106496776896e-09
1964,7.909158661334459e-09,6.083968329129164e-10
1965,9.302473458205895e-09,1.0944086747954884e-09
1966,9.416426749453422e-09,1.1078149508847446e-09
1967,1.1339771788243524e-08,1.9721342336964653e-09
1968,8.533690198930799e-09,4.4914158503495116e-10
1969,8.175163657142548e-09,1.8167031212712459e-09
1970,1.103694025061941e-08,0.0
1971,7.707596338946132e-09,0.0
1972,9.234264020108185e-09,3.0780880067027283e-09
1973,6.615844760915479e-09,5.513203782392395e-10
1974,4.500457340128605e-09,5.625571675160757e-10
1975,9.138368284311582e-09,2.8557400888473694e-09
1976,5.713526984862938e-09,1.142705374768127e-09
1977,1.1753563455840776e-08,2.938390863960194e-09
1978,5.940591352171509e-10,2.970295565063452e-09
1979,7.022368020415115e-09,3.5111840102075575e-09
1980,6.253665585376211e-09,0.0
1981,8.855769451088236e-09,1.2651099057237047e-09
1982,1.2415004135846175e-08,2.483000915987077e-09
1983,6.946847541655643e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,4.812446441349039e-09,1.8046674155058895e-09
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,6.721898593298192e-09,1.2221633705067347e-09
1988,8.994830658082265e-09,5.996553809062277e-10
1989,4.390497743145261e-09,5.488122178931576e-10
1990,9.80757164370516e-09,2.179460389939436e-09
1991,3.5168792322792797e-09,5.861465202094962e-10
1992,6.060938417817852e-09,0.0
1993,2.7696036575264316e-09,0.0
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,3.253470381991974e-09,1.626735190995987e-09
1996,4.270473752399084e-09,1.067618438099771e-09
1997,1.438468344439059e-09,4.79489448146353e-10
1998,2.3840645013706308e-09,2.3840645013706308e-09
1999,5.484241505371301e-09,1.8280804647829996e-09
2000,3.5344251969604557e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,8.762423564512289e-10
2002,3.504977197366088e-09,8.76244299341522e-10
2003,4.166922806803086e-09,1.2500769308587678e-09
2004,5.726228824443069e-09,1.3214374039449694e-09
2005,2.702249757291497e-09,1.8014998381943315e-09
2006,5.7650457740976435e-09,1.2353669198716943e-09
2007,5.592271090648637e-09,3.994479469415779e-10
2008,3.405951742863067e-09,1.7029758714315335e-09
2009,3.337734755248789e-09,1.430457752249481e-09
2010,7.558068837454357e-09,1.8895172093635892e-09
2011,4.206369030868018e-09,1.1471915639660324e-09
2012,3.4042526575461807e-09,2.382976926895708e-09
2013,5.857162754807632e-09,2.789125042035323e-10
2014,3.4647122948427977e-09,2.165445156521173e-09
2015,7.979671146074452e-09,1.7732603163622684e-09
2016,5.3854840587064245e-09,2.278474076078396e-09
2017,5.0312225496895735e-09,3.2702947017071438e-09
2018,1.8070267504555204e-09,1.8070267504555204e-09
2019,4.3366790158927415e-09,1.02039510174734e-09
