year,disant_VERB en_ADP
1935,1.4960355443349727e-07
1936,1.4185916086262296e-07
1937,1.1080184236789137e-07
1938,1.1409388411820487e-07
1939,1.2235240376412548e-07
1940,2.992223906428393e-07
1941,1.5642964434903206e-07
1942,2.0025797198286455e-07
1943,1.451617634984359e-07
1944,1.3495381878669832e-07
1945,1.6556631399211597e-07
1946,1.7122957718385123e-07
1947,1.5139506603922825e-07
1948,1.1632919849624557e-07
1949,1.3940151122326938e-07
1950,1.4251384783392496e-07
1951,1.3753208349953638e-07
1952,1.2337420685071265e-07
1953,1.4329189923500962e-07
1954,1.348609970364123e-07
1955,1.1825866197412438e-07
1956,1.4389883884469157e-07
1957,1.0955446472227237e-07
1958,1.1581140535454892e-07
1959,1.2246181535502387e-07
1960,1.4256916602839453e-07
1961,1.4243726764728848e-07
1962,1.7059862644774881e-07
1963,9.828400671096915e-08
1964,1.4479844323567193e-07
1965,1.5814205411857074e-07
1966,1.4124641078971933e-07
1967,1.6072893593843673e-07
1968,1.7202122681858611e-07
1969,1.4987800356358605e-07
1970,1.4669932540956054e-07
1971,1.407920970919463e-07
1972,1.5493043004077833e-07
1973,1.4279198190525477e-07
1974,1.0519818804954895e-07
1975,1.21654521567649e-07
1976,1.131278306032435e-07
1977,1.2693849316125494e-07
1978,1.3425736533623223e-07
1979,1.369361828373883e-07
1980,1.2621034906068473e-07
1981,1.4928296243610362e-07
1982,1.3408204913023525e-07
1983,1.2820091299658998e-07
1984,1.1540026889633737e-07
1985,1.4256872560292067e-07
1986,1.4027095407431744e-07
1987,1.3077148697249186e-07
1988,1.1453418119478087e-07
1989,1.3226373773989053e-07
1990,1.3567141288195472e-07
1991,1.6412102166185605e-07
1992,1.3278965838026124e-07
1993,1.4346546645116476e-07
1994,1.3187316461049647e-07
1995,1.1332921934226192e-07
1996,1.6921752798992884e-07
1997,1.4384683710844115e-07
1998,1.377989374828914e-07
1999,1.3573497925634115e-07
2000,1.3254095088122142e-07
2001,1.493993277423833e-07
2002,1.2355045286849275e-07
2003,1.5125930019621592e-07
2004,1.6341775221917487e-07
2005,1.6889060816538404e-07
2006,1.482440431521681e-07
2007,1.4779574408763096e-07
2008,1.3964401643362656e-07
2009,1.1109888742311114e-07
2010,1.469099649153982e-07
2011,1.6175401984508397e-07
2012,1.7531901896905566e-07
2013,1.7041553473928772e-07
2014,1.7236943716802955e-07
2015,2.1921931310509013e-07
2016,1.9739870538160176e-07
2017,1.796146461008341e-07
2018,1.703768077732093e-07
2019,2.147931741358633e-07
