year,voudrait_VERB aider_VERB,voudrait_VERB céder_VERB
1965,1.6963333848707407e-08,5.47204326295514e-09
1966,1.7725039214155913e-08,1.1078149508847446e-09
1967,1.429797347185513e-08,1.4791006197611978e-09
1968,1.7965662735264232e-08,5.3896989093971115e-09
1969,1.9983733778872192e-08,3.6334062425424918e-09
1970,1.9314645882673176e-08,4.598724956395017e-09
1971,2.003974941544584e-08,1.541519245584766e-09
1972,1.846852804021637e-08,7.69522046084603e-09
1973,2.3155456219114967e-08,1.6539611902288698e-09
1974,1.800182936051442e-08,6.750686232237513e-09
1975,1.5420996035686585e-08,5.711480177694739e-09
1976,1.8854638739185248e-08,3.4281160132820787e-09
1977,1.2928920156696222e-08,2.938390863960194e-09
1978,1.7227714366185864e-08,1.7821774056514528e-09
1979,1.6970723493159312e-08,8.777959692451986e-09
1980,2.0466542238750662e-08,2.8425752862659692e-09
1981,2.0874313833019187e-08,5.69299452024552e-09
1982,1.3656505259973528e-08,6.207502289967692e-10
1983,1.326216381158929e-08,5.052252838311233e-09
1984,1.4497521405587577e-08,5.799008384599347e-09
1985,2.1656008541981464e-08,1.2031116103372597e-09
1986,8.991728250862252e-09,1.7983456945813714e-09
1987,9.166225112267057e-09,3.0554083707556856e-09
1988,1.6190695006912392e-08,2.398621523624911e-09
1989,1.2622680678475717e-08,5.488122178931576e-10
1990,1.0352437129768077e-08,4.90378582185258e-09
1991,1.1722930182145319e-08,6.4476117778156095e-09
1992,1.983579878128694e-08,5.509944167592096e-10
1993,1.2186256448387667e-08,2.2156829704300662e-09
1994,1.318731612798274e-08,3.6924485691258724e-09
1995,1.6809597269684673e-08,1.626735190995987e-09
1996,1.6548085568501847e-08,4.270473752399084e-09
1997,1.5343662340683295e-08,1.438468344439059e-09
1998,1.2397135762398648e-08,1.43043876743576e-09
1999,1.1882523409667556e-08,4.113180906983871e-09
2000,1.2812291672048559e-08,2.6508188977203417e-09
2001,1.5772362971233633e-08,1.3143635069212678e-09
2002,1.0076809608960957e-08,1.3143663935011318e-09
2003,1.4584229823810801e-08,4.583615265119079e-09
2004,1.189293641346012e-08,3.523833003171717e-09
2005,1.0358624180639708e-08,2.702249757291497e-09
2006,9.882935358973555e-09,2.8825228870488218e-09
2007,1.677681460421354e-08,3.595031605740928e-09
2008,1.2346575317678798e-08,1.7029758714315335e-09
2009,1.0966842545201416e-08,3.337734755248789e-09
2010,1.5116137674908714e-08,2.3618964561933353e-09
2011,1.4531093661673822e-08,1.529588788962144e-09
2012,1.0212757750593937e-08,1.7021263287730903e-09
2013,1.1156499724052082e-08,3.3469500504423877e-09
2014,1.3209215943277286e-08,1.7323561474213989e-09
2015,1.1526192444932803e-08,3.32486305154589e-09
2016,9.735297901158901e-09,1.6570720351438695e-09
2017,1.4842107098900215e-08,2.264050280587071e-09
2018,1.6005094138904497e-08,1.290733298020541e-09
2019,1.607122257496485e-08,1.7856913725466939e-09
