year,concernant_VERB en_ADP
1904,2.5260739278110123e-08
1905,3.302885787093146e-08
1906,2.983626856689625e-08
1907,3.188563013623025e-08
1908,3.830883343880487e-08
1909,2.6954818821423032e-08
1910,2.8323999146095957e-08
1911,1.8621308939259507e-08
1912,3.334029585744247e-08
1913,2.4393752406925984e-08
1914,2.9465672568562695e-08
1915,2.591767689352764e-08
1916,3.29623865980011e-08
1917,5.3735480065597585e-08
1918,3.101321510712296e-08
1919,3.9593746947730324e-08
1920,3.9375604554692245e-08
1921,4.0892835395656135e-08
1922,3.32007097370024e-08
1923,4.564857647437748e-08
1924,4.512068585427187e-08
1925,6.268961527666761e-08
1926,3.009457216762712e-08
1927,5.463120289483925e-08
1928,4.7989372364831695e-08
1929,5.7930113150916895e-08
1930,5.041729744803547e-08
1931,8.78212436106196e-08
1932,5.589363638591749e-08
1933,5.735331143341682e-08
1934,8.626737901806791e-08
1935,6.941604802079837e-08
1936,5.941110137186456e-08
1937,8.561960007646974e-08
1938,1.1539040656316502e-07
1939,1.085877601170182e-07
1940,1.0650287918245738e-07
1941,5.31270463177691e-08
1942,6.371844563091145e-08
1943,5.8064703267746154e-08
1944,9.960876923287287e-08
1945,8.931866934958066e-08
1946,7.795818479650052e-08
1947,8.46381811303587e-08
1948,7.501602761195159e-08
1949,1.0896879210076094e-07
1950,1.1592543813776501e-07
1951,9.062191708153478e-08
1952,8.014050933979888e-08
1953,9.804183265238464e-08
1954,1.2020218931318993e-07
1955,1.0511881098906883e-07
1956,1.4302671869081962e-07
1957,1.820017723197509e-07
1958,1.4559148181492176e-07
1959,1.3176271984605137e-07
1960,1.5156625465806428e-07
1961,1.7926250917010833e-07
1962,1.6933023605503195e-07
1963,1.7264362106583775e-07
1964,1.618335596642595e-07
1965,1.433675305695381e-07
1966,1.512167477901727e-07
1967,1.4150063737394802e-07
1968,1.3384418948159116e-07
1969,1.607782249279932e-07
1970,1.7245218231209947e-07
1971,1.7162248244773082e-07
1972,1.5800852670722065e-07
1973,2.0564249569865467e-07
1974,2.2164752433440071e-07
1975,1.8448081018362927e-07
1976,2.30826491698366e-07
1977,1.8394327627735407e-07
1978,1.912870372100528e-07
1979,1.83751959093037e-07
1980,1.870414538807097e-07
1981,2.2139422650724327e-07
1982,2.0546833034984502e-07
1983,1.7935497842458403e-07
1984,1.8904768017691254e-07
1985,1.9309941157175103e-07
1986,1.9841747489479644e-07
1987,1.7721368550382977e-07
1988,1.990855904576705e-07
1989,1.970235832260414e-07
1990,1.8035034443641962e-07
1991,1.776023935140536e-07
1992,1.8678710378416952e-07
1993,1.7780855188220812e-07
1994,1.8725989825441047e-07
1995,1.9466598555339942e-07
1996,1.8149513758558555e-07
1997,1.8364445253382655e-07
1998,1.6688452397772835e-07
1999,1.818940011943937e-07
2000,1.961606033162866e-07
2001,2.1818435058662544e-07
2002,1.8269693313754942e-07
2003,2.245971453262996e-07
2004,1.8588218786419475e-07
2005,1.9050860622371601e-07
2006,1.832461071771263e-07
2007,1.7056427825679066e-07
2008,2.035056207994046e-07
2009,1.487676053457676e-07
2010,1.384071417476207e-07
2011,1.2121991099789398e-07
2012,9.463822570054958e-08
2013,9.120438626553096e-08
2014,7.73063957293374e-08
2015,7.425527259741216e-08
2016,7.311830629852523e-08
2017,7.647458599713275e-08
2018,8.673727958097288e-08
2019,7.142765579004617e-08
