year,soit_VERB avant_ADV,soit_VERB savant_ADJ
1866,1.041241191046538e-07,1.3623716377253459e-08
1867,1.2034972485253093e-07,9.220341823379385e-09
1868,1.150990627252213e-07,2.6181332657415624e-08
1869,9.474027251599182e-08,1.4650557211837167e-08
1870,9.461180638936639e-08,2.1789386295267832e-08
1871,1.4126165126526757e-07,2.3366590440332402e-08
1872,9.071008832961525e-08,1.3908880269752899e-08
1873,1.292977032107956e-07,2.3944017879529156e-09
1874,8.125468298203486e-08,1.2546679251101978e-08
1875,9.26887366858864e-08,6.293679799540541e-09
1876,8.706261667157378e-08,3.023007266733657e-08
1877,7.607323482261563e-08,4.329371083855449e-09
1878,8.575506171837333e-08,1.0266450800600069e-08
1879,1.276848990983126e-07,1.8938909107646396e-08
1880,1.1423766466123197e-07,5.134277003548959e-09
1881,8.715634436384789e-08,1.045876096839038e-08
1882,1.224590846504725e-07,3.9932310791357395e-09
1883,1.2828257922592456e-07,1.0110942305630033e-08
1884,1.1817037659511698e-07,5.281357573494461e-09
1885,1.0893124624544726e-07,9.023890079618013e-09
1886,1.1358096685398777e-07,1.1616235084943582e-08
1887,1.0772725289598384e-07,1.1099172247952538e-08
1888,1.033520220516948e-07,4.4384300679212174e-09
1889,1.165315453022231e-07,3.132568426877924e-09
1890,9.831579461661022e-08,7.865263995654459e-09
1891,1.2238501767569687e-07,5.099376032546843e-09
1892,9.026658176480851e-08,8.775916882086676e-09
1893,1.1208317829414227e-07,8.005941687372342e-09
1894,1.247704801699001e-07,1.2603078580752936e-09
1895,1.0652947679545832e-07,4.814891596538473e-09
1896,1.2265820714674192e-07,5.897029087265082e-09
1897,1.4566784045655368e-07,1.0488084178916779e-08
1898,1.0864041399827329e-07,5.092519295146758e-09
1899,1.260287945115124e-07,1.326618814800895e-08
1900,1.1939421540319017e-07,8.824790675987515e-09
1901,1.0674491335294078e-07,1.676621730339889e-09
1902,1.7627918680318544e-07,5.892340837476695e-09
1903,9.828401204003967e-08,4.320176216765503e-09
1904,1.41352643368009e-07,3.2247751136083025e-09
1905,1.3934050002717413e-07,1.2385822145688508e-08
1906,1.0905671388172777e-07,6.173021205313489e-09
1907,1.352567835510854e-07,4.6285588695127444e-09
1908,1.4783280732899584e-07,1.1296195090437777e-08
1909,1.1662085341868078e-07,9.901770070541716e-09
1910,1.3200052251249872e-07,7.481810726517324e-09
1911,8.725413636057056e-08,1.1172785363555704e-08
1912,1.0783502091271657e-07,9.376957876838787e-09
1913,1.1401427713053636e-07,1.0605979205990934e-08
1914,1.3594389258742012e-07,1.339348720819089e-08
1915,5.890380805340101e-08,1.1780761921542648e-09
1916,1.2635581470021862e-07,5.493730803607377e-09
1917,1.294038014520993e-07,2.1932848870420685e-09
1918,7.581008532042688e-08,8.040463406189247e-09
1919,1.915232417104562e-07,1.3811772170413406e-08
1920,1.3630017292598495e-07,1.1358347151713133e-08
1921,1.1889213169524737e-07,9.087297137000405e-09
1922,1.0329110011753073e-07,5.902348387820666e-09
1923,1.2208340649522142e-07,3.1847844361720945e-09
1924,1.405187077807568e-07,6.445812328337297e-09
1925,9.018506119673475e-08,1.3197813508725176e-08
1926,1.705359125026007e-07,2.452150482668003e-08
1927,1.4716977148054866e-07,5.574612327308159e-09
1928,1.6224979049184185e-07,5.713020723163709e-09
1929,1.3702700130124867e-07,5.570202965543558e-09
1930,1.2499288004619302e-07,7.352522590764465e-09
1931,1.3230213369297417e-07,2.2810713318222042e-09
1932,1.20554901172909e-07,1.3151444377967891e-08
1933,1.2617728373243153e-07,1.1470662197865522e-09
1934,1.3898633710596187e-07,4.7926320689839486e-09
1935,1.1968283786245593e-07,5.98414207075848e-09
1936,1.4185916086262296e-07,3.6374143697059935e-09
1937,1.1835651037017669e-07,3.777335333410292e-09
1938,1.7243735328520415e-07,5.186085783037697e-09
1939,9.635251529971356e-08,1.070583532936098e-08
1940,1.0650288118085882e-07,5.0715658339584024e-09
1941,1.4462362685208063e-07,1.4757512545315876e-08
1942,5.76500234217292e-08,0.0
1943,1.0451646659248581e-07,1.1612940831184915e-08
1944,1.317406344014671e-07,0.0
1945,1.1981772729541262e-07,0.0
1946,1.0997672461598995e-07,1.3921104269343232e-09
1947,9.536697120893223e-08,1.1920870957027319e-09
1948,8.697510622823756e-08,1.0871887834440486e-09
1949,1.1780409892026e-07,9.817008539414473e-09
1950,8.295582176742755e-08,4.2541445921528975e-09
1951,1.140769967378219e-07,8.529121409139861e-09
1952,1.1915628306269355e-07,1.0544804140977249e-08
1953,1.1312518921613446e-07,8.619061908632375e-09
1954,1.3095198880819225e-07,5.863521668203475e-09
1955,1.1168873470523977e-07,4.6928039232341234e-09
1956,9.15719837735196e-08,5.232684952005684e-09
1957,1.0336994193949067e-07,1.3252556385623393e-08
1958,1.1746585926175612e-07,8.272243334772611e-09
1959,8.913360005635695e-08,9.300897829689347e-09
1960,1.0865708333085422e-07,1.2457499920515147e-08
1961,1.0769647218467071e-07,7.64297514166401e-09
1962,1.572805246041753e-07,1.4586500007851555e-08
1963,8.858492606123036e-08,9.052474325699222e-09
1964,1.1133661814710649e-07,1.0951143103454797e-08
1965,1.2640420266052388e-07,7.1136563306595235e-09
1966,8.696347464365317e-08,1.163205709531212e-08
1967,1.0353704738008673e-07,1.232583901611406e-08
1968,1.0914140347040302e-07,1.7516521566562915e-08
1969,8.811009877263132e-08,9.991866889436096e-09
1970,1.1864710813824786e-07,6.438214850135182e-09
1971,9.968491099243693e-08,4.624557625731995e-09
1972,8.259536343757645e-08,2.205963234302999e-08
1973,8.821125874192148e-08,5.513203671370093e-09
1974,9.5072159922438e-08,9.563471792262135e-09
1975,9.70951603562753e-08,2.8557400888473694e-09
1976,1.159845979259444e-07,8.570290255249802e-09
1977,8.873940515741197e-08,1.057820764316375e-08
1978,8.673263351965943e-08,7.128709622605811e-09
1979,9.597236072522719e-08,7.607565244427406e-09
1980,1.0688083307286433e-07,8.527726080842513e-09
1981,1.0437156561238226e-07,6.958104314946922e-09
1982,1.1049353787484506e-07,6.2075020679230875e-09
1983,9.094055286595903e-08,4.4207211225000265e-09
1984,1.1424046419961087e-07,9.278413592994639e-09
1985,1.0767848834802862e-07,3.0077789148208467e-09
1986,9.711066439876959e-08,7.1933827783254856e-09
1987,1.002173988240429e-07,5.49973533381376e-09
1988,9.714417359418803e-08,1.139345240375178e-08
1989,1.0262788663339961e-07,8.780995486290522e-09
1990,9.044760673759811e-08,4.358920779878872e-09
1991,9.612802642777751e-08,5.8614650910726596e-09
1992,9.146507551349714e-08,1.65298330578878e-09
1993,1.1798511678762225e-07,9.416652346772025e-09
1994,1.0549852902386192e-07,7.912389854425328e-09
1995,1.0465330291253849e-07,5.964695848348356e-09
1996,9.982232285210557e-08,9.074756945892659e-09
1997,9.973380343808458e-08,5.274384040632185e-09
1998,9.536258716025259e-08,6.675381136744818e-09
1999,9.048998350635884e-08,7.769341614505265e-09
2000,1.0514914805526132e-07,7.068850393920911e-09
2001,1.1478774553097537e-07,7.448059946568719e-09
2002,1.1040678060680875e-07,1.0953053575235572e-08
2003,1.0167291719653804e-07,1.3334153337041244e-08
2004,1.1496505436525695e-07,6.607186797680242e-09
2005,1.0718923704189365e-07,4.954124666056714e-09
2006,1.0047651244349254e-07,1.1941880373456115e-08
2007,9.786474919337707e-08,8.787854888225866e-09
2008,1.0941619876803088e-07,7.663391698997657e-09
2009,1.0537705463775637e-07,9.059565542202108e-09
2010,1.162053067105262e-07,8.030448306328708e-09
2011,1.0210005285671286e-07,6.500752380844688e-09
2012,1.0893608504147778e-07,7.148930780687124e-09
2013,1.1295956170442878e-07,6.136075203500013e-09
2014,9.961048164086606e-08,6.496335469563519e-09
2015,1.2191163989427878e-07,5.54143841924315e-09
2016,1.1205949590475939e-07,7.042556315894899e-09
2017,1.2049778774780862e-07,7.043711836018929e-09
2018,1.2132893800753664e-07,4.64663996169179e-09
2019,1.285697805997188e-07,4.3366790158927415e-09
