year,quittant_VERB en_ADP
1909,3.850688656825696e-09
1910,2.137660271017694e-09
1911,7.980561322895596e-09
1912,5.2094213387476884e-09
1913,1.6969567306901467e-08
1914,1.2723813114234872e-08
1915,9.424609426211816e-09
1916,1.2086208478478966e-08
1917,1.2063066989753679e-08
1918,1.1486376294556067e-09
1919,9.207848705727883e-09
1920,1.665890891899835e-08
1921,6.058197943303867e-09
1922,7.377935484775833e-09
1923,4.246379248229459e-09
1924,7.734974438733389e-09
1925,8.798542339150117e-09
1926,6.687682962969177e-09
1927,1.3379069518926201e-08
1928,4.5704163786908225e-09
1929,8.912324878096456e-09
1930,5.2518016602221e-09
1931,1.4826963656844327e-08
1932,1.0959536389520963e-08
1933,1.8353059516584835e-08
1934,8.38710612072191e-09
1935,1.4361940969820353e-08
1936,7.274828739411987e-09
1937,1.2591118148108649e-08
1938,6.482607339819424e-09
1939,1.070583532936098e-08
1940,1.7750480196809804e-08
1941,5.9030051957620344e-09
1942,9.102635090130207e-09
1943,2.9032352077962287e-09
1944,3.2131861615880553e-09
1945,1.089252066321933e-08
1946,2.7842208538686464e-09
1947,1.7881306657585583e-08
1948,1.0871887834440486e-08
1949,1.5707213085747185e-08
1950,9.57182533234402e-09
1951,1.0661401761424827e-08
1952,2.0035126779838208e-08
1953,1.0773827163745864e-08
1954,6.840775057526116e-09
1955,1.595553378308523e-08
1956,1.3953826538681824e-08
1957,6.18452644651768e-09
1958,1.2408365002158916e-08
1959,1.2401196514133517e-08
1960,1.3149583755200922e-08
1961,6.25334317660986e-09
1962,1.0147129914095387e-08
1963,9.05247421467692e-09
1964,9.734349215584359e-09
1965,6.0192477668863376e-09
1966,9.970334224895794e-09
1967,1.5777073425482513e-08
1968,4.0422742653145605e-09
1969,1.544197653080559e-08
1970,1.6095537708205043e-08
1971,6.166076871316761e-09
1972,7.69522046084603e-09
1973,1.2129048654330177e-08
1974,1.1251143128276908e-08
1975,3.998036124386317e-09
1976,7.427584991503977e-09
1977,1.057820764316375e-08
1978,5.346532216954358e-09
1979,9.94835469558808e-09
1980,9.096241204709088e-09
1981,1.391620929602766e-08
1982,1.3035754586887549e-08
1983,1.1999100713033783e-08
1984,1.159801704675445e-08
1985,1.4437339324047116e-08
1986,1.0790073834421321e-08
1987,1.4054878594293996e-08
1988,8.395175221664886e-09
1989,1.0427432250992297e-08
1990,8.172976573295188e-09
1991,1.0550637696837839e-08
1992,1.157088269643225e-08
1993,1.0524493720964756e-08
1994,8.967375175750192e-09
1995,1.0844901865425527e-08
1996,1.1209993822092201e-08
1997,1.294621509995153e-08
1998,1.2397135762398648e-08
1999,1.0968482788697997e-08
2000,9.719669069596648e-09
2001,9.200544853760206e-09
2002,9.638687514801347e-09
2003,1.250076897552077e-08
2004,1.1011977996133737e-08
2005,1.6663873392275264e-08
2006,9.059357874985352e-09
2007,1.3980677782132744e-08
2008,8.940623436037853e-09
2009,1.0966842545201416e-08
2010,1.3226620909634335e-08
2011,7.265546830836911e-09
2012,1.4297861117285038e-08
2013,1.6455837581474952e-08
2014,8.878325546968213e-09
2015,8.644643945121544e-09
2016,1.3049442082468943e-08
2017,8.804639684001359e-09
2018,9.551426594089918e-09
2019,9.183556137770665e-09
