year,commençant_VERB en_ADP
1915,1.5197183245163615e-07
1916,1.801943767532066e-07
1917,1.250172424471785e-07
1918,1.0567466457445107e-07
1919,1.4364243527964504e-07
1920,1.1661237131477264e-07
1921,1.7190136092359865e-07
1922,1.460831272614982e-07
1923,1.4013051918837505e-07
1924,1.534103324374314e-07
1925,1.2647905123230885e-07
1926,1.3709749957513395e-07
1927,1.3713547097893297e-07
1928,1.4396811520711594e-07
1929,1.5039548717510343e-07
1930,1.1764036200734296e-07
1931,1.836262448762227e-07
1932,1.3151443534198393e-07
1933,2.087660564420446e-07
1934,1.6534580815630306e-07
1935,1.6635914956708575e-07
1936,1.4913398960203494e-07
1937,1.271702911864736e-07
1938,1.2316954212110431e-07
1939,1.330582408698433e-07
1940,1.0903866409783802e-07
1941,1.2691460726799164e-07
1942,1.6384744117026173e-07
1943,1.335488235554294e-07
1944,9.31823986860536e-08
1945,2.2002891153505288e-07
1946,1.5034793143797742e-07
1947,1.0847992615303781e-07
1948,9.675979839585125e-08
1949,1.0896879287791705e-07
1950,1.318784812465168e-07
1951,1.5672260489374423e-07
1952,1.3181004998585877e-07
1953,1.432919072286154e-07
1954,1.3779276253345074e-07
1955,3.810556856720382e-07
1956,1.1163061452990064e-07
1957,1.660987054563634e-07
1958,1.5634540329045876e-07
1959,1.1936151311786602e-07
1960,1.3703250534291556e-07
1961,1.5285950349941402e-07
1962,1.1225262497305266e-07
1963,1.441929926571106e-07
1964,1.6305035455133066e-07
1965,1.8167183402084675e-07
1966,2.1270046879351412e-07
1967,1.4396580194642183e-07
1968,1.5495384486641228e-07
1969,1.3625272954342904e-07
1970,1.4945856907644384e-07
1971,1.669979194929283e-07
1972,1.5749550641430687e-07
1973,1.7642252059246744e-07
1974,2.2896076234957263e-07
1975,1.9133458728504138e-07
1976,4.885065680859668e-07
1977,1.6925131385292502e-07
1978,1.829702194200422e-07
1979,3.0839899523016356e-07
1980,1.8817848523866587e-07
1981,1.8533860313141304e-07
1982,1.3035754697909852e-07
1983,1.8819641400824594e-07
1984,1.635320394655082e-07
1985,1.7685740516526494e-07
1986,2.6735406066791256e-07
1987,1.6621421927709434e-07
1988,1.7689833775591524e-07
1989,4.0996271977178367e-07
1990,1.9397197092985152e-07
1991,1.3188296854593773e-07
1992,1.5317644663781493e-07
1993,1.539899665559119e-07
1994,1.5402785713547473e-07
1995,1.393569863950006e-07
1996,1.1903945207336619e-07
1997,1.256262405213704e-07
1998,1.3255398734202117e-07
1999,1.5675789932778628e-07
2000,1.1442701453034942e-07
2001,1.279313788238312e-07
2002,9.813936152625047e-08
2003,1.0167291675244883e-07
2004,1.2201271504252986e-07
2005,1.3060874248793652e-07
2006,8.729926315176328e-08
2007,1.0665260186115688e-07
2008,1.0813896955674807e-07
2009,9.82247627678845e-08
2010,9.069682427309544e-08
2011,8.833374987027298e-08
2012,5.140421754923352e-08
2013,5.661923790922785e-08
2014,4.157654794056942e-08
2015,4.632642447433e-08
2016,5.46833776038369e-08
2017,5.811062031568781e-08
2018,4.362678862612768e-08
2019,5.612173081814831e-08
