year,tant_ADV eu_VERB,tant_ADV su_VERB
1846,1.0245377524142896e-07,9.952652035849496e-09
1847,6.094342808182773e-08,1.1865092020002521e-08
1848,5.229394162142853e-08,1.689496542667257e-08
1849,6.619738002200393e-08,0.0
1850,8.825694663983086e-08,2.0366988096043315e-09
1851,5.482023013314574e-08,0.0
1852,6.901178295493082e-08,6.510545436100301e-09
1853,6.449686651421871e-08,2.388772735173461e-09
1854,7.741540031247496e-08,1.558699391779328e-09
1855,7.323573214534917e-08,7.429711956774554e-09
1856,9.111852961041222e-08,1.0354378687793542e-08
1857,1.2301403273795586e-07,2.4407544874094356e-09
1858,8.514996352460003e-08,7.34051397444091e-09
1859,6.110607841947058e-08,3.5645213447565993e-09
1860,7.598125506547149e-08,1.8308735638683515e-09
1861,8.630213699234446e-08,5.187560159214399e-09
1862,5.963742211179124e-08,1.8523744316212287e-08
1863,5.6439215967429845e-08,1.9978483312144135e-09
1864,6.472883029573495e-08,6.233146443435089e-09
1865,6.777855787731824e-08,1.882737743486018e-09
1866,8.174230003987759e-08,5.352174259343201e-09
1867,5.046923945428716e-08,3.88224918879132e-09
1868,6.026646559575966e-08,9.87974813071446e-10
1869,5.567211758261692e-08,5.371870948067681e-09
1870,4.4152177025580386e-08,3.4404292748035914e-09
1871,5.2043770182308435e-08,1.0621177271019633e-09
1872,3.930770375859538e-08,3.0236697590169115e-09
1873,5.6268440573603584e-08,5.387403856360606e-09
1874,4.600449088343339e-08,7.169530746864439e-09
1875,4.63443683429432e-08,1.1443054281912168e-09
1876,4.836811839936672e-08,4.836811839936672e-09
1877,4.7004601100297805e-08,3.710889595609501e-09
1878,3.0799352401800206e-08,1.2078177347163432e-09
1879,6.659164597522249e-08,1.4662380642960215e-08
1880,5.455169471701993e-08,6.417846254436199e-10
1881,4.741305303923582e-08,6.972507571312292e-10
1882,4.9249848643739824e-08,3.3276925659464496e-09
1883,4.3603439081607576e-08,6.319338829996468e-09
1884,4.8192386969958534e-08,5.941527270181268e-09
1885,5.0920522909336796e-08,1.933690763067375e-09
1886,5.549978965291302e-08,4.5174246565693466e-09
1887,4.6355363991779086e-08,1.3057849246322917e-09
1888,5.389522428345117e-08,1.9021844099853524e-09
1889,4.322944491264025e-08,4.385595886446936e-09
1890,4.3258950199742685e-08,1.3108772956016423e-09
1891,4.52569608455633e-08,1.2748440081367107e-09
1892,5.2655504845233736e-08,2.5074049503359674e-09
1893,4.187723234849727e-08,1.847525021858587e-09
1894,5.608369946230596e-08,6.301539290376468e-10
1895,4.634333095054899e-08,6.018614495673091e-09
1896,4.776593343081004e-08,5.307326134129653e-09
1897,4.836172351474488e-08,3.4960281336537946e-09
1898,4.866185321361627e-08,5.6583548957434e-10
1899,4.753717419703207e-08,2.7637891975018647e-09
1900,3.114631752509922e-08,4.15284251431558e-09
1901,4.191554126009578e-08,3.353243460679778e-09
1902,3.780918689244572e-08,2.455141867585553e-09
1903,4.050165358648883e-08,5.400220270956879e-10
1904,2.6335662539622717e-08,3.2247751136083025e-09
1905,3.612531429553201e-08,1.0321518084666081e-09
1906,5.452835694086389e-08,2.0576738091193647e-09
1907,4.6285588695127444e-08,1.028568674676933e-09
1908,4.174680867663483e-08,1.4734167219643268e-09
1909,5.721022944271681e-08,2.7504918342913243e-09
1910,3.954671612405036e-08,5.344150677544235e-10
1911,3.8838731342139e-08,5.320374141248863e-10
1912,3.334029585744247e-08,1.5628263128064646e-09
1913,3.8711824856818566e-08,1.060597942803554e-09
1914,2.678697441638178e-08,2.678697486047099e-09
1915,4.7123048574349014e-08,0.0
1916,3.625862632361532e-08,3.2962386153911893e-09
1917,4.8252267959014716e-08,0.0
1918,5.743188324913717e-08,2.2972752589112133e-09
1919,2.8544329566670967e-08,2.762354567309444e-09
1920,3.180337415642498e-08,8.329454459499175e-09
1921,3.4077363153528495e-08,1.5145494858259667e-09
1922,3.39385017866789e-08,7.377935484775833e-10
1923,6.051090650771584e-08,2.1231896241147297e-09
1924,5.9301473953610184e-08,6.445812328337297e-09
1925,6.818870446068104e-08,6.598906754362588e-09
1926,4.904300965336006e-08,1.1146138456652466e-09
1927,5.351628118432927e-08,4.4596899506643695e-09
1928,4.6846768242403414e-08,1.1426041224282812e-09
1929,5.124586976990031e-08,3.342121912552898e-09
1930,3.571225093423891e-08,1.3654684494213143e-08
1931,3.079446386777818e-08,4.5621426636444085e-09
1932,4.822195975862087e-08,0.0
1933,3.326492148403304e-08,4.588264879146209e-09
1934,2.6359476379411717e-08,1.1981580172459871e-09
1935,3.590485420090772e-08,2.393656828303392e-09
1936,3.15242587589637e-08,1.2124714565686645e-09
1937,2.7700460591972842e-08,7.554670666820584e-09
1938,4.019216603978748e-08,2.5930428915188486e-09
1939,3.058810094103137e-08,3.058810094103137e-09
1940,3.550096039361961e-08,7.607348528892999e-09
1941,6.788455664263893e-08,2.9515025978810172e-09
1942,7.58552971547033e-08,1.8205270180260413e-08
1943,4.645176332473966e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,6.099811145077183e-08,0.0
1946,3.201854070766785e-08,2.7842208538686464e-09
1947,3.5762614203349585e-08,5.960435700558264e-09
1948,3.370285384107774e-08,2.174377566888097e-09
1949,2.1597418964347526e-08,5.890204768377316e-09
1950,3.403315673722318e-08,4.2541445921528975e-09
1951,3.5182626589858046e-08,2.1322803522849654e-09
1952,2.6362009464264702e-08,5.272402070488624e-09
1953,4.417269394707546e-08,1.0773827385790469e-09
1954,3.518113089739927e-08,1.9545072227344917e-09
1955,2.1586897602787758e-08,3.754243138587299e-09
1956,2.9651880950609666e-08,3.488456634670456e-09
1957,2.47381048978923e-08,8.835037701437898e-10
1958,2.4816730004317833e-08,3.3088973783179654e-09
1959,2.5577467255288866e-08,7.750747821333448e-10
1960,3.391208380776334e-08,2.076250060767393e-09
1961,3.543561177821175e-08,2.08444772553662e-09
1962,2.663621678777872e-08,6.976152100435229e-09
1963,2.133797494252576e-08,5.819448034571906e-09
1964,3.224503331011874e-08,3.041984220075733e-09
1965,3.0643441562006046e-08,3.830430195250756e-09
1966,3.323444985880997e-08,3.3234448526542337e-09
1967,3.3526280418527676e-08,2.9582012395223956e-09
1968,2.784677910483424e-08,4.491415683816058e-09
1969,3.088395317263348e-08,4.541757636644661e-09
1970,3.4030566808951335e-08,4.1388523719376735e-09
1971,3.0316545718278576e-08,4.624557625731995e-09
1972,3.283293992240033e-08,5.643161493651405e-09
1973,4.465695013777804e-08,2.7566018356850464e-09
1974,2.5877628928583363e-08,7.313243344242437e-09
1975,2.1703623787061588e-08,2.2845920710778955e-09
1976,2.856763359204706e-08,1.7140580066410394e-09
1977,1.9981058585472056e-08,2.938390863960194e-09
1978,2.1386128423728223e-08,2.3762365408686037e-09
1979,3.5697038214266286e-08,5.266775904289034e-09
1980,3.240536017301565e-08,2.2740602734216964e-09
1981,3.0362638625547334e-08,5.69299452024552e-09
1982,2.9175261317959666e-08,3.1037510339615437e-09
1983,2.2103606056589342e-08,1.2630632095778083e-09
1984,2.3775934110403796e-08,2.3196033982486597e-09
1985,3.549179083961462e-08,3.0077789148208467e-09
1986,1.7384007122700496e-08,4.196139880008332e-09
1987,2.4443266966045485e-08,3.6664902225425067e-09
1988,2.5185526553173077e-08,4.797243047249822e-09
1989,2.798942233539492e-08,0.0
1990,2.45189291092629e-08,1.089730194969718e-09
1991,2.4032006606944378e-08,1.1722930404189924e-09
1992,2.5345743281945943e-08,2.2039776670368383e-09
1993,2.2710750613441633e-08,3.877445031719162e-09
1994,2.8484603120659813e-08,1.0549853213248639e-09
1995,2.0063067651676647e-08,1.626735190995987e-09
1996,1.7081895009596337e-08,4.270473752399084e-09
1997,1.8220598363427598e-08,4.79489448146353e-10
1998,2.43174582692518e-08,1.9072516899143466e-09
1999,2.6050146928469076e-08,4.570201161957499e-10
2000,2.385736941334926e-08,2.2090156370779823e-09
2001,3.5487815353008045e-08,8.762423564512289e-10
2002,2.541108479192644e-08,2.1906108038649563e-09
2003,2.541822929913451e-08,4.583615265119079e-09
2004,2.114299846311951e-08,1.7619165015858584e-09
2005,2.2068373795036678e-08,4.954124666056714e-09
2006,3.211954080484247e-08,1.6471559671771274e-09
2007,2.5165221018141892e-08,2.3966877371606188e-09
2008,2.8950589481269162e-08,4.6831836186811415e-09
2009,3.147006921722095e-08,2.860915504498962e-09
2010,2.220182793166714e-08,1.4171379625338432e-09
2011,2.4855816960211996e-08,3.4415748029203996e-09
2012,3.3702100665777834e-08,4.765953853791416e-09
2013,2.7612337305527035e-08,3.0680376017500066e-09
2014,3.594638897652658e-08,3.681256854903836e-09
2015,3.3913604369217865e-08,2.659890530054554e-09
2016,3.728412067971476e-08,4.142679976837371e-09
2017,2.440143020976393e-08,2.7671724911471074e-09
2018,2.5556520455438658e-08,3.872199894061623e-09
2019,3.7244422657067844e-08,2.5509878653906526e-09
