year,ait_VERB eu_VERB,ait_VERB su_VERB
1927,7.366292720689671e-06,3.8130349366838345e-07
1928,7.257821380335372e-06,3.8505757515849837e-07
1929,7.368264959950466e-06,3.7877381942053034e-07
1930,7.469112460967153e-06,3.4556856576273276e-07
1931,7.056494268908864e-06,3.501444609810278e-07
1932,6.9878005888313055e-06,3.693363908041647e-07
1933,6.967280114622554e-06,3.6820824789174367e-07
1934,7.19254239811562e-06,2.8516160455183126e-07
1935,6.73575050313957e-06,3.099785601534677e-07
1936,6.730429049639497e-06,2.897806723467511e-07
1937,6.688401754217921e-06,2.8581837341334904e-07
1938,6.787289748899639e-06,3.928460046154214e-07
1939,6.773735094611766e-06,3.043516016987269e-07
1940,6.998760909482371e-06,2.9922239264124073e-07
1941,6.378197213052772e-06,3.010532623193285e-07
1942,6.632787062699208e-06,2.5790799895730743e-07
1943,6.900990229041781e-06,3.8322704654092377e-07
1944,6.879431566630956e-06,4.2735376837299555e-07
1945,7.267489309015218e-06,3.3113261110884196e-07
1946,6.7294618020241614e-06,4.134568030167429e-07
1947,7.443391950801015e-06,4.136542202104465e-07
1948,6.802540156058967e-06,3.8921359646337805e-07
1949,6.535182365041692e-06,3.750097050669865e-07
1950,6.725802450091578e-06,4.0095312670018757e-07
1951,6.873405709484359e-06,3.48627850144112e-07
1952,6.607373961742269e-06,3.6168677297609975e-07
1953,6.921106887602946e-06,3.8247085853981844e-07
1954,6.805594239267521e-06,3.3910700381056813e-07
1955,6.97632231094758e-06,3.566530892840092e-07
1956,6.676906195934862e-06,3.226822400392848e-07
1957,6.520258011732949e-06,3.2247888270831027e-07
1958,6.1859836932853796e-06,3.581881458103453e-07
1959,6.446296993090073e-06,3.5575931178755127e-07
1960,6.403847237379523e-06,3.1212957196657953e-07
1961,6.653557193203596e-06,3.814539297763986e-07
1962,6.317856787063647e-06,3.2280559025821276e-07
1963,6.058045073586982e-06,3.4852027397391794e-07
1964,6.785449841117952e-06,3.2914269354478165e-07
1965,6.658382517343853e-06,3.239449597458588e-07
1966,6.1356331571005285e-06,2.808311023727583e-07
1967,6.8625340645667166e-06,3.224439524274203e-07
1968,6.290227702265838e-06,4.033291531868599e-07
1969,6.359823601087555e-06,3.006643680691923e-07
1970,6.257025233935565e-06,2.8879992441943614e-07
1971,5.9230305851087905e-06,3.016239418229816e-07
1972,5.800144208478741e-06,3.021656596047251e-07
1973,5.803198291687295e-06,2.6353114890298457e-07
1974,5.76677348362864e-06,2.6833976107809576e-07
1975,5.730328211939195e-06,2.7186646889276744e-07
1976,5.745522685174365e-06,2.559660003953468e-07
1977,5.535928266908741e-06,2.3624663469945517e-07
1978,5.679205514752539e-06,2.8277213459659833e-07
1979,5.5892196542117745e-06,2.6860558932639833e-07
1980,5.461155524244532e-06,2.7516128398019646e-07
1981,5.471600161399692e-06,2.4290110900437867e-07
1982,5.613444500340847e-06,2.824413627422473e-07
1983,5.172875262360321e-06,2.5829643846009276e-07
1984,5.404675903264433e-06,2.887906305204524e-07
1985,5.015772330807522e-06,2.3641143798158737e-07
1986,5.4621750678052194e-06,2.9912482091276615e-07
1987,5.293800768413348e-06,2.615429650631995e-07
1988,5.27336942468537e-06,2.4645837015668803e-07
1989,5.2987820708949585e-06,2.0415814105945174e-07
1990,5.081411927676527e-06,2.544520043556986e-07
1991,5.071925897937035e-06,2.6611053272063145e-07
1992,5.323156983649824e-06,2.3031566342979204e-07
1993,5.047325885243481e-06,2.2267613530857489e-07
1994,5.008015250496101e-06,2.6743879288915196e-07
1995,4.92846538691083e-06,2.2394722520857613e-07
1996,5.07545792061137e-06,2.2847034131245891e-07
1997,4.713860562333139e-06,2.301549386629631e-07
1998,4.813903160538757e-06,2.5032679218384146e-07
1999,4.832073500438128e-06,2.093152176030344e-07
2000,4.490487299335655e-06,2.1118189863500447e-07
2001,4.602462922775885e-06,2.0679320300587278e-07
2002,4.4171474655740894e-06,2.1205111977451452e-07
2003,4.618617367668776e-06,1.89178294363046e-07
2004,4.397743396111764e-06,2.0394183763983165e-07
2005,4.226768851367524e-06,1.8825673464561987e-07
2006,4.360845196060836e-06,2.0012944901282026e-07
2007,4.67394056613557e-06,2.204952664897064e-07
2008,4.595054633682594e-06,2.1883239753606176e-07
2009,4.57317355539999e-06,1.7403903029844514e-07
2010,4.647267360269325e-06,2.0217834162394865e-07
2011,4.265640654921299e-06,1.889042096081539e-07
2012,4.672677277994808e-06,1.991487863506336e-07
2013,5.087642875878373e-06,2.2034087976408046e-07
2014,5.6167318689404055e-06,3.3131311738543445e-07
2015,5.282764050207334e-06,2.626641730785195e-07
2016,5.3562780522042885e-06,2.572604387296451e-07
2017,4.757272563438164e-06,2.2313471959023445e-07
2018,4.824245024792617e-06,2.287179512450166e-07
2019,5.032078661315609e-06,2.602007498353487e-07
