year,avait_VERB eu_VERB,avait_VERB su_VERB
1889,2.4682758521521464e-05,3.078688223467907e-06
1890,2.495844819350168e-05,3.067452780669555e-06
1891,2.3974078430910595e-05,2.9882344279030804e-06
1892,2.399774530204013e-05,2.7619064439932117e-06
1893,2.501179369573947e-05,3.037330998267862e-06
1894,2.503160430933349e-05,3.0871240142005263e-06
1895,2.4995908461278304e-05,3.151346618324169e-06
1896,2.4695578758837655e-05,3.262826112404582e-06
1897,2.355973447265569e-05,2.7152484562975587e-06
1898,2.411986861261539e-05,2.924803538917331e-06
1899,2.3905671696411446e-05,3.038509930775035e-06
1900,2.3063848857418634e-05,2.7626783776213415e-06
1901,2.3524678908870555e-05,2.74798298960377e-06
1902,1.994851845665835e-05,2.4703638246137416e-06
1903,2.2519458070746623e-05,2.837815827660961e-06
1904,2.202628820668906e-05,2.7593325739871943e-06
1905,2.1992058464093134e-05,2.8198387553857174e-06
1906,2.25958301598439e-05,2.8030660814692965e-06
1907,2.129600034095347e-05,2.7200499062018935e-06
1908,2.1656769604305737e-05,2.839765102180536e-06
1909,2.2620593881583773e-05,2.742790456977673e-06
1910,2.1715955881518312e-05,2.5459532935201423e-06
1911,2.1562413166975603e-05,2.760742063401267e-06
1912,2.121276338584721e-05,2.596375452412758e-06
1913,2.048173701041378e-05,2.7734636205423158e-06
1914,2.03741728910245e-05,2.8655365440499736e-06
1915,1.9924802472814918e-05,3.09362803818658e-06
1916,1.993784826481715e-05,3.2259188174066367e-06
1917,1.9636479919427074e-05,2.910489001806127e-06
1918,1.934190913743805e-05,3.219631253159605e-06
1919,1.9195602362742648e-05,3.0597680051869247e-06
1920,1.937885463121347e-05,2.9410548449959606e-06
1921,2.015032441704534e-05,2.9404977794911247e-06
1922,2.018529448832851e-05,2.8139445475972025e-06
1923,2.0776471501449123e-05,2.730421783780912e-06
1924,2.0631756342481822e-05,2.819398332576384e-06
1925,2.0511601178441197e-05,2.9420125429169275e-06
1926,2.0429757569218054e-05,2.8723598006763496e-06
1927,2.4165945433196612e-05,2.925556600530399e-06
1928,2.065371154458262e-05,2.658839775904198e-06
1929,2.2210628230823204e-05,2.835233317455277e-06
1930,2.101876089000143e-05,2.9651673685293645e-06
1931,1.942218113981653e-05,2.8387933070916915e-06
1932,2.0293773559387773e-05,2.7102933017886244e-06
1933,2.0468249203986488e-05,2.731164613578585e-06
1934,1.9508408513502218e-05,2.7533671982382657e-06
1935,1.903076918097213e-05,2.627038384162006e-06
1936,1.8475640899850987e-05,2.52436552727886e-06
1937,1.9093171431450173e-05,2.7549367587198503e-06
1938,1.8222608559881337e-05,2.6500897547521163e-06
1939,1.7468864825787023e-05,2.552576916059479e-06
1940,1.6457230231026188e-05,2.743717004705104e-06
1941,1.832587986427825e-05,2.5117287805187516e-06
1942,1.785330277925823e-05,2.7459616376290796e-06
1943,1.9782644812949002e-05,3.097751914538094e-06
1944,1.941407026606612e-05,3.2099728741741274e-06
1945,2.2148849893710576e-05,3.0106925805739593e-06
1946,2.0050565581186675e-05,2.8106710487918463e-06
1947,2.0133158614044078e-05,2.7167664029548177e-06
1948,1.877248905657325e-05,2.695140892683412e-06
1949,1.657110988162458e-05,2.392404894635547e-06
1950,1.7519631001050584e-05,2.519517238397384e-06
1951,1.8837630705093034e-05,2.4713128823350416e-06
1952,1.7800683053792454e-05,2.286113385707722e-06
1953,1.742451058817096e-05,2.526462594687473e-06
1954,1.8830700355465524e-05,2.560404482210288e-06
1955,1.706021976133343e-05,2.5162814836221514e-06
1956,1.691901525191497e-05,2.327672746105236e-06
1957,1.7681561075733043e-05,2.3722075184196e-06
1958,1.7187239791383035e-05,2.355934839215479e-06
1959,1.7050095266313292e-05,2.343051164643839e-06
1960,1.6639067325741053e-05,2.380074647589936e-06
1961,1.6955593309830874e-05,2.4290764031320577e-06
1962,1.7227925127372146e-05,2.3788677481206832e-06
1963,1.7407261111657135e-05,2.2747574348613853e-06
1964,1.7325317458016798e-05,2.1312141598173184e-06
1965,1.6064277588156983e-05,2.1587211449514143e-06
1966,1.793164665286895e-05,2.1774103515781462e-06
1967,1.717482336971443e-05,2.172798986066482e-06
1968,1.8051448932965286e-05,2.524624960642541e-06
1969,1.6517464246135205e-05,2.086937683998258e-06
1970,1.5500461813644506e-05,2.0390746158227557e-06
1971,1.4559649571310729e-05,1.9936983335355762e-06
1972,1.403197802574141e-05,1.9766455352510093e-06
1973,1.4892817489453591e-05,1.98365069081774e-06
1974,1.3709518498217221e-05,1.7461774177718326e-06
1975,1.3733825653616805e-05,1.8339562757319072e-06
1976,1.3873014722776134e-05,1.9054612039326457e-06
1977,1.3232162018539384e-05,1.9328736016177572e-06
1978,1.4269894563767593e-05,1.9823753518721787e-06
1979,1.4595992070098873e-05,1.9586555026762653e-06
1980,1.3802408830088098e-05,1.8817848967955797e-06
1981,1.3654963368026074e-05,2.0172176391497487e-06
1982,1.415310543961823e-05,2.02985324904148e-06
1983,1.3958111594547518e-05,2.0051129467901774e-06
1984,1.3392809705692343e-05,2.0661866528826067e-06
1985,1.3799690350424498e-05,2.014008941841894e-06
1986,1.4522839592245873e-05,2.1394318991951877e-06
1987,1.3368634427024517e-05,2.072177949230536e-06
1988,1.4025938980921637e-05,2.034031012954074e-06
1989,1.4312473467725795e-05,2.0086527001694776e-06
1990,1.3683742508874275e-05,2.140774995496031e-06
1991,1.356049961032113e-05,2.118919610438752e-06
1992,1.3857509657100309e-05,2.1075536551506957e-06
1993,1.4095620826992672e-05,2.1309331259544706e-06
1994,1.3236900485935621e-05,1.951195372384973e-06
1995,1.376163800159702e-05,2.0155250695097493e-06
1996,1.2775655704899691e-05,2.019934072450269e-06
1997,1.306752619711915e-05,2.0335146473371424e-06
1998,1.3680239135283045e-05,2.0617389964172617e-06
1999,1.3005878827243578e-05,2.019571866185288e-06
2000,1.2805664482584689e-05,1.979278067665291e-06
2001,1.2753269402310252e-05,2.008347564697033e-06
2002,1.3196677173255011e-05,1.968044671230018e-06
2003,1.424170932295965e-05,2.0701272660517134e-06
2004,1.3923985534347594e-05,2.1178236693231156e-06
2005,1.3809847587253898e-05,2.0928923731844407e-06
2006,1.4437733625527471e-05,2.2067772533773677e-06
2007,1.759168844728265e-05,2.6315631203033263e-06
2008,1.853902176662814e-05,2.7860685349878622e-06
2009,2.097432479786221e-05,3.094080057053361e-06
2010,2.5815055778366514e-05,3.7322688513086177e-06
2011,2.6378140319138765e-05,3.700075239976286e-06
2012,3.250414374633692e-05,4.069443548360141e-06
2013,3.497004945529625e-05,4.528144472715212e-06
2014,4.000616536359303e-05,5.145530849404167e-06
2015,3.739916792255826e-05,4.768075541505823e-06
2016,3.8078065699664876e-05,5.012435849494068e-06
2017,3.402615766390227e-05,4.475524292502087e-06
2018,3.747799200937152e-05,4.816500677407021e-06
2019,3.65041232726071e-05,4.481830274016829e-06
