year,pourraient_VERB avoir_VERB,pourraient_VERB savoir_VERB
1846,1.9167637219652534e-06,2.2247105491146613e-08
1847,2.009515128520434e-06,4.314578916364553e-09
1848,2.2365716176864225e-06,6.43617736884039e-09
1849,2.1518337689485634e-06,1.256912263158938e-08
1850,1.7081114265238284e-06,8.146795238417326e-09
1851,1.4949798696761718e-06,5.8044946626978344e-09
1852,1.6243810705418582e-06,5.859490670445666e-09
1853,1.464317733734788e-06,6.569124799682413e-09
1854,1.5124579704206553e-06,1.558699302961486e-08
1855,1.4307502169685904e-06,1.1144567935161831e-08
1856,1.4718749525854946e-06,1.5531567143511893e-08
1857,1.3453438896249281e-06,3.905207268672939e-09
1858,1.5008904483693186e-06,8.31924928945682e-09
1859,1.5994515933925868e-06,1.629495471888731e-08
1860,1.6606023791609914e-06,2.1512764902809067e-08
1861,1.5944673350531957e-06,1.3204698667834691e-08
1862,1.6337038459823816e-06,8.132375661773494e-09
1863,1.5353464277723106e-06,5.494082966350788e-09
1864,1.5376692772406386e-06,4.794727948009836e-10
1865,1.382870891575294e-06,4.706844247692743e-09
1866,1.4124874496701523e-06,2.919367858567057e-09
1867,1.3461699381878134e-06,1.455843445796745e-09
1868,1.4775163208469166e-06,6.421836395986702e-09
1869,1.446498345103464e-06,7.813630631403612e-09
1870,1.3618365528600407e-06,1.7202146374017957e-09
1871,1.527325252936862e-06,1.274541272522356e-08
1872,1.4979259503888898e-06,1.3304146229131675e-08
1873,1.2810049838662962e-06,5.9860045809045914e-09
1874,1.4518300304189324e-06,3.5847653734322193e-09
1875,1.4790147133680875e-06,8.58229043387837e-09
1876,1.379700620418589e-06,3.02300739996042e-09
1877,1.248714397661388e-06,6.184816214727107e-09
1878,1.3986528983878088e-06,6.6429977074733415e-09
1879,1.3306110986377462e-06,3.0546627449723474e-09
1880,1.593551246514835e-06,1.4761046607247863e-08
1881,1.5074560906214174e-06,7.669758161910067e-09
1882,1.2944724403496366e-06,3.9932310791357395e-09
1883,1.2461736105251475e-06,0.0
1884,1.344765678368276e-06,1.9805090900604227e-09
1885,1.3013737998335273e-06,1.2891271383708158e-09
1886,1.3636168887387612e-06,0.0
1887,1.4076362049308955e-06,2.6115698492645834e-09
1888,1.386058329444495e-06,7.60873763994141e-09
1889,1.1703275504260091e-06,4.385595886446936e-09
1890,1.2597530485436437e-06,1.2453334363726754e-08
1891,1.3207384199631633e-06,5.099376032546843e-09
1892,1.3928633961768355e-06,6.268512375839919e-10
1893,1.2581645023601595e-06,8.005941687372342e-09
1894,1.3044186744082253e-06,1.071261657159539e-08
1895,1.3277063999339589e-06,1.2037228991346183e-09
1896,1.385801851938595e-06,7.076434549446731e-09
1897,1.3512149052985478e-06,0.0
1898,1.4445780607275083e-06,6.7900258748920805e-09
1899,1.4819437410551473e-06,2.2110313580014918e-09
1900,1.279075490856485e-06,9.34389543516545e-09
1901,1.3636522453452926e-06,5.029864968975062e-09
1902,1.3174291098039248e-06,7.856454153909453e-09
1903,1.345194846180675e-06,1.4580594509538969e-08
1904,1.238851154994336e-06,1.289910045443321e-08
1905,1.3185739362597815e-06,6.708986699521802e-09
1906,1.2953056511832983e-06,2.572092316910357e-09
1907,1.4009104916112847e-06,7.71426478252124e-09
1908,1.3732243360209395e-06,6.384805573134145e-09
1909,1.2047154314132058e-06,7.151278680339601e-09
1910,1.3306935215950944e-06,8.01622590529405e-09
1911,1.3689323168364353e-06,4.25629931299909e-09
1912,1.3534075833376846e-06,1.0418842677495377e-08
1913,1.2663539337154361e-06,4.772690687104841e-09
1914,1.218137640535133e-06,6.027069510139427e-09
1915,1.482019797549583e-06,3.534228465440492e-09
1916,1.2580644579429645e-06,7.69122365795738e-09
1917,1.2424958413248532e-06,6.57985488317081e-09
1918,1.2910686564282514e-06,2.2972752589112133e-09
1919,1.1031002031813841e-06,4.603924352863942e-09
1920,1.3062099242233671e-06,2.2716695191604686e-09
1921,1.087446548808657e-06,6.815472630705699e-09
1922,1.289663146053499e-06,6.640141769764796e-09
1923,1.1305984344289755e-06,2.1231896241147297e-09
1924,1.0983663969454938e-06,9.02413699321869e-09
1925,1.231795977219008e-06,2.1996355847875293e-09
1926,1.0822900549101178e-06,2.229227691330493e-09
1927,1.0959688552247826e-06,4.4596899506643695e-09
1928,1.131178123614518e-06,5.713020723163709e-09
1929,1.2176463997093379e-06,5.570202965543558e-09
1930,1.1795547152360086e-06,0.0
1931,1.195281356558553e-06,7.983749661377715e-09
1932,1.3874773685529362e-06,4.383814644626227e-09
1933,1.1195365914318245e-06,3.4411986593596566e-09
1934,1.0735495834524045e-06,1.677421224144382e-08
1935,1.123821903092903e-06,1.3165112555668657e-08
1936,1.1615476296356064e-06,1.2124714565686645e-09
1937,1.1860832955790102e-06,6.295559185076627e-09
1938,1.242067583007156e-06,2.5930428915188486e-09
1939,1.0889364148169989e-06,6.117620188206274e-09
1940,1.0574215139058651e-06,7.607348528892999e-09
1941,1.156989014816645e-06,0.0
1942,1.0073582643599366e-06,6.068423541449874e-09
1943,9.464546906201576e-07,2.9032352077962287e-09
1944,9.671690577306435e-07,0.0
1945,1.1001445727742976e-06,0.0
1946,1.1192568081241916e-06,2.7842208538686464e-09
1947,1.0394999208074296e-06,1.1920870957027319e-09
1948,1.1219788120797602e-06,2.174377566888097e-09
1949,1.092633056032355e-06,3.9268033269479474e-09
1950,1.1071410881413613e-06,9.571825110299415e-09
1951,1.0053702226286987e-06,5.330700769690111e-09
1952,1.0344452903154888e-06,2.1089607837865287e-09
1953,1.1053947446271195e-06,1.0773827163745864e-08
1954,1.052502170750813e-06,7.818028890937967e-09
1955,1.104686020880763e-06,1.8771215692936494e-09
1956,1.090142745852063e-06,1.0465369904011368e-08
1957,1.1397198704798939e-06,3.534015080575159e-09
1958,1.099381165658997e-06,2.4816730892496253e-09
1959,1.1316092241031583e-06,3.8753737996444215e-09
1960,1.112869995267829e-06,1.3841666701708277e-09
1961,1.0727958397183102e-06,1.3896318540318475e-09
1962,1.0806693353515584e-06,5.7077609305622445e-09
1963,1.1916936273337342e-06,7.1126584622049904e-09
1964,1.1614295090112137e-06,1.3384730657151067e-08
1965,1.1551483112270944e-06,7.1136563306595235e-09
1966,1.101721977647685e-06,1.1078149508847446e-09
1967,1.0969996537824045e-06,4.930335695263466e-09
1968,1.1848354688481777e-06,5.3896989093971115e-09
1969,1.652745709179726e-06,9.537691525451919e-09
1970,1.4062901527722715e-06,5.518470125309705e-09
1971,1.1700130926328711e-06,2.0553589941130213e-09
1972,1.23380027616804e-06,1.0773308467548759e-08
1973,1.1847874930026592e-06,4.410563025913916e-09
1974,1.2921938150611822e-06,6.750686232237513e-09
1975,1.24510268051381e-06,1.7134440533084216e-09
1976,1.2552618500194512e-06,4.570821499072508e-09
1977,1.1735933185264003e-06,4.11374712072643e-09
1978,1.1821776979559218e-06,4.158414057542359e-09
1979,1.2084325362593518e-06,5.851973128301324e-09
1980,1.293371724386816e-06,4.548120546843393e-09
1981,1.1556778645172017e-06,6.325549417596221e-09
1982,1.2439834335964406e-06,2.483000915987077e-09
1983,1.2308551049500238e-06,7.57837881337764e-09
1984,1.29317891151004e-06,5.799008384599347e-09
1985,1.4250856565922732e-06,5.414002135495366e-09
1986,1.2996044915780658e-06,9.591176741707841e-09
1987,1.3914329883846221e-06,6.110816741511371e-09
1988,1.3264376548249857e-06,8.395175221664886e-09
1989,1.5015501730886172e-06,4.939309850016116e-09
1990,1.3474514162226114e-06,3.814055737905164e-09
1991,1.4407481785383425e-06,3.5168792322792797e-09
1992,1.3736290611632285e-06,2.7549720282848966e-09
1993,1.4224684719010838e-06,5.539207315052863e-09
1994,1.5191789088930818e-06,1.002236071911966e-08
1995,1.3740490203417721e-06,3.253470381991974e-09
1996,1.481320623497595e-06,1.067618438099771e-09
1997,1.4667582490801578e-06,2.3974471297094624e-09
1998,1.5129273833736079e-06,7.152193948201102e-09
1999,1.5703211602158262e-06,3.656160929565999e-09
2000,1.616115923752659e-06,6.185244316725402e-09
2001,1.8326609279029071e-06,6.133696661692056e-09
2002,1.82915994173527e-06,4.81934359086722e-09
2003,1.8396964378553093e-06,6.250384210204629e-09
2004,1.44653347433632e-06,2.642874807889939e-09
2005,1.5722589523647912e-06,4.954124666056714e-09
2006,1.4416732483368833e-06,4.117890028965121e-09
2007,1.4200375062500825e-06,7.988958827809256e-09
2008,1.3777074627796537e-06,4.6831836186811415e-09
2009,1.419490899934317e-06,5.245011536203492e-09
2010,1.2650317557927337e-06,7.558068837454357e-09
2011,1.202639168695896e-06,7.647943611743813e-09
2012,1.1002545079463744e-06,1.191488419038933e-08
2013,1.0891533293033717e-06,1.059867482666732e-08
2014,9.480319249632885e-07,1.645738301192523e-08
2015,9.797263373911846e-07,1.0196246513771712e-08
2016,9.973501846616273e-07,1.2220906064897008e-08
2017,1.013539758787374e-06,1.4087423672037858e-08
2018,1.0207119203187176e-06,1.8070267060465994e-08
2019,9.93864773590758e-07,1.020395146156261e-08
