year,fallut_VERB aider_VERB,fallut_VERB céder_VERB
1851,9.029214709244116e-09,2.5410787429791526e-07
1852,1.1718981340891332e-08,2.246138137707021e-07
1853,8.360704129017904e-09,3.18901157925211e-07
1854,3.63696517347023e-09,3.3875733151944587e-07
1855,2.1227748447927297e-09,3.2584594578111137e-07
1856,0.0,3.064895963689196e-07
1857,1.4644527812635033e-09,2.8068677693227073e-07
1858,9.787352039936081e-10,3.0438664566645457e-07
1859,1.5276520048956854e-09,3.3862951909213734e-07
1860,5.492620580582752e-09,3.3001495580720075e-07
1861,4.2443675241088386e-09,2.405141401595756e-07
1862,2.710791813242963e-09,2.7198277052775666e-07
1863,2.9967726078439227e-09,2.2975255831170216e-07
1864,9.589455896019672e-10,1.903507040879049e-07
1865,0.0,1.9768746994941466e-07
1866,5.352174259343201e-09,2.3646879299121792e-07
1867,4.85281148598915e-10,2.07700338705763e-07
1868,1.975949626142892e-09,2.504516203316598e-07
1869,4.395167341186834e-09,1.8996890105427156e-07
1870,1.7202146374017957e-09,1.9839808373944834e-07
1871,5.3105884134652115e-09,1.933054250002897e-07
1872,3.628403577593531e-09,2.031905950161672e-07
1873,1.1972008939764578e-09,2.232779650057637e-07
1874,1.1949218281515073e-09,1.8700526993598032e-07
1875,2.8607636259891933e-09,2.0883574336494348e-07
1876,3.627608879952504e-09,1.4812735571467783e-07
1877,2.4739263970730008e-09,1.459616640886452e-07
1878,8.4547240319921e-09,1.624514851528147e-07
1879,3.0546627449723474e-09,2.3581995378663123e-07
1880,2.5671385017744797e-09,2.1371428715610818e-07
1881,6.2752567586699115e-09,1.5618417137375218e-07
1882,6.655385131892899e-10,1.583981656949618e-07
1883,8.21514056781325e-09,1.5798347874351748e-07
1884,6.601696966868076e-10,1.617415819055168e-07
1885,1.2891271383708158e-09,1.3278010158046527e-07
1886,0.0,1.5101105077519605e-07
1887,1.9586774424595887e-09,1.351487384226857e-07
1888,6.340614699951175e-10,1.5914942252948094e-07
1889,6.265136742733546e-10,1.3470044279983995e-07
1890,1.3108772956016423e-09,1.2453334363726754e-07
1891,3.824531802365527e-09,1.2875923971478187e-07
1892,2.5074049503359674e-09,1.429220759519012e-07
1893,0.0,1.0838812869451431e-07
1894,6.301539290376468e-10,1.5501787231642083e-07
1895,6.018614495673091e-10,1.1194622828725187e-07
1896,0.0,9.730097616511557e-08
1897,5.826713556089658e-10,8.740070001067579e-08
1898,5.6583548957434e-10,8.883617397259513e-08
1899,0.0,1.0226020208392583e-07
1900,0.0,9.759180130686218e-08
1901,1.676621730339889e-09,1.089804086973345e-07
1902,1.4730852093691738e-09,8.789407957010553e-08
1903,4.320176216765503e-09,9.558389990615979e-08
1904,4.299700151477737e-09,6.342057901065346e-08
1905,0.0,1.0734378719234883e-07
1906,7.716276506641861e-09,7.561951065326866e-08
1907,5.142843484406967e-09,6.634267890603951e-08
1908,9.822778146428846e-10,7.317969874520713e-08
1909,5.500983557560346e-10,8.251475236420447e-08
1910,2.137660271017694e-09,9.940120548890263e-08
1911,0.0,8.193376288545551e-08
1912,2.0837684910901544e-09,8.074602675378628e-08
1913,5.30298971401777e-10,8.325693556798797e-08
1914,0.0,7.165515825136026e-08
1915,0.0,4.947920118070215e-08
1916,0.0,1.0438088793307543e-07
1917,0.0,9.540789136508465e-08
1918,5.743188147278033e-09,6.432370724951397e-08
1919,0.0,8.747456092805805e-08
1920,6.057785384427916e-09,6.890731185649202e-08
1921,2.2718242842501013e-09,5.5281056177136634e-08
1922,7.377935484775833e-10,8.337067214370109e-08
1923,0.0,5.8387715995422695e-08
1924,0.0,5.9301473953610184e-08
1925,1.0998177923937646e-09,6.818870446068104e-08
1926,3.343841648018042e-09,5.3501466368288675e-08
1927,1.0034302277972529e-08,4.5711821883287485e-08
1928,2.2852082448565625e-09,6.284322751071159e-08
1929,1.1140406375176326e-09,5.681607362362229e-08
1930,0.0,4.096405348263943e-08
1931,3.4216069977333063e-09,7.641588695150858e-08
1932,4.383814644626227e-09,5.698959171240858e-08
1933,0.0,4.473558234963093e-08
1934,1.1981580172459871e-09,3.2350264689284813e-08
1935,1.196828414151696e-09,4.4282650435434334e-08
1936,0.0,4.122403041151301e-08
1937,1.2591118148108649e-09,6.1696475484041e-08
1938,0.0,3.5006078036303734e-08
1939,0.0,6.576441791139587e-08
1940,0.0,2.028626333583361e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,6.675266206457309e-08
1943,0.0,2.6129116648121453e-08
1944,3.2131861615880553e-09,7.069009200222354e-08
1945,2.178504043826024e-09,4.1391576388605245e-08
1946,0.0,4.733175273941015e-08
1947,0.0,4.2915136333476767e-08
1948,3.2615663503321457e-09,5.979538286737807e-08
1949,3.9268033269479474e-09,3.435953033203987e-08
1950,0.0,3.084254984742074e-08
1951,3.1984206394497505e-09,4.157946520422229e-08
1952,2.1089607837865287e-09,2.2144087452602434e-08
1953,4.3095309543161875e-09,3.44762476345295e-08
1954,1.9545072227344917e-09,3.224936762080688e-08
1955,9.385607846468247e-10,3.472674947602172e-08
1956,1.744228317335228e-09,1.657016923672927e-08
1957,3.534015080575159e-09,3.6223653410161205e-08
1958,3.3088973783179654e-09,3.22617488279775e-08
1959,2.325224457422337e-09,2.8677767716089875e-08
1960,3.460416619915918e-09,4.567749911643659e-08
1961,2.779263708063695e-09,3.057190056665604e-08
1962,4.43936931660005e-09,3.297817485758969e-08
1963,8.405868889838075e-09,4.2029345337368795e-08
1964,6.083968329129164e-10,3.8937397306426647e-08
1965,3.2832261354087677e-09,4.9795595202795084e-08
1966,4.431259803538978e-09,2.76953731059848e-08
1967,1.9721342336964653e-09,5.324762497593838e-08
1968,8.982831700699023e-10,6.018497344939533e-08
1969,2.7250546263957176e-09,4.269252329436313e-08
1970,1.8394900047624674e-09,3.816941784862138e-08
1971,2.0553589941130213e-09,2.6719666479380066e-08
1972,2.565073486948677e-09,3.33459553303328e-08
1973,4.410563025913916e-09,3.528450420731133e-08
1974,2.2502286700643026e-09,2.700274492895005e-08
1975,0.0,4.7976435268992645e-08
1976,1.142705374768127e-09,2.742492810625663e-08
1977,3.526069214387917e-09,2.291944944943225e-08
1978,4.752473081737207e-09,3.861384456627093e-08
1979,2.3407893401383717e-09,3.101546042216796e-08
1980,5.685150683554241e-10,3.467942022439274e-08
1981,6.325549528618524e-10,2.213942273954217e-08
1982,1.2415004579935385e-09,1.738100685599875e-08
1983,5.052252838311233e-09,2.652432762317858e-08
1984,3.479405208395292e-09,2.4355836458767044e-08
1985,1.2031116103372597e-09,2.1656008541981464e-08
1986,2.997242676272549e-09,1.8582904104391673e-08
1987,0.0,1.2832715334809564e-08
1988,1.798966087207532e-09,1.5591039570495013e-08
1989,4.390497743145261e-09,2.0854864501984594e-08
1990,2.179460389939436e-09,1.7980548605578406e-08
1991,5.861465202094962e-10,1.6998249918742658e-08
1992,2.2039776670368383e-09,2.4243753671271406e-08
1993,3.877445031719162e-09,2.1048988330107932e-08
1994,1.0549853213248639e-09,1.9517228722065738e-08
1995,3.253470381991974e-09,1.6809597269684673e-08
1996,1.067618438099771e-09,2.081855932090093e-08
1997,2.876936688878118e-09,1.6782131240233866e-08
1998,1.9072516899143466e-09,1.4781200263769279e-08
1999,4.570201161957499e-10,1.690974471557638e-08
2000,2.2090156370779823e-09,2.2531960297555997e-08
2001,0.0,1.796296800193886e-08
2002,0.0,1.62105191492401e-08
2003,1.6667691671301554e-09,1.750107614384433e-08
2004,1.7619165015858584e-09,1.5857247959161214e-08
2005,1.3511248786457486e-09,1.6213498099659773e-08
2006,4.529678854225949e-09,1.8118715416903797e-08
2007,2.3966877371606188e-09,1.677681460421354e-08
2008,1.2772318758180745e-09,1.4901038625225738e-08
2009,1.430457752249481e-09,2.098004614481397e-08
2010,2.8342759250676863e-09,1.2754241218715379e-08
2011,2.6767803529281764e-09,1.7207874236646603e-08
2012,5.446804340891731e-09,2.0425515501187874e-08
2013,3.6258624991347688e-09,2.4544300814000053e-08
2014,5.197068553286499e-09,2.425298539776577e-08
2015,3.546520632724537e-09,4.366653527654307e-08
2016,3.72841224560716e-09,7.601818197144894e-08
2017,3.2702947017071438e-09,1.8867085671558925e-08
2018,3.3559066636712487e-09,3.071945542387766e-08
2019,3.5713827450933877e-09,3.5203630233127114e-08
