year,tenant_VERB en_ADP,tenant_VERB sans_ADP
1856,1.4843001459041716e-06,2.5885945831305435e-08
1857,1.388789389267231e-06,2.0502337605421417e-08
1858,1.2880154987016112e-06,2.300027723833864e-08
1859,1.4991357879523548e-06,2.7497735644033128e-08
1860,1.3630853956669853e-06,3.112485202905191e-08
1861,1.4643066883479605e-06,3.301174500425219e-08
1862,1.4448519909393553e-06,3.975828022362293e-08
1863,1.371522875714959e-06,1.7980635647063536e-08
1864,1.4839683437628537e-06,1.6302074357099627e-08
1865,1.4087584609967507e-06,2.5416959203994338e-08
1866,1.319554213452534e-06,1.8002767832037136e-08
1867,1.3180236102527942e-06,1.3102591012170706e-08
1868,1.4256477092189357e-06,2.1735445443482604e-08
1869,1.2252749037600097e-06,3.467298514969741e-08
1870,1.5717027714856613e-06,1.834895613228582e-08
1871,1.2426777340479589e-06,4.5671061599250606e-08
1872,1.2276098377839162e-06,2.8422494358082417e-08
1873,1.5378045272740337e-06,1.7359413462259e-08
1874,1.6143394127032806e-06,2.0313670745508716e-08
1875,1.4172222986275074e-06,1.4303817685856757e-08
1876,1.4546711852858607e-06,2.3579458385825092e-08
1877,1.4596166053593151e-06,1.4843558382438005e-08
1878,1.2446561976631187e-06,2.4760263062084675e-08
1879,1.3147267896584935e-06,1.893890788640107e-08
1880,1.2174654635543902e-06,4.492492600149944e-09
1881,1.085619466323351e-06,1.4642266066289267e-08
1882,1.2778339986141418e-06,1.1979693681496428e-08
1883,1.3896225867782164e-06,2.4013488364449387e-08
1884,1.3170385626537495e-06,1.1883054540362536e-08
1885,1.311042243656857e-06,5.80107206715752e-09
1886,1.2009896224185468e-06,1.2261581083805595e-08
1887,1.2535535454105684e-06,1.3057849024278312e-08
1888,1.25290547714485e-06,1.5851536971922542e-08
1889,1.3075340845603023e-06,1.7542383545787743e-08
1890,1.175856890078819e-06,1.4419650362640368e-08
1891,1.2767562189708315e-06,1.466070642663908e-08
1892,1.2229867785151782e-06,1.3163876211308434e-08
1893,1.1651724225458793e-06,1.2932674486876294e-08
1894,1.2577872894325992e-06,2.0164925729204697e-08
1895,1.0460352419805474e-06,9.027921521465032e-09
1896,1.138126537902906e-06,2.4767521367152767e-08
1897,1.1927282841384113e-06,1.3401440845939305e-08
1898,1.1905178904925151e-06,1.3014216371232123e-08
1899,1.0430540804406974e-06,2.266307141951529e-08
1900,1.0812963573414436e-06,1.349673794948103e-08
1901,1.1920780496055272e-06,7.265360757457984e-09
1902,1.0277224067323232e-06,2.7006560543441083e-08
1903,1.055203078692557e-06,3.510143287144274e-08
1904,1.1700559348071238e-06,3.493506284257819e-08
1905,1.0429894548025231e-06,1.7546581076999246e-08
1906,1.0375819812225018e-06,2.572092228092515e-08
1907,9.390832200750765e-07,1.542852956504248e-08
1908,9.601765587063937e-07,2.1118973236866623e-08
1909,9.346171010449211e-07,8.801573414540798e-09
1910,8.769751502768486e-07,1.4429207162436342e-08
1911,9.486227181554341e-07,1.7025198029152477e-08
1912,9.501984066240254e-07,2.031674206648404e-08
1913,1.0027953472047102e-06,2.1742257771961704e-08
1914,9.415621722297374e-07,2.8126324380650658e-08
1915,7.952014362544446e-07,7.068456930880984e-09
1916,7.757148052789375e-07,1.538244731591476e-08
1917,8.444146555319776e-07,6.57985488317081e-09
1918,8.051949560439198e-07,1.378365155346728e-08
1919,8.590922533358025e-07,2.2098836538475553e-08
1920,9.268411389484754e-07,1.8930579770426448e-08
1921,8.663222894611522e-07,2.2718241510233383e-08
1922,8.123106924884382e-07,1.3280283539529592e-08
1923,7.877033390002453e-07,1.8047112249064412e-08
1924,7.850999095282418e-07,1.4180787211159895e-08
1925,7.852699237531624e-07,2.1996355625830688e-08
1926,9.864332319864388e-07,2.1177662290483568e-08
1927,7.614920516374468e-07,1.6723836537835268e-08
1928,7.495483078656662e-07,1.82816659588525e-08
1929,7.642318591294384e-07,6.684243825105796e-09
1930,7.310508074453992e-07,1.470504518152893e-08
1931,8.782124680806191e-07,1.4826963656844327e-08
1932,6.981224913715778e-07,1.8631212128639163e-08
1933,7.662402268238111e-07,2.064719240024715e-08
1934,6.661758646941962e-07,1.677421224144382e-08
1935,7.851194139263384e-07,1.9149254626427137e-08
1936,7.056583690712159e-07,1.576212937948185e-08
1937,6.748839425085862e-07,8.813782592653752e-09
1938,8.349597990786606e-07,7.779128452511941e-09
1939,7.6470254839478e-07,2.9058696782158222e-08
1940,5.375859899459101e-07,1.5214697057785997e-08
1941,7.585361760931164e-07,5.9030051957620344e-09
1942,8.192371581117186e-07,1.517105907566929e-08
1943,8.100026041013564e-07,8.709705845433291e-09
1944,7.872305811673641e-07,2.8918675454292497e-08
1945,6.317661700450117e-07,2.178504132643866e-08
1946,6.278418061000934e-07,1.5313215584455975e-08
1947,6.186932228757769e-07,2.1457568166738383e-08
1948,6.207847818018308e-07,8.697510267552389e-09
1949,5.28155025492083e-07,8.83530737461058e-09
1950,4.913537274831015e-07,2.8715476219076663e-08
1951,5.661204394158403e-07,1.0661401539380222e-08
1952,4.840065015443429e-07,1.687168627029223e-08
1953,6.291915433109807e-07,1.0773827163745864e-08
1954,5.042628394846815e-07,1.3681550781186047e-08
1955,5.434267045245633e-07,1.595553378308523e-08
1956,5.363501909272372e-07,2.0058626093444332e-08
1957,5.088981493983624e-07,1.8553580005686854e-08
1958,5.029523837407623e-07,1.7371711180658167e-08
1959,5.014733615027467e-07,2.4802393028267034e-08
1960,4.726929132559121e-07,2.560708423082758e-08
1961,5.211119624703997e-07,1.3896318928896534e-08
1962,5.327243428610018e-07,2.219684747117867e-08
1963,4.875404062687494e-07,1.4225316813387678e-08
1964,5.116617547429314e-07,1.7035111099517053e-08
1965,4.979559351525609e-07,2.0793764932136583e-08
1966,4.86330771209964e-07,1.661722348611505e-08
1967,4.984569397237237e-07,1.4791006641701188e-08
1968,5.228007999846795e-07,2.0660513716519446e-08
1969,4.5145073013230785e-07,1.1808570121729645e-08
1970,4.345795066029723e-07,1.4715919705032832e-08
1971,4.074749275773115e-07,1.644287239699338e-08
1972,4.632522632164182e-07,1.6929483925842703e-08
1973,4.5098006662414036e-07,1.32316891332529e-08
1974,4.196676499645946e-07,7.875800511758513e-09
1975,4.1636690895074935e-07,1.5420996035686585e-08
1976,4.3365670343575857e-07,1.1998406657109939e-08
1977,4.431093385548479e-07,1.4104276857551667e-08
1978,4.021780393159702e-07,1.1287123347081263e-08
1979,3.9325260026146225e-07,7.022367909392813e-09
1980,3.6782923551470503e-07,1.3075846183596695e-08
1981,3.713097633806228e-07,1.644642960707543e-08
1982,3.7803687469306624e-07,1.3656505259973528e-08
1983,3.782874244961931e-07,1.3893695416378193e-08
1984,3.479405075168529e-07,1.7397026319532216e-08
1985,3.6634748390440564e-07,1.3835783074789276e-08
1986,4.220117899578213e-07,1.3187867742292525e-08
1987,3.464833033817172e-07,2.261002274295265e-08
1988,3.17817351991323e-07,1.4991384134077634e-08
1989,3.7593637358668275e-07,2.1952489270837816e-08
1990,3.508931367690593e-07,1.3076762006569709e-08
1991,3.575493776608596e-07,8.20605094986604e-09
1992,3.812881308462579e-07,1.8733809670212764e-08
1993,3.7943570774245927e-07,1.3294097656046944e-08
1994,3.465626710053016e-07,1.898973578384755e-08
1995,3.8228277787766274e-07,2.1147558093570495e-08
1996,3.683283473776555e-07,1.2811421257197253e-08
1997,3.8167361005037037e-07,1.8220598585472203e-08
1998,3.7382132767049825e-07,1.764207735455159e-08
1999,4.035487517484171e-07,1.736676483177213e-08
2000,3.764162919139835e-07,1.5904913164277446e-08
2001,3.7108863093493483e-07,1.3143635513301888e-08
2002,3.829187669168732e-07,1.7086763559603924e-08
2003,3.946075990413078e-07,1.7501075477710515e-08
2004,3.611928738322945e-07,1.2773894303430566e-08
2005,3.9182620437117066e-07,1.7564622756260917e-08
2006,3.512560153851041e-07,9.882935358973555e-09
2007,4.030429856527462e-07,1.1983438241713884e-08
2008,3.457040884669027e-07,1.4049550856043425e-08
2009,3.552303358134168e-07,1.192048104670107e-08
2010,3.495606959447173e-07,9.919964960580785e-09
2011,3.097417256014978e-07,1.1471915833949353e-08
2012,3.5574441525909606e-07,1.838296448397614e-08
2013,5.092942494400177e-07,1.478236261176491e-08
2014,4.025562567733232e-07,1.2992671341582884e-08
2015,5.040492601082747e-07,1.861923255852549e-08
2016,5.201134900545412e-07,1.2013772199281902e-08
2017,3.723104837760616e-07,1.25780570958689e-08
2018,3.84380383522398e-07,1.6779532985289336e-08
2019,3.6402595426920925e-07,9.438654635651744e-09
