year,rampant_VERB en_ADP
1973,6.064523994098181e-09
1974,3.937900228123681e-09
1975,4.569184142155791e-09
1976,9.141642998145016e-09
1977,5.289103488514968e-09
1978,6.534650598410963e-09
1979,6.437170796402825e-09
1980,2.8425752862659692e-09
1981,1.2018543993352893e-08
1982,4.345251713999687e-09
1983,3.157658134966823e-09
1984,6.378909400694965e-09
1985,1.2031116103372597e-09
1986,5.994485574589703e-09
1987,6.110816741511371e-09
1988,4.1975875553212916e-09
1989,6.036934507847036e-09
1990,3.2691906959314565e-09
1991,2.344586080837985e-09
1992,6.61193322315512e-09
1993,5.539207315052863e-09
1994,5.2749266066243194e-09
1995,5.422450655157007e-09
1996,8.540947504798169e-09
1997,5.753873377756236e-09
1998,8.10582001520288e-09
1999,9.597422329088445e-09
2000,4.859834756842929e-09
2001,9.638665865452367e-09
2002,3.9430991805033955e-09
2003,8.333845613606172e-09
2004,1.1452457648886138e-08
2005,8.106749271874492e-09
2006,8.235780057930242e-09
2007,5.592271090648637e-09
2008,7.2376473703172906e-09
2009,5.721831008997924e-09
2010,7.085689368580006e-09
2011,1.1471915806193778e-08
2012,1.2255309989051e-08
2013,1.2829975026829032e-08
2014,1.0177592324467355e-08
2015,1.2856137668326717e-08
2016,1.3256575948084048e-08
2017,1.2074934496730805e-08
2018,1.3939920218142277e-08
2019,1.1479444728124122e-08
