year,évitant_VERB en_ADP
1916,1.3184954461564757e-08
1917,7.676496771580332e-09
1918,3.44591288836682e-09
1919,4.603924352863942e-09
1920,9.843901693784574e-09
1921,7.572747762196741e-09
1922,1.623145884366295e-08
1923,4.246379248229459e-09
1924,1.0313299547703991e-08
1925,8.798542339150117e-09
1926,5.57306911730393e-09
1927,1.8953683067479687e-08
1928,1.0283437212876834e-08
1929,1.6710609784809094e-08
1930,7.352522590764465e-09
1931,3.4216069977333063e-09
1932,1.53433514782364e-08
1933,3.326492148403304e-08
1934,7.188948103475923e-09
1935,1.4361940969820353e-08
1936,1.33371855781661e-08
1937,3.777335333410292e-09
1938,6.482607339819424e-09
1939,2.4470480752825097e-08
1940,1.5214697057785997e-08
1941,2.9515025978810172e-09
1942,6.068423541449874e-09
1943,2.322588166236983e-08
1944,1.2852744646352221e-08
1945,2.178504132643866e-08
1946,8.352662561605939e-09
1947,1.907339353124371e-08
1948,1.4133454406817236e-08
1949,1.668891336237266e-08
1950,2.0207187034770868e-08
1951,1.0661401539380222e-08
1952,1.4762725264461096e-08
1953,2.0470272588113403e-08
1954,2.052232517257835e-08
1955,1.3139850985055546e-08
1956,2.0058624983221307e-08
1957,2.738861759610245e-08
1958,1.5717262158432277e-08
1959,2.1702094343822864e-08
1960,1.7302083321624195e-08
1961,1.389631876236308e-08
1962,1.585489073363533e-08
1963,1.4871922360271128e-08
1964,1.9468698653213323e-08
1965,1.9699356812452606e-08
1966,1.9386762417639147e-08
1967,1.429797347185513e-08
1968,1.4372530721118437e-08
1969,2.361714024345929e-08
1970,2.989171221656761e-08
1971,2.1581270104320538e-08
1972,1.6929485369132635e-08
1973,1.9847533394568018e-08
1974,2.3627400480563665e-08
1975,1.6563292959403952e-08
1976,1.2569759455516305e-08
1977,1.8218024422367307e-08
1978,1.7821774278559133e-08
1979,2.3993090181306798e-08
1980,1.5349906234973787e-08
1981,1.9609203150139365e-08
1982,1.6139505731871395e-08
1983,2.3998200759933752e-08
1984,1.1598016769198694e-08
1985,2.2257564680217e-08
1986,1.6784559520033326e-08
1987,2.810975807676641e-08
1988,2.7584148298842592e-08
1989,1.8659616074501173e-08
1990,1.6345952147389653e-08
1991,1.4653663171770859e-08
1992,1.322386644631024e-08
1993,1.550978012687665e-08
1994,1.160483886764041e-08
1995,1.5182862966867106e-08
1996,1.8149513891785318e-08
1997,1.965906726297817e-08
1998,2.3840646790063147e-08
1999,2.2851006420410158e-08
2000,1.590491294223284e-08
2001,1.664860427297299e-08
2002,1.3143664823189738e-08
2003,1.3334153337041244e-08
2004,1.7178685141061578e-08
2005,1.9816498664226856e-08
2006,1.2353670086895363e-08
2007,1.2782334302130494e-08
2008,1.7455501932772677e-08
2009,1.9549588614609092e-08
2010,1.2281861749841028e-08
2011,1.9502257586623273e-08
2012,1.7702113552786614e-08
2013,1.7013663367038134e-08
2014,1.1260315346817151e-08
2015,1.0196246513771712e-08
2016,1.2220906064897008e-08
2017,1.33327402451755e-08
2018,9.551427204712581e-09
2019,9.693753355577428e-09
