year,grand_ADJ homme_NOUN,grand_ADJ somme_NOUN
2006,3.197541445842944e-06,3.294311934354255e-09
2007,3.107305474259192e-06,7.988958827809256e-09
2008,2.966158263006946e-06,5.5346713878634546e-09
2009,3.060702738366672e-06,3.814554005998616e-09
2010,3.110145371465478e-06,3.7790344187271785e-09
2011,2.7838516416522907e-06,1.529588788962144e-09
2012,3.2020400340115884e-06,1.3617010852229328e-09
2013,3.336351483085309e-06,8.367375126105969e-10
2014,4.627556336345151e-06,1.2992671383216248e-09
2015,4.654808435589075e-06,2.21657536769726e-09
2016,4.603139132086653e-06,2.0713399884186856e-09
2017,2.883896740968339e-06,1.7609279590047322e-09
2018,3.4431602671247674e-06,2.0651733656507076e-09
2019,4.95886524731759e-06,3.06118530524202e-09
