year,dont_PRON en_PRON
1936,1.151847914826476e-07
1937,1.2213384736892152e-07
1938,9.334954143014329e-08
1939,1.1011716516406977e-07
1940,1.1157444901321867e-07
1941,1.3576912216706205e-07
1942,1.4260795921927638e-07
1943,1.0451646659248581e-07
1944,1.2852744468716537e-07
1945,1.2635323365373097e-07
1946,1.1276094635803702e-07
1947,9.298279257663467e-08
1948,1.3481140426208071e-07
1949,1.1878579808666245e-07
1950,1.3613261984346536e-07
1951,1.0768015901163608e-07
1952,1.0017563845110544e-07
1953,9.373230058784543e-08
1954,1.0554338869539492e-07
1955,9.761032160326977e-08
1956,6.802490237767245e-08
1957,1.0513694526093076e-07
1958,7.693186077073477e-08
1959,9.9209574999648e-08
1960,9.619958057927036e-08
1961,8.824162234244426e-08
1962,1.312785045115561e-07
1963,1.0022382523899864e-07
1964,1.095114323668156e-07
1965,1.3625388578519804e-07
1966,1.3016824995659704e-07
1967,1.5530557628817832e-07
1968,1.3384418928730213e-07
1969,1.0400625205519987e-07
1970,1.0852990905974025e-07
1971,1.176692995263906e-07
1972,1.1183719950125237e-07
1973,1.5216441795473656e-07
1974,1.0407307593496284e-07
1975,1.1422960355389478e-07
1976,1.0855700938172674e-07
1977,9.637922238070473e-08
1978,1.0336629063800729e-07
1979,1.211358509056737e-07
1980,1.1256598275721785e-07
1981,9.931112532335362e-08
1982,1.2290854645158333e-07
1983,8.651983218754822e-08
1984,1.1424046597596771e-07
1985,9.564737457612438e-08
1986,7.732885998201766e-08
1987,9.349550034176701e-08
1988,1.061390045853372e-07
1989,8.671232742951673e-08
1990,8.663355277604978e-08
1991,8.792197780937983e-08
1992,7.934319312674631e-08
1993,7.699498205671063e-08
1994,8.492631992096378e-08
1995,8.621696767630027e-08
1996,9.021375779738605e-08
1997,8.774656823362648e-08
1998,8.487269864687619e-08
1999,7.769341792140949e-08
2000,7.466472951023206e-08
2001,8.455738709223226e-08
2002,1.0339682876558953e-07
2003,7.250445821505025e-08
2004,7.664336520996073e-08
2005,7.881562003042575e-08
2006,8.359316772121872e-08
2007,8.348461988383349e-08
2008,6.513882611081101e-08
2009,7.533744494914174e-08
2010,5.857503176942558e-08
2011,4.9711635918825436e-08
2012,4.2893584795145046e-08
2013,4.9367512577891404e-08
2014,4.244272618081357e-08
2015,5.319781060109108e-08
2016,4.619088184165676e-08
2017,5.0815348817678796e-08
2018,4.543381354471521e-08
2019,4.158110000762605e-08
