year,faut_VERB avoir_VERB,faut_VERB savoir_VERB
1884,5.864287231815979e-06,3.933951120416168e-06
1885,5.762398359365761e-06,3.4342347134952433e-06
1886,5.539008270716295e-06,3.6462070056586526e-06
1887,5.55089172848966e-06,3.57262752004317e-06
1888,5.820684236823581e-06,3.3820838325482327e-06
1889,5.342282292986056e-06,3.516621291055344e-06
1890,5.744264399254462e-06,3.658658442873275e-06
1891,5.793528544018045e-06,3.5555399335862603e-06
1892,5.479306764755165e-06,3.6175586046738317e-06
1893,5.577677711698925e-06,3.6827329950028798e-06
1894,5.710454843210755e-06,3.700263960126904e-06
1895,5.8163891480944585e-06,3.821218342636712e-06
1896,5.3963713071425445e-06,3.718666448548902e-06
1897,5.481189418787835e-06,3.7401673580461647e-06
1898,5.5729137784510385e-06,3.711880708578974e-06
1899,5.543608494917862e-06,3.913525688403752e-06
1900,5.4672173064318486e-06,3.7526124287978746e-06
1901,5.021482138545252e-06,3.9277656469494104e-06
1902,4.679500307247508e-06,3.371400907781208e-06
1903,4.942281520925462e-06,3.831456069747219e-06
1904,4.990339675714495e-06,3.763312633964233e-06
1905,4.854725830227835e-06,3.942820058000507e-06
1906,5.023810444981791e-06,3.7573124700429616e-06
1907,4.9371296881872695e-06,3.8555895116587635e-06
1908,5.253221843304345e-06,4.1511061681376304e-06
1909,5.2913960644218605e-06,4.077328867424512e-06
1910,5.154433438292472e-06,3.9039018702169415e-06
1911,4.819195055461023e-06,4.0381637518294156e-06
1912,4.994793016521726e-06,4.070641807629727e-06
1913,5.115263775223866e-06,4.225422344461549e-06
1914,5.041978511144407e-06,4.08099549531471e-06
1915,4.864276434091153e-06,4.041979536850704e-06
1916,5.147625870449701e-06,3.959881269111065e-06
1917,5.750792752223788e-06,4.474301022128202e-06
1918,5.2722466534760315e-06,4.143135811318643e-06
1919,4.9087038860307075e-06,3.837831172859296e-06
1920,5.012060228182236e-06,4.27603936259402e-06
1921,4.974537660018541e-06,4.083225576323457e-06
1922,4.796395842276979e-06,3.918421498383395e-06
1923,4.934292519465089e-06,4.099879333807621e-06
1924,4.762166099681053e-06,4.020897449663607e-06
1925,4.557644842861919e-06,3.972541890107095e-06
1926,4.455111593415495e-06,3.796374812736758e-06
1927,4.9313021008856595e-06,4.115178853680845e-06
1928,4.331612217356451e-06,3.746598849829752e-06
1929,4.5363735807768535e-06,4.0283707676280756e-06
1930,4.482938038563589e-06,3.898937848134665e-06
1931,4.324911060393788e-06,3.979328994319076e-06
1932,4.0342056308873e-06,3.7295303627615795e-06
1933,4.259056822775165e-06,3.485934257696499e-06
1934,4.088115019840188e-06,3.70470456800831e-06
1935,4.129058197577251e-06,3.7939460071356734e-06
1936,3.75138665731356e-06,3.5755783756030723e-06
1937,3.6337967230792856e-06,3.2333991839550436e-06
1938,3.9608730730833486e-06,3.6159983665129403e-06
1939,3.805159849434858e-06,3.903041488229064e-06
1940,3.385270247235894e-06,3.314268269605236e-06
1941,3.978625500167254e-06,3.5477062283462146e-06
1942,4.029433057439746e-06,3.750285713977064e-06
1943,4.128400632907869e-06,3.875818947562948e-06
1944,4.064680524606956e-06,4.048614755447488e-06
1945,4.0040904423221946e-06,3.529176638039644e-06
1946,4.19025218434399e-06,3.927143552573398e-06
1947,4.359462309366791e-06,3.975610525230877e-06
1948,4.13892757933354e-06,3.999767614004668e-06
1949,3.857102456095163e-06,3.7343900203268277e-06
1950,4.1371554289071355e-06,3.803205345320748e-06
1951,3.839170858555008e-06,3.850898337987019e-06
1952,3.514583113428671e-06,3.8087832763267215e-06
1953,3.596303486119723e-06,3.8322505133692175e-06
1954,3.7223589970381e-06,3.898264822055353e-06
1955,3.488630454739905e-06,3.887518687406555e-06
1956,3.6968920085200807e-06,3.844279035547515e-06
1957,3.4447812140570022e-06,3.6488704608927947e-06
1958,3.5463108361000195e-06,3.6149704101262614e-06
1959,3.5389914501138264e-06,3.7304348552424926e-06
1960,3.43411761605239e-06,3.865977305395063e-06
1961,3.5512041449692333e-06,3.975042091042269e-06
1962,3.85210432796157e-06,3.982114321843255e-06
1963,3.3927381082321517e-06,3.839542387140682e-06
1964,4.019069365313044e-06,4.0999861994350795e-06
1965,3.784465206990717e-06,3.885150817950489e-06
1966,3.4874015000241343e-06,3.7937122669973178e-06
1967,4.005897608294617e-06,4.152821475145174e-06
1968,4.0413760871160775e-06,4.148271727899555e-06
1969,3.499424337860546e-06,3.976309017161839e-06
1970,3.7704946862504585e-06,4.129655280848965e-06
1971,3.6081826237932546e-06,4.031586740893545e-06
1972,3.507481324049877e-06,3.9471351556130685e-06
1973,3.2687785278540105e-06,3.874128196912352e-06
1974,3.0389337553060614e-06,3.904709501512116e-06
1975,3.045932317036204e-06,4.076283403264824e-06
1976,3.1024451345729176e-06,4.002896730526118e-06
1977,3.030068683074205e-06,4.315908427088289e-06
1978,3.092671931881341e-06,4.160790012974758e-06
1979,3.195177441739361e-06,4.425262432050658e-06
1980,3.214952812413685e-06,4.329242074163631e-06
1981,2.978701331812772e-06,4.728980911750114e-06
1982,3.1509282507613534e-06,4.6773529902566224e-06
1983,3.019984205820947e-06,4.8002716539485846e-06
1984,3.3901003462233348e-06,4.878706022282131e-06
1985,3.0913952286937274e-06,4.768533017340815e-06
1986,3.232226617910783e-06,5.044359568273649e-06
1987,3.034631617993e-06,5.284023245621938e-06
1988,3.0714347758475924e-06,4.856608939007856e-06
1989,3.1101187687454512e-06,4.847658146900358e-06
1990,2.9466305022651795e-06,4.992054073227337e-06
1991,3.1182994462142233e-06,5.05961679664324e-06
1992,3.0255102956289193e-06,5.0030294005409814e-06
1993,3.016652271981002e-06,5.046772002970101e-06
1994,3.1048218716023257e-06,4.882472239842173e-06
1995,3.131465291517088e-06,5.0282387746847235e-06
1996,3.0864848667988554e-06,4.8694078031985555e-06
1997,3.09174788526434e-06,5.126221822138177e-06
1998,3.2747511795605533e-06,5.138136202731403e-06
1999,3.1484116789215477e-06,5.356732799555175e-06
2000,3.2225120776274707e-06,5.3162170843279455e-06
2001,3.103212293353863e-06,5.276731371850474e-06
2002,3.217131052224431e-06,5.197442987991963e-06
2003,3.1856125133344904e-06,5.145733211975312e-06
2004,3.1732115530758165e-06,5.44344084119075e-06
2005,3.276477855251869e-06,5.666167453455273e-06
2006,3.407965778023936e-06,5.6394501370959915e-06
2007,3.336189365654718e-06,5.7396673582843505e-06
2008,3.3144167446153006e-06,5.914009307161905e-06
2009,3.414025741221849e-06,5.792876891064225e-06
2010,3.372788114575087e-06,6.303901955106994e-06
2011,3.5845912407239666e-06,7.450244538631523e-06
2012,3.535656787789776e-06,7.4546323958202265e-06
2013,3.4339707326580537e-06,6.146394753159257e-06
2014,3.6795245250687003e-06,6.269830009841826e-06
2015,3.547628921296564e-06,6.129274424893083e-06
2016,3.855177965306211e-06,5.898555173189379e-06
2017,3.172940523654688e-06,6.031681095919339e-06
2018,3.1762365324539132e-06,5.85476664127782e-06
2019,3.3481715036032256e-06,5.99915802013129e-06
