year,petit_ADJ air_NOUN,petit_ADJ cerf_NOUN
1852,2.897192814543814e-07,5.859490892490271e-09
1853,2.9441625315485e-07,2.5082113275232132e-08
1854,2.8472240387600323e-07,1.558699302961486e-08
1855,4.410064775584033e-07,1.1675261646360013e-08
1856,3.753462181066425e-07,1.5531567143511893e-09
1857,3.7148285514376767e-07,1.3668225662399891e-08
1858,4.507075743731548e-07,6.361778881469604e-09
1859,3.966802921695489e-07,4.582956014687056e-09
1860,4.0004587731345964e-07,2.0139608647440355e-08
1861,3.5605526704785007e-07,1.0846716413936974e-08
1862,3.0767486691729573e-07,1.8071945856457106e-08
1863,3.2864605259419477e-07,6.493007020935693e-09
1864,3.332336007133563e-07,3.691940619887646e-08
1865,3.1818268553251983e-07,1.4591217123438582e-08
1866,4.0579212168267986e-07,1.4110277668510918e-08
1867,4.67325747877112e-07,4.85281148598915e-09
1868,3.1960985324985813e-07,2.321740799615668e-08
1869,4.6002750764273515e-07,6.836927024522765e-09
1870,4.0826427039064583e-07,1.2614907340946502e-08
1871,3.1651109111408005e-07,7.434824089713743e-09
1872,4.317800232911395e-07,2.2375155395160107e-08
1873,3.0229321623664873e-07,4.788803742439285e-09
1874,4.463032894364005e-07,2.091113165958447e-08
1875,3.7704865007981425e-07,2.6319024293286475e-08
1876,4.927501890961139e-07,6.650616279912924e-09
1877,5.127212716615759e-07,1.1132669008873108e-08
1878,3.7744302971987054e-07,3.623453265211296e-08
1879,5.34565970156109e-07,1.5273313058727922e-08
1880,4.0239896748062165e-07,1.5402831010646878e-08
1881,4.176532115707232e-07,1.3945015364669189e-08
1882,4.944951115248841e-07,1.9966154951589488e-08
1883,4.278192591300467e-07,1.0110942416652335e-08
1884,4.984281076758634e-07,2.442627877741188e-08
1885,4.350804090336169e-07,1.1602144189826191e-08
1886,3.872078195854556e-07,1.2906927693290271e-08
1887,4.563718221106683e-07,2.285123645862086e-08
1888,4.894954486189818e-07,2.15580902018786e-08
1889,4.335474557137786e-07,1.0024218788373673e-08
1890,4.679831988596561e-07,1.7041405564466316e-08
1891,4.066752410381014e-07,9.561330394092238e-09
1892,3.87394067047353e-07,1.1283322498556458e-08
1893,3.1777429398971435e-07,1.29326747089209e-08
1894,4.26614207071907e-07,1.4493540811955086e-08
1895,4.122750851820456e-07,6.018614717717696e-09
1896,4.3107280589538277e-07,2.83057394745434e-08
1897,3.8689378811795905e-07,2.7968224181051937e-08
1898,4.3173247377126245e-07,1.1882545170038838e-08
1899,4.3778419467344065e-07,9.949641111006713e-09
1900,3.763513518606487e-07,5.71015834616162e-09
1901,4.06301325028835e-07,1.4530721570427119e-08
1902,3.928226988136885e-07,5.4013122863239005e-09
1903,4.3039756292273523e-07,1.1880484818149739e-08
1904,3.568751196780795e-07,2.2573425795258117e-08
1905,3.27192111626573e-07,1.3417973399043603e-08
1906,3.600929119329521e-07,1.440371655281325e-08
1907,4.253131464793114e-07,1.7485666858885196e-08
1908,4.204148922326567e-07,1.3751889627044989e-08
1909,4.2962682300640154e-07,2.4204328319399337e-08
1910,4.3661711401909997e-07,8.550641195093078e-09
1911,3.692339589633775e-07,1.4897047484474513e-08
1912,4.573871876800695e-07,1.8753916308789087e-08
1913,4.6613280346718966e-07,2.757554595778089e-08
1914,3.6631189459512825e-07,2.1429579499798734e-08
1915,4.3117589143548685e-07,3.41642103496298e-08
1916,3.230313723179279e-07,4.394984820521586e-09
1917,3.728584374584898e-07,6.5798546611262054e-09
1918,3.9742860735714203e-07,1.8378201183111287e-08
1919,4.649963329939055e-07,6.445494027396137e-09
1920,4.5054778752273705e-07,1.2872793497820112e-08
1921,4.657239571770333e-07,9.087297248022708e-09
1922,5.016996169615595e-07,1.623145795548453e-08
1923,5.881234983462491e-07,1.0615948120573648e-08
1924,5.504723503690911e-07,1.8048273875415077e-08
1925,6.092990361139528e-07,1.0998178368026856e-08
1926,6.409029538190225e-07,8.916910987366578e-09
1927,6.834474675088131e-07,7.804457302640344e-09
1928,5.107440301799215e-07,1.3711249469139375e-08
1929,5.837572985001316e-07,1.1140406375176326e-08
1930,5.272809175949078e-07,1.9956846508684123e-08
1931,4.790250045516586e-07,1.596749932275543e-08
1932,4.975629508408019e-07,6.575722077961643e-09
1933,4.680030087911291e-07,6.882397318719313e-09
1934,4.00184774207446e-07,2.3963160344919743e-09
1935,4.595821110342513e-07,1.6755597798123745e-08
1936,4.4861442916044325e-07,1.333718602225531e-08
1937,4.1298866904071474e-07,6.295559185076627e-09
1938,4.0710773419050383e-07,2.7226950582992515e-08
1939,3.93057092651361e-07,1.8352860564618823e-08
1940,5.375860041567648e-07,2.28220458087236e-08
1941,4.810949008060561e-07,5.9030051957620344e-09
1942,6.341502398754528e-07,1.2136847082899749e-08
1943,5.05162915942492e-07,1.4516175816936538e-08
1944,4.884042823505297e-07,1.2852744646352221e-08
1945,6.949427984181966e-07,1.3071024262956144e-08
1946,5.763337185271666e-07,1.2528993842408909e-08
1947,6.067723461455898e-07,5.960435478513659e-09
1948,5.490303465194302e-07,1.087188805648509e-08
1949,5.340452275959251e-07,8.835307485632882e-09
1950,5.860084115738573e-07,2.6588403478911005e-08
1951,4.925567509417306e-07,1.2793681891665187e-08
1952,6.284703317760432e-07,1.1599284532870513e-08
1953,5.45155671716202e-07,4.3095309543161875e-09
1954,5.453075004879793e-07,3.9090144454689835e-09
1955,4.786659815181338e-07,1.8771215248847284e-08
1956,5.939097604823473e-07,7.849027428008526e-09
1957,4.5500445366997155e-07,7.068030272172621e-09
1958,5.037796313445142e-07,7.445019101215422e-09
1959,4.642697888357361e-07,1.240119662515582e-08
1960,5.30135821463773e-07,6.228750071279876e-09
1961,4.995726499146258e-07,1.0422238683194252e-08
1962,5.12430062826752e-07,7.610347574349419e-09
1963,5.619000376100303e-07,9.699079650538067e-09
1964,5.262632498670428e-07,7.909158938890215e-09
1965,4.4925477027391025e-07,1.0396882299534838e-08
1966,5.450449407362612e-07,9.970334891029609e-09
1967,4.881032396042428e-07,1.2325839182647513e-08
1968,5.308853587848716e-07,1.4821672666975871e-08
1969,4.051248083669634e-07,9.99186705596955e-09
1970,4.115858871500677e-07,1.609553734738256e-08
1971,5.503223974301363e-07,1.181831410512757e-08
1972,4.663303627694404e-07,9.747278761906841e-09
1973,3.5284503496768593e-07,3.3079223804577396e-09
1974,3.707251607920625e-07,9.000914791279513e-09
1975,3.3697733670123853e-07,7.996072248772634e-09
1976,3.548100266925758e-07,7.998937734399192e-09
1977,3.196969373675529e-07,1.2928920378740827e-08
1978,4.199998215881351e-07,1.0099005298691566e-08
1979,3.979342011461995e-07,8.777960025518894e-09
1980,4.2922889065266645e-07,1.8760997699818205e-08
1981,4.611325721270987e-07,1.4548763860311453e-08
1982,3.929349077225197e-07,1.055275355987817e-08
1983,4.117586058782763e-07,3.157657912922218e-09
1984,4.2564721525195637e-07,7.538710822263539e-09
1985,3.9221438896674954e-07,6.617113634810323e-09
1986,4.615753823600244e-07,5.994485408056249e-09
1987,3.941476904856245e-07,6.721898593298192e-09
1988,3.747846051282977e-07,8.395175221664886e-09
1989,3.7154586607357487e-07,1.7013178865710188e-08
1990,4.5278289917405345e-07,1.3621627159565719e-08
1991,3.9330430467998667e-07,8.206051227421796e-09
1992,4.176537800049118e-07,8.26491608485469e-09
1993,4.292885762424703e-07,9.970573366935298e-09
1994,4.436213316694193e-07,1.1604838590084654e-08
1995,4.408452412008046e-07,9.218166729940691e-09
1996,4.4359546791383764e-07,6.4057104065540216e-09
1997,3.8263257806647744e-07,1.0548767526152858e-08
1998,3.943242745663156e-07,1.287394935101105e-08
1999,3.3453872561040043e-07,1.6909744188220444e-08
2000,3.591859467633185e-07,1.3254094710646314e-08
2001,3.456776198618172e-07,1.1829271950869469e-08
2002,4.0219612174041686e-07,2.3220473654994578e-08
2003,3.8544035874110705e-07,2.0834614256060036e-08
2004,4.052407973631489e-07,1.585724829222812e-08
2005,4.3055845821982075e-07,1.6663873059208356e-08
2006,4.513207443324063e-07,9.05935820805226e-09
2007,5.752050356022664e-07,1.0385647009059085e-08
2008,7.322796022890543e-07,1.3198062948083233e-08
2009,6.565800845237391e-07,6.198650259747751e-09
2010,9.334215178569139e-07,5.668551517068465e-09
2011,1.2106695521652e-06,1.9119859889782376e-08
2012,1.2772756008416764e-06,8.851057470282697e-09
2013,1.3507732319339993e-06,1.3945625321198918e-08
2014,1.340627136414696e-06,1.0610681777656339e-08
2015,1.4882086816214724e-06,1.1082877421353388e-08
2016,1.5145637917157728e-06,1.532791626956964e-08
2017,1.3669831560036982e-06,1.0314006149148014e-08
2018,1.495701781095704e-06,1.4972507123012235e-08
2019,1.5211539903248195e-06,1.709161767671219e-08
