year,étaient_VERB avant_ADV,étaient_VERB savants_ADJ
1947,2.0265479960812627e-08,4.7683483828109274e-09
1948,2.9354097819123126e-08,1.0871887834440486e-09
1949,1.570721330779179e-08,7.853606653895895e-09
1950,2.4461330738745346e-08,5.317680518146517e-09
1951,1.5992101864981123e-08,2.0256663901818683e-08
1952,1.2653764258629963e-08,1.0544803918932644e-09
1953,1.2928593307037772e-08,6.464296653518886e-09
1954,1.3681550115052232e-08,2.9317608341017376e-09
1955,1.783265446420046e-08,1.8771215692936494e-09
1956,2.616342520411763e-08,7.849027205963921e-09
1957,1.8553580005686854e-08,8.835037701437898e-10
1958,1.2408365002158916e-08,8.272243445794913e-10
1959,2.015194411342236e-08,2.325224457422337e-09
1960,1.7994166157109248e-08,6.2287499602575735e-09
1961,1.667558180429296e-08,1.111705483225478e-08
1962,2.1562652108286784e-08,6.976152100435229e-09
1963,1.8104948651398445e-08,5.1728425987107585e-09
1964,1.8860301764789256e-08,5.475571551727398e-09
1965,3.1190648286383293e-08,8.755269398363907e-09
1966,1.8832853498906843e-08,6.6468897053084675e-09
1967,1.9228309611207806e-08,7.888536934785861e-09
1968,1.9313088017725022e-08,2.6948494546985557e-09
1969,2.952142530432411e-08,3.1792304344691047e-09
1970,1.609553734738256e-08,1.0117195081704722e-08
1971,2.6205826841874114e-08,6.679916619845017e-09
1972,2.924183739594355e-08,6.669190977248718e-09
1973,1.874489363729026e-08,1.1026407342740185e-08
1974,1.800182936051442e-08,2.2502286700643026e-09
1975,1.8847885030481848e-08,5.711480177694739e-09
1976,1.656922776760439e-08,1.199840671262109e-08
1977,2.1744092748576804e-08,6.464460078348111e-09
1978,2.673266052966028e-08,5.346532105932056e-09
1979,1.8141117053005473e-08,3.5111840102075575e-09
1980,1.9329512213062117e-08,7.390696055153967e-09
1981,1.707898356073656e-08,4.427884725544118e-09
1982,2.6071509395819703e-08,5.586751949948621e-09
1983,1.705135410645653e-08,4.4207211225000265e-09
1984,1.3917620833581168e-08,6.958810416790584e-09
1985,1.8648229627160617e-08,4.210890747202711e-09
1986,2.7574632355253925e-08,4.7955883708539204e-09
1987,2.199894133525504e-08,7.332980445085013e-09
1988,2.1587593934668803e-08,4.797243047249822e-09
1989,1.7561990972581043e-08,4.939309850016116e-09
1990,1.8525414091641323e-08,2.724325431913144e-09
1991,2.2859714121636898e-08,6.4476117778156095e-09
1992,1.7631821336294706e-08,6.61193322315512e-09
1993,1.606370148010683e-08,4.4313659408601325e-09
1994,1.5824779708850656e-08,6.329911705904578e-09
1995,1.7351842629409475e-08,4.880205572987961e-09
1996,1.5480466686312866e-08,6.4057106285986265e-09
1997,1.8700088588730068e-08,3.835915585170824e-09
1998,1.3350762273489636e-08,5.2449422582867555e-09
1999,3.1991408633302854e-08,1.1425503210205079e-08
2000,2.6066386382694873e-08,9.277866475088103e-09
2001,2.6287271026603776e-08,6.571817756650944e-09
2002,2.716357272447567e-08,1.0514931148009055e-08
2003,2.1251306492331423e-08,9.167230530238157e-09
2004,2.114299846311951e-08,8.369103632333008e-09
2005,2.0266872624574717e-08,3.602999676388663e-09
2006,2.7589862838794943e-08,5.353256948836815e-09
2007,2.3567428897308673e-08,4.7933754743212376e-09
2008,2.937633425403874e-08,7.2376473703172906e-09
2009,2.2410505451375684e-08,8.105927484791664e-09
2010,3.7790343299093365e-08,5.196172381261022e-09
2011,2.8679789210173112e-08,7.647943611743813e-09
2012,3.2680826933528806e-08,6.468080293586809e-09
2013,4.155796418103819e-08,5.29933741333366e-09
2014,4.590743785115592e-08,7.145969149746634e-09
2015,4.034167133681876e-08,6.206410940734486e-09
2016,4.370527406649671e-08,7.2496901815100045e-09
2017,3.647636503956164e-08,7.798394818792076e-09
2018,4.465937308850698e-08,1.2391040193904246e-08
2019,3.622402644509748e-08,6.887666881283394e-09
