year,tout_ADV avant_ADP,tout_ADV savant_ADJ
1884,4.027035060971684e-08,4.819238874631537e-08
1885,3.738468579150833e-08,2.8360796822113343e-08
1886,2.19417763958063e-08,4.323820945728585e-08
1887,2.3504128421336645e-08,2.2851235348397836e-08
1888,2.789870379160675e-08,1.9021843655764314e-08
1889,3.4458253139746375e-08,3.5084766203397066e-08
1890,2.0318598359381213e-08,2.6217546800211267e-08
1891,1.9760081571007504e-08,2.677172439291553e-08
1892,3.761107336686109e-08,5.767031296954883e-08
1893,3.3871291771347956e-08,3.510297474917934e-08
1894,3.969969641914872e-08,2.9617234886814003e-08
1895,2.5278181325916194e-08,1.9861428057765806e-08
1896,2.8305738197786923e-08,3.18439559165995e-08
1897,2.505486840220783e-08,3.6708294182119516e-08
1898,5.601771224661434e-08,2.1501748825869527e-08
1899,2.4874102777516782e-08,2.984892333302014e-08
1900,4.256663643786851e-08,3.114631930145606e-08
1901,1.900171220370339e-08,3.129693748604723e-08
1902,2.013216404694873e-08,2.455141956403395e-08
1903,1.5660639007819555e-08,2.754112315983548e-08
1904,2.1498500757388683e-08,3.547252536151291e-08
1905,1.651442893546573e-08,4.1802147521252664e-08
1906,2.6749759740596346e-08,2.4692085709432376e-08
1907,3.1371342856800766e-08,4.57713076329469e-08
1908,2.2101251051509507e-08,3.094175049511705e-08
1909,2.8605114721358404e-08,3.5206294768386215e-08
1910,3.6874638453809894e-08,2.5651923252212327e-08
1911,2.394168319153067e-08,4.14989171915181e-08
1912,3.021464323182954e-08,3.125652803248613e-08
1913,3.2878535449754054e-08,4.401481490390324e-08
1914,3.147469485043075e-08,5.156492477453867e-08
1915,1.767114277129167e-08,2.591767644943843e-08
1916,2.4172416956957932e-08,2.4172415846734907e-08
1917,2.52227767560953e-08,3.289927352767563e-08
1918,3.331049214239101e-08,5.054005569604669e-08
1919,4.051453139641836e-08,3.038589913018086e-08
1920,3.331782005844275e-08,2.8017256514800692e-08
1921,3.256281377872483e-08,2.3475516641724425e-08
1922,1.5493664740073854e-08,1.9182632815528677e-08
1923,2.441668067731939e-08,4.883336046646036e-08
1924,4.1253198190815965e-08,1.8048273764392775e-08
1925,2.639562701745035e-08,4.06932585406139e-08
1926,3.009457305580554e-08,2.1177662734572777e-08
1927,5.351627963001704e-08,2.1183526932588848e-08
1928,3.5420729016522046e-08,2.0566873537575248e-08
1929,4.4561623724348465e-08,2.8965056131369238e-08
1930,2.9410089141812534e-08,2.1007207529066818e-08
1931,4.5621427524622504e-08,1.8248570654577634e-08
1932,5.370172795338135e-08,3.287861005674131e-08
1933,5.85003787634264e-08,8.029463538505865e-09
1934,4.912447693072863e-08,3.834105477551475e-08
1935,3.710167995052416e-08,2.0346083928757253e-08
1936,3.031178641421661e-08,2.42494295754625e-08
1937,4.1550688223424004e-08,2.89595720737168e-08
1938,4.019216370831913e-08,2.852347158466273e-08
1939,3.6705721129237645e-08,4.129393538221393e-08
1940,3.803674442082183e-08,1.7750480196809804e-08
1941,8.559357667081713e-08,2.066051862925633e-08
1942,2.730790527039062e-08,3.034211704111556e-08
1943,2.0322646676618206e-08,1.4516175816936538e-08
1944,3.213186161588055e-08,2.5705489292704442e-08
1945,5.010559478435539e-08,2.3963545370264683e-08
1946,3.062643116891195e-08,5.0115973593278795e-08
1947,5.4836006846414875e-08,2.1457568166738383e-08
1948,5.327224994466917e-08,2.6092530802657166e-08
1949,4.123143504397575e-08,2.1597417632079896e-08
1950,4.5732054587688253e-08,2.6588403478911005e-08
1951,3.1984205950408295e-08,2.2388943587969834e-08
1952,2.003512733494972e-08,1.5817206211465873e-08
1953,3.447624863373022e-08,3.44762476345295e-08
1954,2.7363101118282884e-08,2.14995790059902e-08
1955,2.5341140741375057e-08,3.003394510869839e-08
1956,4.4477822092048314e-08,2.616342431593921e-08
1957,3.97576700450486e-08,2.032058654677371e-08
1958,4.218844262826593e-08,3.39161982942926e-08
1959,3.642851620355714e-08,2.2477168570844697e-08
1960,4.775374851107017e-08,2.5607082676515347e-08
1961,4.724748459139505e-08,2.292892542499203e-08
1962,4.756467353317362e-08,3.0441390741486885e-08
1963,4.332255532091267e-08,1.8751554087259592e-08
1964,4.1979382636725404e-08,2.068549198597225e-08
1965,4.377634843510947e-08,2.7907420818706896e-08
1966,3.489617128593636e-08,1.9386761973549937e-08
1967,6.212222780632715e-08,2.662381204387998e-08
1968,4.221930938186347e-08,2.110965446888713e-08
1969,3.9059117246109665e-08,1.5441976364272136e-08
1970,3.7709546152342455e-08,2.2533752641606952e-08
1971,5.498085364763483e-08,1.284599360218408e-08
1972,3.3345954608687833e-08,1.487742551375959e-08
1973,4.520827012743922e-08,1.433432994524253e-08
1974,3.03780877120019e-08,1.2376257796375967e-08
1975,3.65534718049787e-08,1.3707552426467373e-08
1976,3.999468833892905e-08,1.5997875468798384e-08
1977,3.9374436877626096e-08,1.880570188461661e-08
1978,5.287126114694729e-08,8.910886917234961e-09
1979,3.218585442610333e-08,1.2289144368793359e-08
1980,4.2070113837056056e-08,1.3644361640530178e-08
1981,4.617651039318105e-08,1.2651098835192442e-08
1982,3.9107265537019487e-08,1.8622506203769262e-08
1983,3.978649121272326e-08,2.2103606944767762e-08
1984,4.871167114117725e-08,1.275781880138993e-08
1985,4.692135291417543e-08,7.218669662023558e-09
1986,3.596691133811447e-08,8.392279760016663e-09
1987,5.010869807975382e-08,9.777307408143088e-09
1988,3.957725513981103e-08,9.594486316544248e-09
1989,4.7746663178749316e-08,9.878619922076837e-09
1990,4.413407395098545e-08,8.172976295739431e-09
1991,3.7513375794606674e-08,1.699824947465345e-08
1992,3.7467621893938485e-08,5.509944056569793e-09
1993,4.874502690377369e-08,8.308811416668505e-09
1994,4.061693537060762e-08,1.5824780152939866e-08
1995,3.795715686205625e-08,1.0302656505700725e-08
1996,3.629902711743682e-08,9.60856549880873e-09
1997,3.308477047880842e-08,9.110299625803009e-09
1998,3.24232791726331e-08,1.0013071705117227e-08
1999,3.336246900964568e-08,1.6452724072024694e-08
2000,3.622785815782237e-08,1.502130730912654e-08
2001,5.5203269955228507e-08,1.1829271784336015e-08
2002,3.548789351270898e-08,9.200565198597133e-09
2003,3.75023063714508e-08,1.1667384169911088e-08
2004,4.625030869398472e-08,9.690540481166465e-09
2005,5.134274405627082e-08,1.170974917030776e-08
2006,5.641509259746158e-08,1.070651389767363e-08
2007,5.312657647138508e-08,1.5977918099707722e-08
2008,5.662394739203158e-08,1.3623806527363058e-08
2009,5.3880575556775057e-08,1.3350939020995156e-08
2010,6.093692950237539e-08,1.6060896612657416e-08
2011,6.233074587025378e-08,1.0324724131205443e-08
2012,6.331910068491098e-08,1.1234034147378225e-08
2013,7.530637446961919e-08,9.761937702634782e-09
2014,8.856670580259518e-08,1.147685990687819e-08
2015,8.422986663703114e-08,1.0196246735816317e-08
2016,8.098939252576542e-08,1.5535050135184747e-08
2017,7.244960303909309e-08,9.307762116606e-09
2018,8.751171809429081e-08,9.29328036747279e-09
2019,1.0178441472996624e-07,1.1479445172213332e-08
