year,étant_VERB au_ADP,etant_VERB au_ADP
1841,1.4369187333329592e-06,2.118781061710706e-08
1842,1.2014503063539905e-06,2.2808102073668124e-08
1843,1.1896519058751664e-06,2.6581100209810415e-08
1844,1.4462358901567995e-06,1.2074834687680891e-08
1845,1.2812203760148577e-06,2.511102659141784e-08
1846,1.2985284261191055e-06,3.5712458990033724e-08
1847,1.5030914291003228e-06,3.182002128454542e-08
1848,1.1351808133497343e-06,4.666228692329355e-08
1849,1.1538454032233858e-06,2.513824526317876e-08
1850,1.1052485753282326e-06,2.851378333446064e-08
1851,1.157029322129688e-06,1.1608989991529484e-08
1852,1.184919284469288e-06,2.929745379631754e-08
1853,1.3156165827865607e-06,2.0304567360796e-08
1854,1.3856837162151692e-06,2.1821789930598356e-08
1855,1.398377893480074e-06,3.237231638308913e-08
1856,1.481193846686324e-06,2.485050831779745e-08
1857,1.4415095996866967e-06,2.3431243834082238e-08
1858,1.1681204732383321e-06,2.1532174265814774e-08
1859,1.244527142674201e-06,1.5785737161877478e-08
1860,1.1996799234026412e-06,1.9224172476128842e-08
1861,1.3398053404500843e-06,1.2261505866195677e-08
1862,1.2076576911823622e-06,1.626475054639087e-08
1863,1.3485476557661968e-06,1.4983862151041194e-08
1864,1.1468988976304217e-06,2.3014693706358003e-08
1865,1.2793203030270206e-06,2.8241066374334878e-08
1866,1.260680324577379e-06,2.3354942868536455e-08
1867,1.1476899359763593e-06,1.4073153309368536e-08
1868,1.566928084173469e-06,2.9639245280321802e-08
1869,1.093908284843792e-06,1.2208797972590446e-08
1870,1.1800672101713872e-06,2.2936195165357276e-08
1871,1.1821370193842995e-06,1.805600113868877e-08
1872,1.3044111106808032e-06,1.8142017554900747e-08
1873,1.213961756008075e-06,1.4366411171806703e-08
1874,1.41359250616091e-06,2.2703514623856336e-08
1875,1.3010752688558114e-06,2.1741802580521608e-08
1876,1.2085983485121687e-06,2.720706704373299e-08
1877,1.3402496445991119e-06,3.7727377222296354e-08
1878,1.232578028975695e-06,2.4156354694326865e-08
1879,1.5090033009812487e-06,2.138263877071722e-08
1880,1.2142564811412626e-06,1.7969969734465963e-08
1881,1.2996754179539494e-06,3.97432926568797e-08
1882,1.2951379773085137e-06,2.4624925432092937e-08
1883,1.3220057590856982e-06,3.0332827138934704e-08
1884,1.238478384735231e-06,2.5746618170785496e-08
1885,1.280103278489264e-06,3.093905087681037e-08
1886,1.3294135534636098e-06,1.4197620190614657e-08
1887,1.3984956535040283e-06,1.6975204131242094e-08
1888,1.3568915058215225e-06,1.7753721381907894e-08
1889,1.4190534383118347e-06,2.3181006225669876e-08
1890,1.3869081705308872e-06,2.4906669615631927e-08
1891,1.3322119549741274e-06,2.2309769587280925e-08
1892,1.3753116618886452e-06,1.4417578908521023e-08
1893,1.3573150035028902e-06,1.847524977449666e-08
1894,1.4827521948035383e-06,2.3315695152348326e-08
1895,1.316270989093482e-06,1.745398225949657e-08
1896,1.2254026113822647e-06,1.8870492723976895e-08
1897,1.3920019164004316e-06,1.0488084178916779e-08
1898,1.3200941539892597e-06,2.4896761097181752e-08
1899,1.2077758704265307e-06,2.2110313580014918e-08
1900,1.22301216443077e-06,2.0245106924221545e-08
1901,1.3267665979199705e-06,2.0678333823020978e-08
1902,1.793235645308755e-06,2.8479647085077886e-08
1903,1.2296301026282208e-06,3.564145423240461e-08
1904,1.2904475497066414e-06,2.3110888314192835e-08
1905,1.282964710469514e-06,1.3417973399043603e-08
1906,1.2253447359000802e-06,1.4403716885880158e-08
1907,1.29085373634652e-06,1.4399961667521666e-08
1908,1.3191990495542427e-06,2.4556945810161324e-08
1909,1.4038509892344564e-06,3.960708117034528e-08
1910,1.3632928741458272e-06,1.6566866656297918e-08
1911,1.2864664231670986e-06,2.6601870928288918e-08
1912,1.2877689776757961e-06,2.2400510557574194e-08
1913,1.3140808068357046e-06,1.962106255248841e-08
1914,1.3714930560126959e-06,2.0090230812286336e-08
1915,1.3111988330649638e-06,2.7095752752615e-08
1916,1.2042258266120598e-06,2.966614820465452e-08
1917,1.266622048134991e-06,2.8512702976435378e-08
1918,1.178502234466805e-06,2.1824114959656526e-08
1919,1.135327703849498e-06,1.2890987943769971e-08
1920,1.2236726796288622e-06,1.590168707821249e-08
1921,1.1109220920957341e-06,1.741731914250977e-08
1922,1.2535112787759317e-06,1.9182631816327955e-08
1923,1.1836782354279762e-06,2.7601464225313066e-08
1924,1.2530658919374105e-06,2.4494085870685467e-08
1925,1.110816003624393e-06,1.759708534443405e-08
1926,1.0778315377990566e-06,1.8948435376309192e-08
1927,1.1216119979451378e-06,1.56089151603922e-08
1928,1.0854738734522584e-06,1.4853853924634564e-08
1929,1.111812530041334e-06,3.342121868143977e-08
1930,1.239425252208548e-06,9.453243188239924e-09
1931,1.0641198144867303e-06,3.4216069089154644e-08
1932,1.0214288161947138e-06,9.863582839386709e-09
1933,1.0633303428875251e-06,2.1794258175944492e-08
1934,9.860840837205842e-07,9.585264137967897e-09
1935,1.049618567172672e-06,2.6330225999515733e-08
1936,1.1651850524430074e-06,3.3949200339833396e-08
1937,1.071504209804175e-06,1.76275650742852e-08
1938,9.89245857674348e-07,1.8151300462676545e-08
1939,1.0185837382437057e-06,2.7529290846928234e-08
1940,1.1005297375632495e-06,2.5357828725702802e-08
1941,8.234692092656815e-07,2.6563522936839945e-08
1942,1.0771451428581713e-06,2.4273694165799498e-08
1943,1.2251652212746933e-06,5.2258235072599746e-08
1944,1.0635645821821527e-06,2.8918675454292497e-08
1945,1.034789454124052e-06,2.6142048525912287e-08
1946,9.299297776266258e-07,2.7842207650508044e-08
1947,9.036020243158305e-07,1.4305044926388177e-08
1948,1.1034966433953741e-06,2.0656586663392318e-08
1949,9.679570576182073e-07,1.9634016634739737e-08
1950,1.0007874808870554e-06,1.4889506516624351e-08
1951,1.0128331293657311e-06,1.9190522948520083e-08
1952,1.0270639094756007e-06,1.2653764258629963e-08
1953,9.470194046734548e-07,1.508335811806205e-08
1954,8.736647263418718e-07,1.0749790169128914e-08
1955,1.0511880681463026e-06,1.783265446420046e-08
1956,1.007291801080612e-06,1.831439710997529e-08
1957,9.91291206897671e-07,2.2971097912716232e-08
1958,9.430357419404345e-07,2.3989505326671434e-08
1959,9.122630144631216e-07,2.0927019450667217e-08
1960,9.786057928451442e-07,2.353083372597098e-08
1961,9.94976401713643e-07,2.223410922042035e-08
1962,1.0248601753914954e-06,1.585489117772454e-08
1963,1.017110209389216e-06,2.5864212549464582e-08
1964,9.880364251202423e-07,1.764350843203033e-08
1965,9.384554511271403e-07,2.134096988015699e-08
1966,9.034230661342235e-07,2.1048484510899357e-08
1967,1.001351182416954e-06,2.021437595089992e-08
1968,9.741880608871156e-07,1.8414805236233178e-08
1969,9.065348809400575e-07,2.0892084950929757e-08
1970,8.650201714921479e-07,2.2993625226064296e-08
1971,8.447525186028315e-07,1.5415192233803054e-08
1972,8.418571209034553e-07,2.8728821988011077e-08
1973,8.93690346615017e-07,2.6463377267305077e-08
1974,8.680257252979828e-07,2.3627401812831295e-08
1975,8.807102380714582e-07,1.9990181066020796e-08
1976,8.221765450677765e-07,1.3712464497217525e-08
1977,8.086452054634208e-07,1.9393379346865913e-08
1978,8.085145051239806e-07,2.7326719553855128e-08
1979,8.110834874841544e-07,1.6970722382936287e-08
1980,8.476559614223333e-07,2.0466541572616848e-08
1981,8.36870210463303e-07,2.4037088985906507e-08
1982,9.056745566837776e-07,2.4209259485985513e-08
1983,8.380424265652664e-07,3.2839643893112225e-08
1984,8.553537655942023e-07,2.4355835570588624e-08
1985,8.596232188295971e-07,2.225756512430621e-08
1986,7.948687681391675e-07,2.6375735817651957e-08
1987,8.274045741885061e-07,1.2221633927111952e-08
1988,7.519678453249412e-07,1.5591040014584223e-08
1989,8.424267692319631e-07,3.128229586479847e-08
1990,8.281949490651641e-07,2.016000799631712e-08
1991,7.58473571060847e-07,2.3445860364290638e-08
1992,7.96737921859858e-07,1.3223865669154122e-08
1993,7.677341766765267e-07,2.049506697687775e-08
1994,8.01788828219685e-07,2.4264662945583382e-08
1995,8.231280252957163e-07,2.168980262062803e-08
1996,8.460876177451837e-07,2.4555224520383945e-08
1997,8.170499938842113e-07,2.5892430421947665e-08
1998,8.801966728810839e-07,2.6224710403255358e-08
1999,9.117551584836292e-07,1.965186458008361e-08
2000,9.030456151748467e-07,2.0322944216388805e-08
2001,8.736136507536685e-07,1.7086726256110296e-08
2002,8.863210823051304e-07,2.4534840381562617e-08
2003,8.688034505155429e-07,2.1667999838825835e-08
2004,8.492437340024139e-07,1.8940602419803554e-08
2005,9.259709354836332e-07,1.3961623412939161e-08
2006,8.985235737668518e-07,1.935408233677549e-08
2007,9.41498786488637e-07,1.1983438685803094e-08
2008,8.357354133181616e-07,1.7881246261453043e-08
2009,8.635196913076015e-07,1.2874119770245329e-08
2010,8.398904007833607e-07,1.1809482280966677e-08
2011,8.171828067560227e-07,6.118355100337425e-09
2012,7.965951063226839e-07,9.19148224198807e-09
2013,7.530637606834034e-07,1.0040849707237953e-08
2014,7.496771061710206e-07,7.579057936801803e-09
2015,8.201328931534135e-07,9.309616411101729e-09
2016,8.208720760904953e-07,1.1185236514776875e-08
2017,7.692739298903462e-07,8.553078245654433e-09
2018,7.406228093032041e-07,7.486253617017269e-09
2019,7.413170699521743e-07,4.081580295967058e-09
