year,transportant_VERB en_ADP,transportant_VERB sans_ADP
1846,3.9810608143397985e-08,1.7563503984519002e-09
1847,5.662884916546318e-08,1.3483059113639229e-08
1848,6.597081636527946e-08,2.413566457803995e-09
1849,3.016589289472904e-08,2.513824481908955e-09
1850,3.326607966869233e-08,0.0
1851,2.3862924081186065e-08,9.029214709244116e-09
1852,2.4740073101270355e-08,6.510545436100301e-10
1853,3.523439673358553e-08,5.971931837933653e-09
1854,3.3771819119010615e-08,3.117398783558656e-09
1855,5.625353338700734e-08,1.5920811335945473e-08
1856,7.248065259091163e-08,6.212626857404757e-09
1857,4.5886185517929334e-08,2.4407544874094356e-09
1858,5.921348167348128e-08,8.31924928945682e-09
1859,5.1940166834185675e-08,1.018434669930457e-09
1860,3.6159753635800485e-08,3.661747127736703e-09
1861,6.413710451624866e-08,9.431927461278633e-10
1862,5.2408640982548604e-08,4.517986429419807e-09
1863,5.4940828775329464e-08,1.4983863039219614e-09
1864,2.3973639073915365e-08,4.315255264231155e-09
1865,6.401308638714909e-08,1.4120533631256649e-09
1866,3.6978657136366166e-08,1.0704348518686402e-08
1867,4.901339600849042e-08,7.76449837758264e-09
1868,3.655506930488883e-08,9.87974813071446e-10
1869,2.6371003158942585e-08,9.767038289254515e-10
1870,4.0711746862598375e-08,4.013834153937523e-09
1871,2.549082545044712e-08,1.0621176826930423e-08
1872,6.047338985126771e-08,6.047339295989218e-10
1873,3.6514627765882324e-08,8.380406590902112e-09
1874,6.990292522601749e-08,5.974609140757536e-10
1875,2.4030413214859436e-08,8.58229043387837e-09
1876,4.0508300713781864e-08,4.232210137899983e-09
1877,4.0201303619369355e-08,8.040260901509555e-09
1878,5.857916174356603e-08,1.0870359723469392e-08
1879,3.0546626561545054e-08,1.832797580370027e-09
1880,5.519347823224052e-08,4.492492600149944e-09
1881,5.508280992438941e-08,4.8807553554297556e-09
1882,4.45910792734594e-08,6.655385131892899e-09
1883,5.308244865886991e-08,8.847074184359371e-09
1884,4.4891539374702916e-08,5.281357573494461e-09
1885,5.220964904850689e-08,1.2891271383708158e-09
1886,2.1941776617850905e-08,1.2906927748801422e-09
1887,6.071899605331055e-08,4.570247291724172e-09
1888,4.1848057463766963e-08,5.706553452000662e-09
1889,4.8868066926388565e-08,1.3156786771162388e-08
1890,3.277193327821948e-08,7.865263995654459e-09
1891,4.6531805075744614e-08,1.9122659011827636e-09
1892,3.322311670217459e-08,6.268512375839919e-10
1893,7.88277320085129e-08,9.853466487186324e-09
1894,4.4740929627806736e-08,8.192000855444803e-09
1895,5.416752912879019e-08,4.814891596538473e-09
1896,4.717623269812066e-08,1.7691086373616827e-09
1897,4.9527065559829e-08,5.2440420894583895e-09
1898,4.470100212206063e-08,2.8291773368493978e-09
1899,3.924580482816964e-08,5.527578395003729e-10
1900,3.114631752509922e-08,1.5573159428683425e-09
1901,2.011945998692255e-08,2.235495566438317e-09
1902,3.977329754434322e-08,7.856454153909453e-09
1903,2.7001101798873606e-08,5.400220270956879e-10
1904,5.589610019285374e-08,3.7622376325430196e-09
1905,4.3866453580676534e-08,5.160759042333041e-10
1906,4.0639058340730116e-08,4.629765903985117e-09
1907,3.857132635509686e-08,2.057137349353866e-09
1908,5.009616876883172e-08,1.4734167219643268e-09
1909,4.180747426030251e-08,1.1001967115120692e-09
1910,4.114996154935824e-08,3.206490406526541e-09
1911,4.8947441211311116e-08,4.788336838146279e-09
1912,4.115442830965321e-08,6.772247651554153e-09
1913,4.18936174639839e-08,5.30298971401777e-10
1914,3.884111371421639e-08,1.3393487430235496e-09
1915,6.361611670779865e-08,7.068456930880984e-09
1916,8.570220444426013e-08,8.789969641043172e-09
1917,7.128176093829097e-08,1.0966424435210342e-09
1918,6.202643110242434e-08,9.189101035644853e-09
1919,5.985101125816072e-08,7.366278698128781e-09
1920,6.815008424254643e-08,3.028892692213958e-09
1921,4.392193519997534e-08,5.300923255902035e-09
1922,3.6889677090812256e-08,1.1804696775641332e-08
1923,3.927900849021171e-08,7.431163684401554e-09
1924,2.0626599095407983e-08,0.0
1925,4.5092530598367375e-08,1.0998177923937646e-09
1926,3.455302854948883e-08,3.343841648018042e-09
1927,4.3481976685910695e-08,1.1149224876660924e-09
1928,5.5987601665918874e-08,2.2852082448565625e-09
1929,3.564929884625201e-08,1.1140406375176326e-09
1930,3.2561171536826805e-08,1.0503603542488804e-09
1931,3.9918749195066994e-08,4.5621426636444085e-09
1932,4.055028668403793e-08,2.1919073223131136e-09
1933,3.785318369864399e-08,1.1470662197865522e-09
1934,5.391711255242626e-08,2.3963160344919743e-09
1935,3.111753699158726e-08,0.0
1936,3.394919900756577e-08,8.487299751891442e-09
1937,2.895957251780601e-08,1.2591118148108649e-09
1938,4.2785206488815675e-08,3.8895642262559704e-09
1939,4.282334131744392e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,5.461581054078124e-08,6.068423541449874e-09
1943,3.4838822049465534e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,3.201854070766785e-08,1.3921104269343232e-09
1947,3.457052599742383e-08,2.3841741914054637e-09
1948,1.3046265401328583e-08,1.0871887834440486e-09
1949,3.0432726338958105e-08,0.0
1950,2.5524867552917385e-08,8.508289184305795e-09
1951,5.010858927789741e-08,3.1984206394497505e-09
1952,1.4762725264461096e-08,4.2179215675730575e-09
1953,2.3702419582605216e-08,3.232148326759443e-09
1954,3.0294863506696856e-08,5.863521668203475e-09
1955,2.627970197011109e-08,2.815682353940474e-09
1956,2.703553825256222e-08,5.232684952005684e-09
1957,4.1524678806581505e-08,2.6505113659425206e-09
1958,2.0680609225109947e-08,1.6544486891589827e-09
1959,3.952881399982289e-08,8.525822714489095e-09
1960,2.422291700554524e-08,2.7683333403416555e-09
1961,1.80652133252579e-08,1.3896318540318475e-09
1962,2.219684702708946e-08,1.2683912808952869e-09
1963,4.202934689168103e-08,3.879631726988464e-09
1964,2.1902286206909594e-08,1.2167936658258327e-09
1965,1.8057743744748223e-08,2.188817349590977e-09
1966,2.0494576702390077e-08,2.769537488234164e-09
1967,2.1200442290592036e-08,1.4791006197611978e-09
1968,2.2457079196236407e-08,4.042274071025531e-09
1969,3.1338128952951294e-08,1.3625273131978588e-09
1970,2.20738808620613e-08,1.8394900047624674e-09
1971,3.6996461116878265e-08,1.0276794970565106e-09
1972,3.0780881121739156e-08,8.208234980600082e-09
1973,2.7014698034122375e-08,1.6539611902288698e-09
1974,2.5877630038806387e-08,2.2502286700643026e-09
1975,1.7134440533084216e-08,1.7134440533084216e-09
1976,2.056869691235974e-08,5.713526873840635e-10
1977,1.5279633558407113e-08,1.1753563677885381e-09
1978,3.386137237271214e-08,2.970295565063452e-09
1979,3.3941446986318624e-08,0.0
1980,1.364436125195212e-08,3.411090521154847e-09
1981,1.707898356073656e-08,3.795329828193417e-09
1982,1.9864007883008128e-08,1.8622506869903077e-09
1983,1.894594880980094e-08,2.5261264191556165e-09
1984,3.595385322796574e-08,4.059305780401701e-09
1985,2.1656008541981464e-08,6.015558051686298e-10
1986,2.2779044428489215e-08,0.0
1987,2.994300241088155e-08,3.6664902225425067e-09
1988,2.0388283061834045e-08,2.99827696004229e-09
1989,2.8538234553288078e-08,4.939309850016116e-09
1990,2.942271493111548e-08,2.179460389939436e-09
1991,1.75843961613964e-08,1.1722930404189924e-09
1992,2.0937788391961476e-08,1.1019888335184191e-09
1993,1.7171543575944526e-08,0.0
1994,2.0572214154412904e-08,3.6924485691258724e-09
1995,1.843633334885908e-08,1.0844901643380922e-09
1996,1.2811421257197253e-08,1.067618438099771e-09
1997,1.7261619689179497e-08,2.876936688878118e-09
1998,3.0039213450017144e-08,0.0
1999,1.325358303660984e-08,3.1991407301035224e-09
2000,2.827540179772825e-08,4.859834756842929e-09
2001,2.409666527425358e-08,4.3812117822561447e-10
2002,1.6648641576466616e-08,1.752488598683044e-09
2003,2.5834921590917048e-08,3.7502307925763034e-09
2004,1.7178685141061578e-08,3.0833537945085254e-09
2005,2.0266872624574717e-08,2.251874686720612e-09
2006,1.6059770402421236e-08,8.235779835885637e-10
2007,1.717626255115512e-08,2.3966877371606188e-09
2008,2.3841662866175284e-08,1.7029758714315335e-09
2009,1.3827758271744983e-08,2.860915504498962e-09
2010,1.8895171649546683e-08,1.4171379625338432e-09
2011,1.2236710256186001e-08,0.0
2012,9.19148204769904e-09,3.063827413996023e-09
2013,1.506127500494614e-08,2.7891249310130206e-09
2014,1.4508482817920942e-08,2.165445156521173e-09
2015,1.6845973685453153e-08,3.989835573037226e-09
2016,2.2370471836064e-08,4.971216327476213e-09
2017,1.5848350770619746e-08,1.509366853724714e-09
2018,1.497250734505684e-08,2.581466596041082e-09
2019,1.1734543725605562e-08,2.2958890344426663e-09
