year,cherchant_VERB en_ADP
1957,1.192730101351458e-07
1958,1.2242920499616616e-07
1959,1.1471106864391345e-07
1960,1.6679208947323332e-07
1961,1.3340465887523578e-07
1962,1.6806184444106975e-07
1963,1.4354637656310842e-07
1964,1.3567249101953394e-07
1965,1.4938678383202841e-07
1966,1.4623156641135893e-07
1967,1.32132994323797e-07
1968,1.3114933938851436e-07
1969,1.3216514771485777e-07
1970,1.2324583131828604e-07
1971,1.3051530167729197e-07
1972,1.282536681301849e-07
1973,1.0419955120966051e-07
1974,9.675983525525567e-08
1975,1.0452008414318925e-07
1976,9.484454910335671e-08
1977,1.1400956800855511e-07
1978,1.199999459799983e-07
1979,1.1645426667428183e-07
1980,1.11997468632552e-07
1981,1.0943200789981233e-07
1982,1.2539154869983804e-07
1983,1.2567478480107752e-07
1984,1.1076105899121558e-07
1985,1.2933449511365325e-07
1986,1.1449467174351469e-07
1987,1.289382325353472e-07
1988,1.5171281031456374e-07
1989,1.0701838037974198e-07
1990,1.274984322563455e-07
1991,1.348137024237417e-07
1992,1.4987048313486184e-07
1993,1.240782463440837e-07
1994,1.0760850610580519e-07
1995,1.3501902351720219e-07
1996,1.1743803085551008e-07
1997,1.390519464017359e-07
1998,1.4352068955503228e-07
1999,1.256805326477206e-07
2000,1.0117291848743548e-07
2001,1.1785459452795521e-07
2002,1.3581786717509203e-07
2003,1.595931466980005e-07
2004,1.1496505170072169e-07
2005,1.2925761172510875e-07
2006,1.136537619572664e-07
2007,1.3860843495194786e-07
2008,1.3836679002565688e-07
2009,1.673635630083936e-07
2010,1.6580513673147834e-07
2011,1.7972667887278249e-07
2012,1.977870822678085e-07
2013,2.1141568051774584e-07
2014,2.516247352701839e-07
2015,2.234308036364041e-07
2016,2.4317531810424953e-07
2017,1.9722392963217317e-07
2018,2.0677548917547028e-07
2019,2.1683395878824285e-07
