year,prenant_VERB en_ADP
1944,8.739866501628057e-07
1945,7.624764322144983e-07
1946,8.422267967489461e-07
1947,9.012178665557258e-07
1948,9.991264846576087e-07
1949,1.135827872644768e-06
1950,9.380388661384131e-07
1951,9.584600064727056e-07
1952,9.258337598794242e-07
1953,1.0084302601853778e-06
1954,9.068913442433768e-07
1955,1.015522755665188e-06
1956,1.065723473914204e-06
1957,1.0336994193949067e-06
1958,1.0538837926787892e-06
1959,1.021548541757511e-06
1960,1.106641200010472e-06
1961,1.252753094149739e-06
1962,1.3115166268562461e-06
1963,1.1768216694463263e-06
1964,1.213143292488894e-06
1965,1.1491291616039234e-06
1966,1.2041948025398597e-06
1967,1.3578144688608518e-06
1968,1.5648092528408597e-06
1969,1.861212382436861e-06
1970,1.8008607725050751e-06
1971,1.7825101252810782e-06
1972,1.8247932445092374e-06
1973,1.6313569943804396e-06
1974,1.7720550715694117e-06
1975,1.6608984765298374e-06
1976,1.679776957530521e-06
1977,1.739527391464435e-06
1978,1.8172268596572394e-06
1979,1.917691633934737e-06
1980,1.7669448908463892e-06
1981,1.92043688684862e-06
1982,2.0031610432624802e-06
1983,1.960905620990161e-06
1984,2.0731455947498034e-06
1985,2.1343200131695994e-06
1986,1.8205252914071934e-06
1987,1.967682976555807e-06
1988,1.9962527915140527e-06
1989,1.9696871049745823e-06
1990,1.9239187025732463e-06
1991,2.0690971069825537e-06
1992,2.06512714839846e-06
1993,1.9714039467544353e-06
1994,2.033484236108052e-06
1995,2.0822212007942653e-06
1996,2.09093066416699e-06
1997,2.2152412100240326e-06
1998,2.3015759182953843e-06
1999,2.2755032063059843e-06
2000,2.3870624943356233e-06
2001,2.300136173971623e-06
2002,2.392585152222182e-06
2003,2.4718186608652104e-06
2004,2.409861366459154e-06
2005,2.4896728660905865e-06
2006,2.4073184761164157e-06
2007,2.2748560155605446e-06
2008,2.4420673270242332e-06
2009,2.305897830012782e-06
2010,2.2556110721438927e-06
2011,2.0029964886703056e-06
2012,1.866551713192166e-06
2013,1.8416593050574193e-06
2014,1.512779974177647e-06
2015,1.6801641535835188e-06
2016,1.5673830091600394e-06
2017,1.7254578565939482e-06
2018,1.6549783552477493e-06
2019,1.5336537870780376e-06
