year,est_VERB avant_ADP,est_VERB savant_ADJ
1860,1.037189917951764e-06,1.5837056821510487e-07
1861,1.0535462706684484e-06,2.2683785516619537e-07
1862,9.596202517059282e-07,2.507482292912755e-07
1863,1.000921997729165e-06,2.247579402592237e-07
1864,1.0399764960311586e-06,1.91309638353232e-07
1865,1.100930944630818e-06,2.772331413325446e-07
1866,9.969641041607247e-07,1.5618617510426702e-07
1867,1.0132670240636799e-06,1.4849602791855432e-07
1868,1.216197006215225e-06,1.60051925490734e-07
1869,1.1783931768150069e-06,1.767833879284808e-07
1870,1.220779040522757e-06,1.8119594358267932e-07
1871,9.739619599713478e-07,1.1683295042530517e-07
1872,1.104244120142539e-06,1.3122726727488043e-07
1873,1.1169884146511322e-06,1.2869909937762714e-07
1874,1.0294251069353777e-06,1.171023384927139e-07
1875,1.2266954172446276e-06,1.458989373759323e-07
1876,1.1826004993054084e-06,1.831942455510216e-07
1877,1.2808753808712936e-06,1.6884547449080856e-07
1878,1.1353487252563355e-06,2.7175897798770166e-07
1879,1.2224759302625898e-06,1.6617364906323928e-07
1880,1.1950029374929727e-06,1.3220763150911807e-07
1881,1.3463911727740197e-06,1.520006662758533e-07
1882,1.3576985793406493e-06,1.024929332515967e-07
1883,1.4035251751920441e-06,1.4344900023388618e-07
1884,1.1942470337089617e-06,1.8022632275460637e-07
1885,1.1647263136183028e-06,1.205333859388702e-07
1886,1.3836227026331471e-06,1.264878903839417e-07
1887,1.4180824337017839e-06,1.3906608842262358e-07
1888,1.317579744863906e-06,1.242760419017941e-07
1889,1.672165012678306e-06,8.959145247899869e-08
1890,1.5435580280609429e-06,9.37277278012516e-08
1891,1.4571467090718215e-06,9.943783396693107e-08
1892,1.58342618306051e-06,1.4856374264127226e-07
1893,1.5962615407261183e-06,1.2316833419845352e-07
1894,1.6654968248985824e-06,1.0271509154335945e-07
1895,1.8729928115135408e-06,8.66680522904062e-08
1896,1.734905936245923e-06,1.3563166589847242e-07
1897,1.8161865682486678e-06,9.614077356445705e-08
1898,2.007018565564067e-06,8.883617397259513e-08
1899,1.851185970735969e-06,7.40695469403363e-08
1900,1.7114901993409148e-06,1.2458527010039688e-07
1901,1.932027089424082e-06,7.936009183140413e-08
1902,1.607626927579986e-06,9.6732591714499e-08
1903,2.077464841931942e-06,8.69435439199151e-08
1904,2.0547192889353028e-06,6.933266405440008e-08
1905,2.030758651017095e-06,1.0476340861487188e-07
1906,1.8498487861506874e-06,1.1883066264317677e-07
1907,1.991823182834196e-06,7.662836765121028e-08
1908,2.3157199393608607e-06,1.1247080777820884e-07
1909,2.1794896838400746e-06,1.1387035669940815e-07
1910,2.0959757875971263e-06,1.2238105284723133e-07
1911,2.2303008790913736e-06,1.244967506863759e-07
1912,2.374975110797095e-06,1.0575124775868971e-07
1913,2.385815150773851e-06,1.4795341485296376e-07
1914,2.337163550691912e-06,1.151839938984267e-07
1915,1.7871416275738738e-06,8.010918151057922e-08
1916,2.0601491996785626e-06,7.251725264723063e-08
1917,2.406033445367939e-06,7.128176093829097e-08
1918,2.2042356704332633e-06,8.614782132099208e-08
1919,2.224616082457942e-06,8.01082791213048e-08
1920,2.585917172837071e-06,1.4841573658941343e-07
1921,2.4073763142951066e-06,1.1434848801172848e-07
1922,2.6494167286728043e-06,7.968170478989123e-08
1923,2.6242623789585195e-06,1.9321025490626198e-07
1924,2.6350480766268447e-06,1.353620575628156e-07
1925,2.5867714157357113e-06,1.1658068643782826e-07
1926,2.5457779884163756e-06,1.1814906741847153e-07
1927,2.696997398743406e-06,1.2821608663671213e-07
1928,2.671408537935349e-06,1.1311780667710991e-07
1929,2.6837240056920564e-06,1.3145680100024038e-07
1930,2.7193830192118185e-06,1.3024468614730722e-07
1931,2.7418477657192852e-06,1.0264820815564235e-07
1932,2.691662302822806e-06,1.0521155502374313e-07
1933,2.728870640567038e-06,1.1126542176498333e-07
1934,2.886362608478521e-06,9.106000931069502e-08
1935,3.1943350222718436e-06,1.041240693666623e-07
1936,3.0142041396175046e-06,1.1033490210365926e-07
1937,2.8405563625710784e-06,7.051026074123001e-08
1938,3.1168376608547987e-06,1.0242519721259669e-07
1939,3.11233930005983e-06,1.330582364289512e-07
1940,2.6955372049997095e-06,7.353770570261986e-08
1941,2.6238858481519856e-06,1.121570960549434e-07
1942,3.2101961551234126e-06,6.978687139280737e-08
1943,3.3300107133982237e-06,7.83873517207212e-08
1944,3.0621663427155e-06,9.639558129492798e-08
1945,3.5139269130013417e-06,1.0892519952676594e-07
1946,3.7155427889956627e-06,9.048717686255259e-08
1947,3.6346734759717947e-06,1.1682453759931377e-07
1948,3.48661433235975e-06,1.2502671609126992e-07
1949,3.5675009257829515e-06,9.522498345404529e-08
1950,3.3916167012648657e-06,9.465471606517895e-08
1951,3.4244421840412542e-06,8.955577612823618e-08
1952,3.2994691991916625e-06,7.27591498161928e-08
1953,3.6243154681869783e-06,1.2713115893348004e-07
1954,3.6265880680730334e-06,1.280202184261725e-07
1955,3.5130331070831744e-06,9.291751723594643e-08
1956,3.4692700410232646e-06,2.2849390290957672e-07
1957,3.5039759040955687e-06,8.923387895265478e-08
1958,3.398237595320097e-06,8.437688592266568e-08
1959,3.5754198961512884e-06,7.828255377262394e-08
1960,3.3780588637455367e-06,1.0519666915342896e-07
1961,3.5546781873563305e-06,8.754680891343014e-08
1962,3.555300736479694e-06,1.2430234619387193e-07
1963,3.5970654153061332e-06,1.1056950910415253e-07
1964,3.4721206247922964e-06,1.02210670149816e-07
1965,3.6520416415442014e-06,1.0998807198348004e-07
1966,3.4680147109611426e-06,6.702280330728172e-08
1967,3.3531212011439493e-06,9.860671212891248e-08
1968,3.5895395740226377e-06,1.1857337511855803e-07
1969,3.293228473921772e-06,7.5393181475647e-08
1970,3.370865442775539e-06,1.3060379444596038e-07
1971,3.4483784929761896e-06,9.917107490764465e-08
1972,3.6500994156085653e-06,1.862243266259611e-07
1973,3.454573516137316e-06,7.222296716236087e-08
1974,3.36409175361041e-06,7.932055723358644e-08
1975,3.57310204890382e-06,7.367809473635134e-08
1976,3.5212465263612103e-06,5.027903782206522e-08
1977,3.5666189432959072e-06,8.345030266809772e-08
1978,3.938017925975146e-06,5.8217796805593025e-08
1979,3.91672574551194e-06,8.543881335754122e-08
1980,4.0341828935197555e-06,1.0233271297011015e-07
1981,4.268481006874936e-06,7.464148410463167e-08
1982,4.24965628553764e-06,7.697303061604543e-08
1983,4.203474418318365e-06,7.578379523920376e-08
1984,4.242554496158846e-06,1.014826480627562e-07
1985,4.3432328311610036e-06,9.203803585933201e-08
1986,4.329217517806683e-06,6.29420995323926e-08
1987,4.6442210077657364e-06,6.171924837872211e-08
1988,4.4752282519766595e-06,8.335209855658832e-08
1989,4.386107320897281e-06,6.146697018039049e-08
1990,4.599751264322549e-06,7.519138023326377e-08
1991,4.590699518303154e-06,7.502675458681551e-08
1992,4.794202595803654e-06,8.926109273943439e-08
1993,4.9099535317509435e-06,6.480872372094382e-08
1994,4.729499323730124e-06,7.543145130739504e-08
1995,4.943105977872619e-06,5.368226396740283e-08
1996,5.3487683544517495e-06,6.459091395072392e-08
1997,5.485359451995464e-06,8.918503624499863e-08
1998,5.484302164404653e-06,6.675380603837766e-08
1999,5.381411938287783e-06,9.688826452247667e-08
2000,5.682030405296246e-06,7.510653432518666e-08
2001,5.82964048589929e-06,6.308945188493453e-08
2002,5.660100214299746e-06,7.44807664432301e-08
2003,5.776188572781393e-06,8.917214699977194e-08
2004,5.817848432343453e-06,7.003617952250352e-08
2005,5.952155333943665e-06,6.125099361042885e-08
2006,6.0112956816738006e-06,5.929761570655501e-08
2007,6.044446308806073e-06,6.351222481271179e-08
2008,5.993197646603221e-06,8.983197830048084e-08
2009,5.608348146779463e-06,9.91784077086777e-08
2010,5.35725348527194e-06,7.510831068202606e-08
2011,5.2017489906575065e-06,5.850677098351298e-08
2012,4.466719929041574e-06,4.731911218414098e-08
2013,4.144639660808025e-06,7.697985182630873e-08
2014,3.7061595321574714e-06,6.344754410747555e-08
2015,3.667545570351649e-06,6.49456595169795e-08
2016,3.44360273629718e-06,9.258889832608475e-08
2017,3.8071261769800913e-06,3.949509874701107e-08
2018,3.410117415114655e-06,4.543381493249399e-08
2019,3.413986860323348e-06,6.045841161039789e-08
