year,seront_VERB à_ADP,seront_VERB a_ADP
1935,2.05256083063432e-06,2.752705263731059e-08
1936,1.8987302610184997e-06,4.12240299674238e-08
1937,2.202186578870169e-06,6.16964799249331e-08
1938,2.171673486373038e-06,4.148868537612316e-08
1939,2.287989900651155e-06,5.8117391787959605e-08
1940,1.9626959328888915e-06,6.085878978545622e-08
1941,2.083760819004965e-06,9.444808490854939e-08
1942,1.83569807177264e-06,3.6410541248699246e-08
1943,1.927748144225916e-06,1.1612940831184915e-08
1944,1.9600436189648462e-06,2.5705489292704442e-08
1945,2.0499724087130744e-06,3.267756110147957e-08
1946,2.110439481839421e-06,2.645009811175214e-08
1947,1.947870259755291e-06,4.410722165282266e-08
1948,1.673183533057454e-06,2.5005342685346932e-08
1949,2.119492137353518e-06,5.595694752003055e-08
1950,1.8739507368081831e-06,3.5096692441172195e-08
1951,1.870009896265401e-06,3.19842060614306e-08
1952,1.828468953135598e-06,5.166953864765844e-08
1953,1.70980638358742e-06,2.3702420026694426e-08
1954,1.662308363847842e-06,2.443134095031496e-08
1955,1.6171402421605308e-06,2.7218262754757916e-08
1956,1.7110879753090558e-06,3.5756680061282964e-08
1957,1.6733561096771155e-06,3.0039128351422306e-08
1958,1.6900193031688104e-06,2.48167307259628e-08
1959,1.8175503555539763e-06,2.9452841832089405e-08
1960,1.6381612795157707e-06,2.3530833559437525e-08
1961,1.7849821460913518e-06,4.168895717526766e-08
1962,1.7205727544933325e-06,2.7904608845830126e-08
1963,1.6766475710028317e-06,2.1984581488609933e-08
1964,1.7923371160577517e-06,1.8251905320454398e-08
1965,1.6137055354192853e-06,3.337946508086276e-08
1966,1.6218410792134819e-06,2.326411419062424e-08
1967,1.8335917957301717e-06,3.007504723040455e-08
1968,1.693712874839548e-06,2.0660512634051997e-08
1969,2.716425342441653e-06,2.99756011123975e-08
1970,2.0450529518711846e-06,2.7132477625757545e-08
1971,1.7999806232182891e-06,2.106742980068077e-08
1972,1.735528712742962e-06,2.5137719017465088e-08
1973,1.6269464140350465e-06,1.709093200297218e-08
1974,1.8266231336383498e-06,3.544110294129155e-08
1975,1.6306275938404724e-06,2.341706917263764e-08
1976,1.6340686670446303e-06,2.3425460182746605e-08
1977,1.5303139662137255e-06,2.3507126911681553e-08
1978,1.6592072142884717e-06,3.5643549001207475e-08
1979,1.715798589430051e-06,1.8726315165196183e-08
1980,1.6106031353047001e-06,3.240535872972572e-08
1981,1.6939821989581105e-06,1.2018544104375195e-08
1982,1.7232026721103466e-06,2.7313010853013964e-08
1983,1.5756713764858432e-06,3.726036634787988e-08
1984,1.5587735333610908e-06,2.7835240778983916e-08
1985,1.5893103864073055e-06,1.564045115642898e-08
1986,1.5285937706721597e-06,1.7384007400256252e-08
1987,1.47209573242435e-06,1.3443797297618687e-08
1988,1.4949408750908333e-06,1.4991384633677995e-08
1989,1.733149019855773e-06,1.8659615852456568e-08
1990,1.5773844097566325e-06,1.6890817911008327e-08
1991,1.6060414509411203e-06,2.0515128540399274e-08
1992,1.5785990399308503e-06,9.917899501665772e-09
1993,1.573688791722816e-06,9.970573366935298e-09
1994,1.5228713436954422e-06,6.329911927949183e-09
1995,1.534011289550108e-06,7.591431094855494e-09
1996,1.5149505543377018e-06,9.60856594289794e-09
1997,1.6163589862117078e-06,1.5343662784772505e-08
1998,1.589217504260887e-06,2.050295500044541e-08
1999,1.4889715203025844e-06,6.855301576402795e-09
2000,1.528197117295349e-06,7.952456693161025e-09
2001,1.4681440916319843e-06,1.3581756497238473e-08
2002,1.4988158909545746e-06,1.4458031272202021e-08
2003,1.4534226693285746e-06,1.0000615113803235e-08
2004,1.476045554227312e-06,1.1892936080393213e-08
2005,1.4231849263524055e-06,1.1259373988714572e-08
2006,1.447850081603974e-06,1.2353669365250397e-08
2007,1.3824893585479003e-06,1.677681391032415e-08
2008,1.393885781908466e-06,1.1069342942260363e-08
2009,1.465265540900873e-06,1.2397300297450897e-08
2010,1.3254963278086507e-06,4.723792912386671e-09
2011,1.4993794366091606e-06,6.1183551280930004e-09
2012,1.5169349580901326e-06,5.106379125097149e-09
2013,1.414923190168338e-06,5.578250139581797e-09
2014,1.3157244893591269e-06,4.11434586400361e-09
2015,1.3547709158956422e-06,4.433150652127793e-09
2016,1.404368504154263e-06,3.5212779914139958e-09
2017,1.813252652027586e-06,4.276539233849519e-09
2018,1.3529466968975612e-06,2.5814667625745358e-09
2019,1.3688600120076444e-06,2.5509878653906526e-09
