year,doit_VERB avoir_VERB,doit_VERB savoir_VERB
1844,1.7569982446730137e-05,1.47806952099927e-06
1845,1.6771375157986768e-05,1.4503012835120899e-06
1846,1.7646052583586425e-05,1.5935952433210332e-06
1847,1.76482462848071e-05,1.3402160448094946e-06
1848,1.738250648486428e-05,1.4360721252160147e-06
1849,1.7477783330832608e-05,1.5493537830479909e-06
1850,1.705531576590147e-05,1.4433405794989085e-06
1851,1.6033305655582808e-05,1.162833768830751e-06
1852,1.6408526789746247e-05,1.3372659850574564e-06
1853,1.5627949323970824e-05,1.3150194035915774e-06
1854,1.5379686374217272e-05,1.2360485470708227e-06
1855,1.5357214579125866e-05,1.3198352917243028e-06
1856,1.6669513570377603e-05,1.2347596793915727e-06
1857,1.4912034203007352e-05,1.3009221220272593e-06
1858,1.5665145838283934e-05,1.4725071650900645e-06
1859,1.5241384062392171e-05,1.2292506426092586e-06
1860,1.4596639630326536e-05,1.2225658565512276e-06
1861,1.5821115084690973e-05,1.3398052942648064e-06
1862,1.4842939890513662e-05,1.3590102980742813e-06
1863,1.52920310938498e-05,1.3310664144228213e-06
1864,1.4937974810891319e-05,1.3276601293910062e-06
1865,1.6229199900408275e-05,1.3974621424495126e-06
1866,1.5195309060800355e-05,1.3716162357013673e-06
1867,1.4663255569757894e-05,1.3689781326320372e-06
1868,1.4958926840336062e-05,1.2517640470832703e-06
1869,1.5496871128561907e-05,1.3864311085853842e-06
1870,1.4565630408469588e-05,1.3939472864876734e-06
1871,1.5100127711775713e-05,1.3255229305286775e-06
1872,1.4776673197047785e-05,1.3497660802386235e-06
1873,1.4903954252076801e-05,1.164876493930933e-06
1874,1.4396418009710032e-05,1.1351756938893232e-06
1875,1.4740370716026518e-05,1.215252382280596e-06
1876,1.4243806617741939e-05,1.0568434163360507e-06
1877,1.4522566743835341e-05,1.2592284974743961e-06
1878,1.4939497305022087e-05,1.0308724540664116e-06
1879,1.5014888958830852e-05,1.1387782024030457e-06
1880,1.3607117580249906e-05,1.1834508768515661e-06
1881,1.4290154467744287e-05,1.195087747873913e-06
1882,1.4537357856170274e-05,1.2611955071406555e-06
1883,1.3938565643911716e-05,1.1899314813490491e-06
1884,1.3809430129185785e-05,1.0536308536757133e-06
1885,1.3778835636912845e-05,1.0641743983796914e-06
1886,1.3616163414553739e-05,1.0977341844409239e-06
1887,1.3927501640864648e-05,9.94355218608689e-07
1888,1.4133864169707522e-05,1.0436651791678742e-06
1889,1.3596600183518603e-05,1.0700853181333514e-06
1890,1.405457078362815e-05,1.0015102134275367e-06
1891,1.411953508068109e-05,1.017962972582609e-06
1892,1.354813593934523e-05,8.976509775493469e-07
1893,1.368461744277738e-05,8.609466135567345e-07
1894,1.3161395145289134e-05,9.59094336394628e-07
1895,1.2707100722764153e-05,1.0165439334741677e-06
1896,1.3178680092096329e-05,9.771376880962634e-07
1897,1.2724377484119032e-05,1.0732806003943551e-06
1898,1.3086642866255715e-05,1.1661869621093501e-06
1899,1.2969357157999184e-05,1.2028010587528115e-06
1900,1.2459046956792008e-05,1.1487800293252803e-06
1901,1.2442767911124974e-05,1.0501240694793523e-06
1902,1.2556086403492372e-05,9.997337429012987e-07
1903,1.2266060366528109e-05,1.0406224646430928e-06
1904,1.2102043910999782e-05,9.808691174839623e-07
1905,1.2427623914845753e-05,1.1560100574570242e-06
1906,1.2714880540443119e-05,1.178018237624201e-06
1907,1.2709509064734448e-05,1.0686828773032175e-06
1908,1.2332989172136877e-05,1.1826624586319667e-06
1909,1.2125818102504127e-05,1.1898627008122276e-06
1910,1.265174250875134e-05,1.259081955140573e-06
1911,1.2345928553259e-05,1.126323240896454e-06
1912,1.2744849300361238e-05,1.1851433328047278e-06
1913,1.220907324750442e-05,1.1963544466198073e-06
1914,1.2083603905921336e-05,1.198717086481338e-06
1915,1.1093943612650037e-05,1.0791177373903338e-06
1916,1.108415199269075e-05,1.0844624966921401e-06
1917,1.1659502888505813e-05,1.3839627399647725e-06
1918,1.1093542525486555e-05,1.4174188436300028e-06
1919,1.1203189387742896e-05,1.2964650295543834e-06
1920,1.233289367519319e-05,1.1858114703500178e-06
1921,1.1927834748348687e-05,1.2366296004984179e-06
1922,1.1493348210933618e-05,1.3036811878919252e-06
1923,1.1407897545723245e-05,1.0520404885028256e-06
1924,1.1164146599185187e-05,1.1022339094779454e-06
1925,1.1766950592573266e-05,1.287886675527261e-06
1926,1.1034677299903706e-05,1.1547399481059983e-06
1927,1.1422381248848978e-05,1.1673238304865663e-06
1928,1.1455748790467624e-05,1.0968999504257226e-06
1929,1.0916483915934805e-05,1.1563741963982466e-06
1930,1.1131719475088175e-05,1.1963604720222065e-06
1931,1.1286741028015967e-05,1.1998434956694837e-06
1932,1.1054884453187697e-05,1.181438051389705e-06
1933,1.1011835340468679e-05,1.0885657957260264e-06
1934,1.0966740774165373e-05,1.15502427888714e-06
1935,1.1138881745864637e-05,1.0867202036024537e-06
1936,1.0742496669990942e-05,1.1554852790141013e-06
1937,1.0886280506383628e-05,1.1772694961109664e-06
1938,1.0586097232589964e-05,1.1785380138462642e-06
1939,1.0477953765075654e-05,1.1883477100127493e-06
1940,9.83123027253896e-06,1.2019611403957242e-06
1941,1.0705100066843443e-05,1.2366796227070154e-06
1942,1.0240464689559303e-05,1.2470610499804025e-06
1943,1.0167129403271247e-05,1.3006493873035652e-06
1944,1.0047632713394705e-05,1.343111762253102e-06
1945,1.0260753697366454e-05,1.4443481859416352e-06
1946,1.0680270861485042e-05,1.279349476135394e-06
1947,1.0441491212986875e-05,1.361363501928281e-06
1948,9.914074325934052e-06,1.398124823026592e-06
1949,1.0238158210995607e-05,1.2251626912984648e-06
1950,1.1119270311610308e-05,1.3634532933792798e-06
1951,1.0495084097783547e-05,1.2516485412561451e-06
1952,1.0269584890920669e-05,1.2126524779887404e-06
1953,1.0166183528781403e-05,1.2163651490482152e-06
1954,9.558517376717646e-06,1.2762932328769239e-06
1955,9.634326488594525e-06,1.1497369314383832e-06
1956,1.0090360774483997e-05,1.3011942883167649e-06
1957,9.26177017390728e-06,1.207749619425158e-06
1958,9.427049008081667e-06,1.1217161954846233e-06
1959,1.0068996743939351e-05,1.260271574210492e-06
1960,9.555594260746147e-06,1.2471341506170575e-06
1961,9.682954441814218e-06,1.287493887502933e-06
1962,9.94165111478651e-06,1.2461944152164506e-06
1963,9.517383659840561e-06,1.3223078667579102e-06
1964,9.891924491967075e-06,1.3098783711029682e-06
1965,1.0474038390384521e-05,1.1682813010338577e-06
1966,9.717198736325372e-06,1.5426322761413758e-06
1967,1.0376384125265758e-05,1.3237951179689844e-06
1968,9.469701581110712e-06,1.2966717122253613e-06
1969,1.008633535093395e-05,1.1876696817125776e-06
1970,9.801722626434639e-06,1.1993474799965043e-06
1971,8.989112757262774e-06,1.2352707017271314e-06
1972,9.211178621626459e-06,1.2255920864845393e-06
1973,8.47544833959546e-06,1.191403384837031e-06
1974,8.672944204590749e-06,1.1577426448639017e-06
1975,7.93438812252134e-06,1.1097406513727037e-06
1976,7.815533535904251e-06,1.1049960448872298e-06
1977,7.963627467688639e-06,1.1935743486901629e-06
1978,7.571283731522271e-06,1.105544015445048e-06
1979,8.094449185591657e-06,1.1891210078829317e-06
1980,7.454937986040022e-06,1.167729919870908e-06
1981,7.106122211553156e-06,1.2031194955852698e-06
1982,7.547081168013392e-06,1.1496293836898985e-06
1983,7.1464114625996444e-06,1.2220136795804137e-06
1984,8.104114385787398e-06,1.1905364090125659e-06
1985,7.735406143183354e-06,1.2199551520097884e-06
1986,7.175398877734551e-06,1.149742274719756e-06
1987,7.287760126928333e-06,1.2270520528545603e-06
1988,7.098120931914309e-06,1.1471407788121724e-06
1989,7.198769708338659e-06,1.2737931456285878e-06
1990,7.419428129651351e-06,1.1856265018650447e-06
1991,7.095303772075567e-06,1.2232877679707599e-06
1992,6.783292064937996e-06,1.2044738468830474e-06
1993,7.316738901863573e-06,1.3183313285480835e-06
1994,7.01829003446619e-06,1.278642230317928e-06
1995,7.2796401582309045e-06,1.311690880356764e-06
1996,7.058559276629239e-06,1.2154836213085218e-06
1997,6.92286857884028e-06,1.3392140090218163e-06
1998,6.8799336077063344e-06,1.4094589460000861e-06
1999,7.104377800715156e-06,1.3390689446168835e-06
2000,7.079011993482709e-06,1.3006684866923024e-06
2001,7.058132268866757e-06,1.2964005691173952e-06
2002,7.410836133203702e-06,1.3752654695053934e-06
2003,7.352118700509891e-06,1.2909126780868974e-06
2004,7.195226316980552e-06,1.3011753026148654e-06
2005,7.402813025692012e-06,1.4700239034937113e-06
2006,7.2347206696576905e-06,1.4437322306548594e-06
2007,7.107377314241603e-06,1.508315449427755e-06
2008,7.15675605533761e-06,1.5382129276986234e-06
2009,7.392128736682935e-06,1.5148547163335024e-06
2010,7.581687896163203e-06,1.8059060948871775e-06
2011,7.664004442631267e-06,1.9811998299701372e-06
2012,7.550632744823815e-06,2.012594222833286e-06
2013,8.407538189203478e-06,1.8171149349655025e-06
2014,7.988760444277432e-06,1.9055917164223501e-06
2015,8.52361881698016e-06,1.7408983694622293e-06
2016,8.975323908089194e-06,1.793159071894479e-06
2017,8.206930033338722e-06,1.755896732902329e-06
2018,8.132652510539629e-06,1.8380043229626608e-06
2019,8.10882465884788e-06,1.8576292859506793e-06
