year,sentant_VERB en_ADP,sentant_VERB sans_ADP
1842,8.385331362603665e-08,6.708265054555795e-09
1843,5.965980337530041e-08,4.7255288571079745e-09
1844,5.323904539444868e-08,1.3172547497219966e-08
1845,4.798996089405705e-08,2.8459162138005922e-08
1846,6.43995143878584e-08,1.5807152919933287e-08
1847,5.231426936092021e-08,0.0
1848,5.390298696283935e-08,1.448139919091318e-08
1849,4.5248841340495005e-08,8.379414495607307e-09
1850,4.073397619208663e-08,6.1100964288129944e-09
1851,5.095056665460618e-08,1.5478653025979838e-08
1852,4.362065442187202e-08,6.510545436100301e-09
1853,6.808002606106811e-08,1.7318601663873778e-08
1854,6.390667151023877e-08,1.0391328686409906e-08
1855,5.466145225341279e-08,2.0166361025530932e-08
1856,7.092749088055683e-08,1.967331869634492e-08
1857,7.615154418161296e-08,1.1715622250108026e-08
1858,9.787351989976045e-08,1.761723389392955e-08
1859,7.74010380233392e-08,1.0693564256314403e-08
1860,8.10161535635956e-08,2.654766717569146e-08
1861,7.875659502332155e-08,1.0846716413936974e-08
1862,5.8282022985522985e-08,1.4005757470458846e-08
1863,7.491931369729699e-08,2.8968800691586694e-08
1864,8.630510395235547e-08,1.1507347075223606e-08
1865,6.542513686369489e-08,8.001635798393636e-09
1866,5.3035181579730306e-08,2.1895258939252926e-08
1867,5.580733386523207e-08,1.747012134956094e-08
1868,7.064019857949688e-08,1.4819621974027086e-08
1869,4.7858488172458635e-08,1.8069020502053945e-08
1870,9.518520727169744e-08,2.9243649279919737e-08
1871,6.585129597169725e-08,1.0621177271019633e-09
1872,6.531126550690658e-08,7.861540751719076e-09
1873,9.457887362174233e-08,1.5563610844537834e-08
1874,6.751308595509542e-08,1.9716210886144836e-08
1875,6.980263123068653e-08,1.3731664694205392e-08
1876,7.19475763411026e-08,1.813804395567331e-08
1877,7.54547538894812e-08,3.1542562672903784e-08
1878,6.099479454846346e-08,1.2078177569208037e-08
1879,8.369775383876288e-08,7.942122737247814e-09
1880,6.032775701214632e-08,5.134277003548959e-09
1881,6.554156783966647e-08,7.669758161910067e-09
1882,6.921600870235523e-08,6.655385131892899e-09
1883,7.014466429922095e-08,1.3270611554094813e-08
1884,7.988053596363898e-08,9.902545450302114e-09
1885,6.961286702633629e-08,3.86738152613475e-09
1886,7.356948727998969e-08,9.034849313138693e-09
1887,5.157850324621904e-08,1.9586773758462073e-08
1888,5.833365590568462e-08,1.0779045211961602e-08
1889,6.327788015791924e-08,3.132568426877924e-09
1890,7.734175921925157e-08,9.176141013700345e-09
1891,6.947900033082988e-08,8.286486163910922e-09
1892,5.202865338560514e-08,2.382034658410248e-08
1893,7.88277318974906e-08,1.29326747089209e-08
1894,9.830401270782829e-08,2.142523314319078e-08
1895,6.439917732414813e-08,2.2870734639468537e-08
1896,1.0201860001224361e-07,1.6511680911435178e-08
1897,6.467652169384053e-08,8.740070001067579e-09
1898,5.092519472782442e-08,1.4711722506888236e-08
1899,5.3617512207893014e-08,1.5477219506010442e-08
1900,8.980522148149817e-08,1.557315876254961e-08
1901,5.253414420147706e-08,6.706486921359556e-09
1902,4.468358127951433e-08,7.856454153909453e-09
1903,6.210253178373648e-08,9.180374460626695e-09
1904,7.954445102598129e-08,1.0749250378694342e-08
1905,6.347733716438597e-08,1.8578733051999308e-08
1906,6.481672354397006e-08,1.0802787109298606e-08
1907,8.794262384981266e-08,9.771402353919711e-09
1908,8.987841937369012e-08,6.3848060172233545e-09
1909,9.076622831116765e-08,1.1001967337165297e-08
1910,7.588694117544037e-08,1.3894791983659616e-08
1911,9.257450861444028e-08,2.074945903984826e-08
1912,7.814132163552756e-08,1.1460726589973547e-08
1913,7.636304988345444e-08,2.2272556021718515e-08
1914,6.495841287090798e-08,2.4777952134513725e-08
1915,5.419150639340842e-08,1.6493066468115103e-08
1916,5.6036057571873243e-08,2.8567400889301098e-08
1917,6.360525905968473e-08,2.1932848426331475e-08
1918,9.189101302098379e-08,4.594550517822427e-09
1919,4.143531701084058e-08,1.657412718181206e-08
1920,7.723676276327751e-08,6.815008557481406e-09
1921,7.118382461257511e-08,1.5902768879527684e-08
1922,7.599273332825618e-08,9.591315908163978e-09
1923,9.023555946896522e-08,1.2739137744688378e-08
1924,1.0571131836556447e-07,3.6096547750830155e-08
1925,9.898360242566184e-08,2.0896537833436923e-08
1926,7.133528578950887e-08,1.0031524944054127e-08
1927,1.0926240456843317e-07,1.4493992672726108e-08
1928,1.0397697280950524e-07,2.399468712610542e-08
1929,7.798284329396665e-08,1.893869061575515e-08
1930,9.663315236885239e-08,7.352522590764465e-09
1931,8.554017405515424e-08,2.2810714206400462e-08
1932,5.8085543486186e-08,6.575722188983946e-09
1933,6.76769076335404e-08,1.7205993074753678e-08
1934,7.788026934463232e-08,7.188948103475923e-09
1935,7.180970573728018e-08,1.196828414151696e-08
1936,5.698615979099486e-08,2.5461901032031165e-08
1937,5.9178256517355976e-08,1.0072894518486919e-08
1938,9.723910920911294e-08,1.0372171899142302e-08
1939,4.5882150523368637e-08,2.141167065872196e-08
1940,6.339457314652464e-08,2.5357829169792012e-09
1941,7.378756849973911e-08,1.4757512545315876e-08
1942,8.495793002438745e-08,6.068423541449874e-09
1943,9.00002916637277e-08,8.709705623388686e-09
1944,8.354284375400312e-08,9.639558484764166e-09
1945,7.406913482554955e-08,2.178504132643866e-08
1946,4.872386583087973e-08,8.352662561605939e-09
1947,8.463818357284936e-08,1.1920871401116528e-08
1948,9.023667257856971e-08,1.195907639583993e-08
1949,5.497524724340508e-08,1.4725512254010198e-08
1950,4.0414374069541736e-08,1.808011518278363e-08
1951,9.168805648052114e-08,1.2793682113709792e-08
1952,8.963083564239582e-08,6.326882129314981e-09
1953,7.54167928107563e-08,9.69644453618912e-09
1954,6.840775590433168e-08,1.074978994708431e-08
1955,6.757638004728506e-08,8.447047505910632e-09
1956,8.110661475768666e-08,1.657016923672927e-08
1957,7.509782040671098e-08,9.718541527092839e-09
1958,5.21151335419745e-08,4.963346067476948e-09
1959,6.355613058062204e-08,3.8753737996444215e-09
1960,5.536666691785541e-08,7.612916630428401e-09
1961,5.628008847846644e-08,5.558527582660844e-09
1962,6.849313083368003e-08,9.512934884270408e-09
1963,5.625466470426943e-08,8.405868889838075e-09
1964,6.753204884191177e-08,1.4601523545820783e-08
1965,6.894774395860281e-08,1.696333440381892e-08
1966,5.982200756982081e-08,7.200797291773142e-09
1967,5.669886049552986e-08,1.2818872408004722e-08
1968,7.994720108150943e-08,9.881115009546804e-09
1969,4.859681013158479e-08,5.450109141769133e-09
1970,8.23171784070098e-08,9.197449912790034e-09
1971,6.371612970568208e-08,1.0276794637498199e-08
1972,5.23274970021248e-08,1.1799337951146072e-08
1973,5.182411455528779e-08,1.2129048487796723e-08
1974,6.075617453582538e-08,1.2376257574331362e-08
1975,4.112265727940212e-08,1.4278700888326057e-08
1976,3.9994686618083364e-08,6.28487961673585e-09
1977,5.1128001388178745e-08,1.8218024422367307e-08
1978,4.930690877813504e-08,1.4257419467256227e-08
1979,5.734933949952392e-08,6.437170796402825e-09
1980,5.116635565238781e-08,7.390696055153967e-09
1981,4.5543958160365605e-08,1.5181319312773667e-08
1982,4.5314768160054086e-08,1.551875516980772e-08
1983,5.5574780333245144e-08,1.705135366236732e-08
1984,5.393078039706012e-08,8.69851302098823e-09
1985,5.293691140995094e-08,1.0226449020933615e-08
1986,5.095312533009988e-08,1.3187867908825979e-08
1987,4.766437067260654e-08,1.4054878871849752e-08
1988,5.696726279591502e-08,4.797243047249822e-09
1989,5.8722906093322536e-08,1.317149311841348e-08
1990,5.230705035774719e-08,1.253189690908485e-08
1991,5.3925479193139836e-08,4.68917216167597e-09
1992,5.565043587063556e-08,9.91789939064347e-09
1993,5.483815296303263e-08,1.4401939196773128e-08
1994,4.9056818995918405e-08,1.2659824188965274e-08
1995,5.4224509327127635e-08,1.897857815347237e-08
1996,6.45909135066347e-08,1.6548085346457242e-08
1997,5.657975521433656e-08,1.7741109359370455e-08
1998,6.15088637800909e-08,1.4304387785379902e-08
1999,5.986963361181985e-08,1.0054442445284195e-08
2000,5.036556061099873e-08,1.01614719971721e-08
2001,6.615629799533451e-08,1.2705514501609727e-08
2002,6.221334292177971e-08,1.5334275516032392e-08
2003,7.66713839084332e-08,1.4584230045855406e-08
2004,6.695282800395219e-08,2.0702518477300202e-08
2005,6.440361621784518e-08,1.170974872621855e-08
2006,9.141715756610935e-08,1.6883349385210522e-08
2007,8.148737795643513e-08,1.9173501675240345e-08
2008,8.514879501486661e-08,1.6178270278999207e-08
2009,9.965522695942752e-08,2.4317782010285782e-08
2010,1.0770248304314833e-07,3.7317965606575854e-08
2011,1.0286484453114753e-07,2.2943832167499068e-08
2012,1.1574459068963705e-07,2.9957424541038336e-08
2013,1.2634736634709043e-07,4.155796240468135e-08
2014,1.3880504234897728e-07,3.5946389864705e-08
2015,1.316645759086299e-07,4.0563331360488064e-08
2016,1.4395813763279364e-07,3.314144070287739e-08
2017,1.393648667580294e-07,3.647636503956164e-08
2018,1.796700894729497e-07,4.181976098749374e-08
2019,1.4872258957687734e-07,3.647912505400086e-08
