year,devaient_VERB avoir_VERB,devaient_VERB savoir_VERB
1888,1.5984689980541589e-06,3.7409627395845746e-08
1889,1.5518743339271168e-06,6.766347837583453e-08
1890,1.5343819086410804e-06,9.897123476321212e-08
1891,1.6222389831455075e-06,8.668938988876107e-08
1892,1.4436384390137391e-06,6.080456671497814e-08
1893,1.5328298559325049e-06,5.480990594719515e-08
1894,1.6963743973974488e-06,6.112492911825029e-08
1895,1.5022461639091489e-06,9.509410858754563e-08
1896,1.531458451609069e-06,6.427761434224522e-08
1897,1.4718278862346779e-06,7.866063356232189e-08
1898,1.5254925074259518e-06,6.563691812289107e-08
1899,1.578676346980501e-06,7.849160965633928e-08
1900,1.4628387816628674e-06,3.841379481173135e-08
1901,1.4826924825683818e-06,7.097698073721403e-08
1902,1.4161258832245949e-06,4.468358127951433e-08
1903,1.4251181710278615e-06,6.53426681651581e-08
1904,1.4721098295922275e-06,4.1384613069794796e-08
1905,1.4026943517819745e-06,6.296126286997605e-08
1906,1.4763809303985909e-06,7.047533046034005e-08
1907,1.3659391697729006e-06,6.788553008618692e-08
1908,1.4734167734786752e-06,6.679488961935931e-08
1909,1.406601541020791e-06,5.611003217609323e-08
1910,1.344053885077301e-06,5.9320072409718705e-08
1911,1.3396702343015932e-06,6.065226187956796e-08
1912,1.3742453575105174e-06,3.959160110866833e-08
1913,1.3867318102711579e-06,4.454511426388308e-08
1914,1.3708233836950967e-06,4.553785615257766e-08
1915,1.2464046221793978e-06,4.947920118070215e-08
1916,1.396506377204787e-06,5.7134801778602196e-08
1917,1.2973280263395282e-06,5.04455535121906e-08
1918,1.300257849834452e-06,5.168869421368072e-08
1919,1.3480289453582373e-06,6.353415216153735e-08
1920,1.3031810794927878e-06,6.815008646299248e-08
1921,1.1631740335360519e-06,5.300923078266351e-08
1922,1.2667915143538266e-06,3.39385017866789e-08
1923,1.2410043837007834e-06,4.0340601970001444e-08
1924,1.1563787438717554e-06,5.543398629015428e-08
1925,1.298884853895288e-06,2.639562701745035e-08
1926,1.2862643643529736e-06,5.127223801082437e-08
1927,1.215265456266934e-06,3.6792442870137165e-08
1928,1.17002662136656e-06,5.255979118601317e-08
1929,1.180883032247948e-06,4.0105462062456354e-08
1930,1.1974108247159165e-06,4.516549623190258e-08
1931,1.1998434956694837e-06,3.763767608688795e-08
1932,1.2954171779711032e-06,3.616647248350091e-08
1933,1.2285079264984233e-06,4.01473165823063e-08
1934,1.2353009424259653e-06,3.1152108448395666e-08
1935,1.1609236025833525e-06,4.787313656606784e-08
1936,1.1579102192627033e-06,6.183604739362636e-08
1937,1.1571237337193452e-06,5.288269733227935e-08
1938,1.2018754205200821e-06,4.148868626430158e-08
1939,1.1776419341913424e-06,5.964679417047591e-08
1940,1.138566517511208e-06,5.0715659227762444e-08
1941,1.1363284784238203e-06,2.6563522936839945e-08
1942,1.0316319958292297e-06,6.675266206457309e-08
1943,1.213552309309307e-06,9.290352664947932e-08
1944,1.1278283409410506e-06,7.390327994016843e-08
1945,1.3702790511160856e-06,7.189063211399116e-08
1946,1.1846859706565738e-06,4.733175273941015e-08
1947,1.2063920848959242e-06,5.602809238780537e-08
1948,1.1187172503923648e-06,2.0656587551570738e-08
1949,1.0494381967873778e-06,3.9268034157657894e-08
1950,1.0592819990051794e-06,4.5732054587688253e-08
1951,1.1418361509640818e-06,7.462980988748313e-08
1952,1.0818969258252764e-06,3.9015773722894664e-08
1953,1.0881565231102286e-06,5.171437322815109e-08
1954,1.0681382036636933e-06,5.2771696346098906e-08
1955,9.761032515598345e-07,4.035811329572425e-08
1956,9.427553777641151e-07,4.883839466174322e-08
1957,1.0133787782251602e-06,7.244730682032241e-08
1958,9.711613984109135e-07,5.707848060865217e-08
1959,9.672933174442733e-07,4.2629114460623896e-08
1960,1.0540429684624542e-06,6.159541499073384e-08
1961,9.171570241051086e-07,5.072156383789661e-08
1962,9.956871735994355e-07,5.0735650347633054e-08
1963,1.061725924955681e-06,5.754787224532265e-08
1964,9.436234904569574e-07,5.293052396382336e-08
1965,1.0500850748940138e-06,4.487075599968193e-08
1966,9.964795708583551e-07,5.206730335771681e-08
1967,9.9839292033721e-07,4.437302081328198e-08
1968,1.0253902473777998e-06,5.075299824852664e-08
1969,1.0436959883008967e-06,5.450109341609277e-08
1970,9.459577086090576e-07,3.9089162129357646e-08
1971,8.68389179231599e-07,4.3162540208641076e-08
1972,8.741770329834253e-07,4.104117579117883e-08
1973,8.699835802872258e-07,4.9618833486420044e-08
1974,9.040293775797181e-07,4.725480096112733e-08
1975,8.310203725159226e-07,4.283610266497817e-08
1976,8.324608415932744e-07,4.627956684544188e-08
1977,8.3038929687973e-07,4.58388988988645e-08
1978,8.310887551488122e-07,3.742572474152439e-08
1979,8.303950380650349e-07,3.979342011461995e-08
1980,8.476559401060513e-07,4.77552646316326e-08
1981,8.925350130084553e-07,3.921840630027873e-08
1982,8.262185815510747e-07,4.6556266397601576e-08
1983,8.209910902223783e-07,4.6101806816523094e-08
1984,7.451725991813873e-07,4.407246478876914e-08
1985,8.445843491244887e-07,5.353846788125338e-08
1986,7.732886047051579e-07,5.155257554179116e-08
1987,7.485750757041387e-07,4.0331389783432314e-08
1988,7.315795755857835e-07,4.737277592425926e-08
1989,7.771180889903917e-07,3.567279449612215e-08
1990,7.530035759373277e-07,4.794812724639996e-08
1991,7.104096084731282e-07,3.9271817797725816e-08
1992,7.60372302011092e-07,4.848750734254281e-08
1993,8.258958246187831e-07,5.871559949355287e-08
1994,7.37434731945541e-07,4.2199413741172975e-08
1995,7.678190172555333e-07,5.4224507550770795e-08
1996,7.206424470496131e-07,5.5516160557544936e-08
1997,7.88280658525764e-07,5.4182308417694e-08
1998,7.838804663151677e-07,5.387985879679036e-08
1999,7.248339102261525e-07,4.5702012840820316e-08
2000,7.404620987472299e-07,5.478359099697627e-08
2001,7.658358072148985e-07,5.432702465668626e-08
2002,6.799655807299132e-07,6.265146623718465e-08
2003,7.412955937979859e-07,7.167107440864129e-08
2004,6.875879421386344e-07,5.417893333969914e-08
2005,7.124932039914711e-07,5.5396121467765624e-08
2006,7.255721925503167e-07,5.023825622174627e-08
2007,7.361825851148751e-07,6.071608993352129e-08
2008,6.926854325683962e-07,6.428734167229777e-08
2009,7.648180826436146e-07,6.055604728771868e-08
2010,8.039895647016237e-07,8.361113401633702e-08
2011,8.217715503633372e-07,8.527457850959763e-08
2012,9.759992281033192e-07,1.1404246436086396e-07
2013,1.0687926987884566e-06,1.1770107732900215e-07
2014,1.1364256806700723e-06,1.4291937588950532e-07
2015,1.099864675779827e-06,1.1703517799332985e-07
2016,1.198477320940583e-06,1.1599504290416007e-07
2017,9.831009037952754e-07,1.1546656253358378e-07
2018,1.0935092404906754e-06,1.1719858861169996e-07
2019,1.0357010751249618e-06,1.20151526061818e-07
