year,attendant_VERB en_ADP
1989,2.798942277948413e-08
1990,3.2691907458914926e-08
1991,3.985796226402272e-08
1992,2.975369817193041e-08
1993,2.991171987876129e-08
1994,3.006708121366941e-08
1995,3.1450216098072303e-08
1996,2.7758079168549443e-08
1997,3.116681313031222e-08
1998,4.00522863763797e-08
1999,3.1534388877929587e-08
2000,3.446064678058747e-08
2001,3.7240301509200435e-08
2002,4.3812213745830775e-08
2003,3.625223110592657e-08
2004,3.1274018486016075e-08
2005,3.4678872551374695e-08
2006,4.241426476703225e-08
2007,4.9531546864045595e-08
2008,5.364373834026992e-08
2009,3.9575998034280246e-08
2010,5.337886133105485e-08
2011,4.6652458673968056e-08
2012,5.378719258875009e-08
2013,6.526552609464886e-08
2014,6.669571184225731e-08
2015,6.295073817774721e-08
2016,6.773282157368499e-08
2017,6.741838132207079e-08
2018,5.937373548370317e-08
2019,6.275429909052832e-08
