year,voudrait_VERB avoir_VERB,voudrait_VERB savoir_VERB
1903,2.1168862929243915e-07,1.7874728541755758e-07
1904,1.913366531880456e-07,1.8434964488278638e-07
1905,2.2139656152830867e-07,1.930123829652075e-07
1906,1.4866692765735934e-07,2.1965668395296234e-07
1907,2.0879943463114614e-07,1.8514235478050978e-07
1908,1.920353156492638e-07,2.1757453794180037e-07
1909,1.9363461944976734e-07,2.1618865275740973e-07
1910,1.9399267614517157e-07,2.196445905155997e-07
1911,2.016421802863988e-07,1.8461697948168876e-07
1912,1.927485868691292e-07,1.8545539148817625e-07
1913,1.7658955187016545e-07,1.9249853266956052e-07
1914,2.0023263402890734e-07,2.0157199287496042e-07
1915,1.6375258837797446e-07,1.8613603458561556e-07
1916,1.637131816778492e-07,2.2634171159552352e-07
1917,1.7436614996313438e-07,2.6429083277434984e-07
1918,1.780388316774406e-07,2.1824115492563578e-07
1919,2.1362208713071595e-07,2.4032485157476913e-07
1920,1.5220186355691112e-07,2.5064088049475686e-07
1921,1.7493046300387505e-07,2.408133639164589e-07
1922,1.7411927899502189e-07,2.597033414986072e-07
1923,2.4098201834021893e-07,2.537211685194052e-07
1924,1.418078738879558e-07,2.9521820010813826e-07
1925,1.8696901804560184e-07,2.8925208539476444e-07
1926,2.140058654731547e-07,2.708511601667851e-07
1927,2.686963114229002e-07,2.140651247373171e-07
1928,2.1823738904913625e-07,2.7308237804390956e-07
1929,2.6068551051139366e-07,2.6402761932331487e-07
1930,1.8171233762132033e-07,2.7834548177452234e-07
1931,2.0757748586675007e-07,2.543394543863542e-07
1932,2.3891789169283584e-07,2.728924641814956e-07
1933,2.1679551309716771e-07,3.1659027399655315e-07
1934,1.7852553924058157e-07,2.8036896537741995e-07
1935,2.14232287021332e-07,3.03994426076315e-07
1936,1.9520790317528736e-07,2.6553124143902096e-07
1937,1.863485437070267e-07,2.4804504050734977e-07
1938,2.1003647532324976e-07,3.37095571012469e-07
1939,1.5599931657561683e-07,3.227044658160594e-07
1940,1.3946805665909778e-07,2.510425076707179e-07
1941,1.9775067983118788e-07,2.715382265705557e-07
1942,1.8812113466992741e-07,2.791474855712295e-07
1943,1.5387146845569077e-07,2.9903321774327196e-07
1944,1.6708568750800623e-07,2.4420214117526484e-07
1945,1.7428033061150927e-07,3.006335589361697e-07
1946,2.3526666836914956e-07,3.2993017384796985e-07
1947,2.0265480316083995e-07,3.504736127979413e-07
1948,1.8156052306039783e-07,3.457260220329772e-07
1949,1.659074371218594e-07,2.1793758264720964e-07
1950,1.7122931694757426e-07,2.3610502353221818e-07
1951,1.5992102930795227e-07,2.398815297510737e-07
1952,1.1282940448609224e-07,2.478028875430027e-07
1953,1.508335856215126e-07,2.6503616368245275e-07
1954,1.641786013806268e-07,2.980623605708388e-07
1955,1.8395790846170712e-07,2.468414947998099e-07
1956,1.3866615233837365e-07,2.3285447525722702e-07
1957,1.3959359534965188e-07,2.624006185669714e-07
1958,1.1829308022015539e-07,2.3410449045968562e-07
1959,1.805924227937794e-07,3.022791759121901e-07
1960,1.882466733604815e-07,2.533024883177859e-07
1961,1.924640145034573e-07,2.0913959986046393e-07
1962,1.686960473534782e-07,2.7080153586211964e-07
1963,1.6294454496801336e-07,2.2372543639903597e-07
1964,1.6974271943581698e-07,2.610022420412861e-07
1965,1.7401097807123733e-07,2.249009867227869e-07
1966,1.6063316365944047e-07,2.309794240318297e-07
1967,1.6664533575294627e-07,2.1299049990375352e-07
1968,1.774109250618494e-07,2.1693539054012945e-07
1969,1.6486580989294453e-07,2.1391679183579981e-07
1970,2.087821115992483e-07,2.441923072638019e-07
1971,1.562072782235191e-07,2.0193901661968994e-07
1972,1.549304329273582e-07,2.0161476754765317e-07
1973,1.8028175929885037e-07,2.2163079904657934e-07
1974,1.4457718577887135e-07,1.9745756674183212e-07
1975,1.1994107751434058e-07,2.0332869610228954e-07
1976,1.519798189519861e-07,1.7369121962929057e-07
1977,1.1988635151283233e-07,1.9863522027208091e-07
1978,1.2712865782305016e-07,1.8118804234745767e-07
1979,1.4922531477168377e-07,1.4922531477168377e-07
1980,1.3416955368938943e-07,1.7851373002031323e-07
1981,1.4485507904282713e-07,1.5940385367230192e-07
1982,1.4587629948437097e-07,1.8684582414607576e-07
1983,1.4209460630354442e-07,1.6482974274367734e-07
1984,1.2351888756256812e-07,1.420757058667732e-07
1985,1.2813138994260953e-07,1.6422472981503233e-07
1986,1.4806379056153673e-07,1.3487591843386326e-07
1987,1.3566013024046697e-07,1.2466065868466103e-07
1988,1.4691556771140313e-07,1.1753245132695156e-07
1989,1.273244407684615e-07,1.2567799956286763e-07
1990,1.362162720397464e-07,1.3512654106762056e-07
1991,1.266076452566267e-07,1.301245333706902e-07
1992,1.1074988037762523e-07,1.4105457069035765e-07
1993,1.4623508093336568e-07,1.5288212296127313e-07
1994,1.3873057014279766e-07,1.34510628413409e-07
1995,1.6267352975773974e-07,1.3773025386853988e-07
1996,1.302494467836368e-07,1.339861199767256e-07
1997,1.3905193441132724e-07,1.337775614729253e-07
1998,1.1729597559906324e-07,1.1491191287404945e-07
1999,1.1516907250097574e-07,1.2796563453321141e-07
2000,9.940571032984735e-08,1.148688184571256e-07
2001,1.231120450029266e-07,1.1960707979596918e-07
2002,1.2398857052176027e-07,1.1960734980220877e-07
2003,1.2292422013615578e-07,1.2584106912072457e-07
2004,1.268579836732897e-07,1.250960650622801e-07
2005,1.261049931144953e-07,1.2340274224698078e-07
2006,1.3424320854937832e-07,1.4700866302064242e-07
2007,1.334156110033291e-07,1.481951841242335e-07
2008,1.226142671839625e-07,1.3623807149087952e-07
2009,1.4924442837127572e-07,1.64979454098102e-07
2010,1.445480677375599e-07,1.6486038134644332e-07
2011,1.2657346815103665e-07,1.6328360175066337e-07
2012,1.4740413689651177e-07,2.120849416087367e-07
2013,1.5981686374288984e-07,2.2201435001534264e-07
2014,1.6154221782471723e-07,2.4772691631369526e-07
2015,1.5649021634089877e-07,2.1899765556554485e-07
2016,1.7129981699781638e-07,2.1127668503595487e-07
2017,1.4238359824503277e-07,2.0502231734553789e-07
2018,1.6469758179482596e-07,2.423997216283169e-07
2019,1.482123934692936e-07,2.2295633073099452e-07
