year,eut_VERB eu_VERB,eut_VERB su_VERB
1975,5.140332248743107e-08,5.140332159925265e-09
1976,8.227478787148357e-08,6.8562320265641574e-09
1977,5.465406971438824e-08,5.876781727920388e-09
1978,4.930690877813504e-08,8.910887139279566e-09
1979,1.0240953685070053e-07,1.1118749476679568e-08
1980,3.865902442612423e-08,7.95921106799824e-09
1981,4.99718417756867e-08,8.223214109648325e-09
1982,3.3520510811513304e-08,2.483000915987077e-09
1983,4.0418022706489865e-08,7.57837881337764e-09
1984,4.465236713713239e-08,3.479405208395292e-09
1985,4.090579608373446e-08,4.812446441349039e-09
1986,3.057187569766029e-08,8.392279760016663e-09
1987,3.299841111470414e-08,5.49973533381376e-09
1988,2.6384837426007834e-08,5.396898483667201e-09
1989,3.1831110192115375e-08,7.683371272548811e-09
1990,3.160217687536715e-08,1.1442167213715493e-08
1991,3.341035181847474e-08,5.8614650910726596e-09
1992,2.920270425477156e-08,5.509944056569793e-09
1993,4.154405530698568e-08,6.093128224193833e-09
1994,3.5342008430916394e-08,4.2199412852994556e-09
1995,4.0126135303353294e-08,7.591431483433553e-09
1996,3.096093337262573e-08,2.135236876199542e-09
1997,2.4933450859521145e-08,5.274384040632185e-09
1998,3.146965354972053e-08,4.7681290027412615e-09
1999,3.4733528053720875e-08,5.941261704833778e-09
2000,2.87172046142814e-08,5.3016377954406835e-09
2001,4.4688359679412315e-08,1.0076787404500465e-08
2002,3.5926017716292336e-08,8.324320788233308e-09
2003,2.7918384049030465e-08,5.000307723435071e-09
2004,3.259545522382723e-08,3.523833003171717e-09
2005,3.0175122844866564e-08,2.702249757291497e-09
2006,3.006059756671675e-08,4.117890028965121e-09
2007,3.435252438066527e-08,6.391167151065247e-09
2008,3.448526086913262e-08,8.089135583588813e-09
2009,2.9562793102400065e-08,8.582746957586096e-09
2010,2.4563723499682055e-08,2.3618964561933353e-09
2011,2.1796640936599943e-08,3.4415748029203996e-09
2012,3.029784778618705e-08,5.7872298064864935e-09
2013,2.2870825233667347e-08,5.020424964641279e-09
2014,2.7501153354592134e-08,5.197068553286499e-09
2015,3.6130177960558285e-08,9.309617077235544e-09
2016,4.4533809528957136e-08,1.118523584864306e-08
2017,1.7106156491308866e-08,3.2702947017071438e-09
2018,2.4265787601507327e-08,4.904786798931582e-09
2019,3.1377147990951926e-08,8.418259866971312e-09
