year,partant_VERB en_ADP
1998,2.1599625554813429e-07
1999,2.0291693303420288e-07
2000,2.1913436576426193e-07
2001,2.1248877324353543e-07
2002,2.1949919748465163e-07
2003,2.4709852652904374e-07
2004,2.3829921147466848e-07
2005,2.1212660605840483e-07
2006,2.2483679629203834e-07
2007,2.1370464953207602e-07
2008,2.1968389329884985e-07
2009,2.303037049955492e-07
2010,2.1823924134523054e-07
2011,2.2982072200861126e-07
2012,2.434040631271728e-07
2013,2.2061979310095126e-07
2014,2.5400671699316035e-07
2015,2.132345526817403e-07
2016,2.0899821517872397e-07
2017,2.1483321255288956e-07
2018,2.3129941340016558e-07
2019,2.423438347776141e-07
