year,restant_VERB en_ADP
1897,9.2528209449938e-07
1898,8.385681777856036e-07
1899,8.623022367260091e-07
1900,7.433587905225636e-07
1901,8.595480212036932e-07
1902,1.1033407929517125e-06
1903,1.019561585380302e-06
1904,7.949070690571602e-07
1905,7.070239962381208e-07
1906,7.783151207974015e-07
1907,1.2419966521903802e-06
1908,7.239387542767872e-07
1909,7.67387182687429e-07
1910,8.491855226777645e-07
1911,8.358307770350848e-07
1912,9.418633557523037e-07
1913,8.384026748409212e-07
1914,8.786127687621104e-07
1915,9.035844623639377e-07
1916,7.493449203366254e-07
1917,9.080199389055466e-07
1918,1.0705302502245218e-06
1919,1.1472979225546354e-06
1920,9.700028669179517e-07
1921,1.0321654280165404e-06
1922,9.554426251834336e-07
1923,9.044787923073727e-07
1924,8.547147054560611e-07
1925,7.10482277010982e-07
1926,8.916910525513799e-07
1927,8.451112221141699e-07
1928,8.466696631570514e-07
1929,8.366445432006486e-07
1930,9.411228507616443e-07
1931,9.31817627503051e-07
1932,8.263490869353518e-07
1933,1.1436250575425078e-06
1934,1.067558811129743e-06
1935,1.0125167895225218e-06
1936,1.0148386513364471e-06
1937,9.178924975650204e-07
1938,9.736876129817773e-07
1939,1.102700988298011e-06
1940,1.037135222148322e-06
1941,1.2661945660852325e-06
1942,1.040734673551924e-06
1943,9.55164381810647e-07
1944,8.16149274385225e-07
1945,9.084361991540391e-07
1946,8.129925008759642e-07
1947,7.402860648930698e-07
1948,9.165001508826265e-07
1949,8.913843795310683e-07
1950,8.401935502888591e-07
1951,8.390523027479446e-07
1952,8.994717850541178e-07
1953,8.44668087696121e-07
1954,8.12097725955141e-07
1955,8.052851603324029e-07
1956,7.072845815692119e-07
1957,8.207749879751702e-07
1958,1.0787005346735157e-06
1959,9.324149687905958e-07
1960,8.920954175373197e-07
1961,8.949229273191861e-07
1962,8.561640918447466e-07
1963,1.0649589521349867e-06
1964,1.1626463336522619e-06
1965,1.2826469397708706e-06
1966,1.2939278914991803e-06
1967,1.0969997052967528e-06
1968,1.1875304035680045e-06
1969,9.919199017716096e-07
1970,1.073802316398087e-06
1971,1.2419506250083145e-06
1972,1.145561798532313e-06
1973,1.291192281094311e-06
1974,1.354637661155067e-06
1975,2.4302347565452465e-06
1976,1.2266942315264373e-06
1977,1.2217829481464548e-06
1978,1.0467321729379364e-06
1979,8.584845154757659e-07
1980,6.890402366455106e-07
1981,8.526841019929066e-07
1982,7.374512720481619e-07
1983,7.445757872481806e-07
1984,8.008430989470128e-07
1985,9.444425934646006e-07
1986,7.834792348226927e-07
1987,8.145718952690117e-07
1988,7.009971172422524e-07
1989,8.791971719546154e-07
1990,8.058555058809702e-07
1991,8.012622920716694e-07
1992,8.286956272307577e-07
1993,7.162195392318438e-07
1994,7.279398750448252e-07
1995,5.975541039759946e-07
1996,5.909267883907887e-07
1997,5.34630734461139e-07
1998,5.326000507288597e-07
1999,4.419384413978378e-07
2000,5.429760912001313e-07
2001,5.599188401816946e-07
2002,5.765687212111459e-07
2003,5.066978245871212e-07
2004,5.365035780080518e-07
2005,5.728769658652766e-07
2006,5.069122737122456e-07
2007,4.941171276584555e-07
2008,5.02803628149584e-07
2009,5.16872093347942e-07
2010,5.016668278567948e-07
2011,4.5237589030300285e-07
2012,4.953187469070031e-07
2013,5.073418387624429e-07
2014,4.850597095096276e-07
2015,5.138021984818497e-07
2016,4.7350833934367564e-07
2017,4.767083381373993e-07
2018,4.6466401476541463e-07
2019,5.14789354866263e-07
