year,venant_VERB en_ADP,venant_VERB cent_DET
1962,6.532215195420576e-07,0.0
1963,6.608306559741095e-07,0.0
1964,6.394250560148862e-07,0.0
1965,6.270961776522199e-07,5.472043373977442e-10
1966,6.608116329687164e-07,0.0
1967,6.887678800637786e-07,0.0
1968,5.695115490311764e-07,0.0
1969,6.708176432113078e-07,0.0
1970,6.479603822384661e-07,0.0
1971,6.202045810255186e-07,0.0
1972,6.741013081068559e-07,0.0
1973,5.882588229866315e-07,5.513203782392395e-10
1974,6.109370822571236e-07,1.1251143350321513e-09
1975,6.73383528493332e-07,0.0
1976,6.616263910075304e-07,0.0
1977,5.953179922357776e-07,5.876781838942691e-10
1978,5.952472612591464e-07,0.0
1979,5.612042706104603e-07,0.0
1980,5.51459603315152e-07,0.0
1981,5.610762539021152e-07,0.0
1982,6.0088624564969e-07,0.0
1983,5.664838713670406e-07,0.0
1984,6.036767832284795e-07,0.0
1985,5.504235840447791e-07,0.0
1986,6.294209473622914e-07,0.0
1987,5.530288973432107e-07,0.0
1988,5.234991373725961e-07,0.0
1989,5.285061597248841e-07,0.0
1990,5.677494225864166e-07,0.0
1991,5.0643057925015e-07,0.0
1992,5.366685549290651e-07,1.1019888335184191e-09
1993,5.456119556157546e-07,0.0
1994,5.718020581468863e-07,0.0
1995,5.579701944924409e-07,0.0
1996,5.535601701467385e-07,0.0
1997,5.868950871956713e-07,0.0
1998,5.45950786801086e-07,0.0
1999,5.438539218971528e-07,0.0
2000,5.672752259044955e-07,0.0
2001,5.818249313449542e-07,0.0
2002,5.564151148718111e-07,0.0
2003,5.52117276342301e-07,0.0
2004,5.532417972631265e-07,0.0
2005,5.931438238349074e-07,0.0
2006,5.217366521037547e-07,0.0
2007,5.496403758797896e-07,0.0
2008,5.415463153468636e-07,0.0
2009,5.664612672262592e-07,0.0
2010,5.106420264411327e-07,0.0
2011,4.89468424902384e-07,0.0
2012,4.919145268900138e-07,0.0
2013,5.207296638332082e-07,0.0
2014,4.900402421625927e-07,0.0
2015,4.878682595688133e-07,0.0
2016,5.337843385078145e-07,0.0
2017,4.975878979962545e-07,0.0
2018,5.11388558166459e-07,0.0
2019,4.581574062356708e-07,0.0
