year,payant_VERB en_ADP
1922,3.6889676535700744e-08
1923,2.44166811214086e-08
1924,5.285566118118368e-08
1925,4.179307566687385e-08
1926,3.566764306128789e-08
1927,1.6723836537835268e-08
1928,4.227635130860108e-08
1929,1.6710609784809094e-08
1930,1.05036033204442e-08
1931,1.710803587684495e-08
1932,2.9590749517360848e-08
1933,2.982372038218273e-08
1934,3.4746584276490466e-08
1935,2.393656828303392e-08
1936,1.2124714565686645e-08
1937,2.895957251780601e-08
1938,2.463390735840676e-08
1939,1.070583532936098e-08
1940,2.282204625281281e-08
1941,2.066051862925633e-08
1942,9.102635090130207e-09
1943,5.806470415592457e-09
1944,6.4263723231761105e-09
1945,1.3071024262956144e-08
1946,1.6705326011390298e-08
1947,1.4305045148432782e-08
1948,6.523132700664291e-09
1949,1.1780409536754632e-08
1950,5.317680518146517e-09
1951,1.2793681891665187e-08
1952,2.5307528517259925e-08
1953,1.8315507332999914e-08
1954,1.5636057781875934e-08
1955,2.1586897602787758e-08
1956,9.593255967388359e-09
1957,1.767007518083119e-08
1958,1.4890038535497752e-08
1959,1.2401196514133517e-08
1960,8.997083078554624e-09
1961,2.1539294070560544e-08
1962,1.0147130247162295e-08
1963,1.551852757408767e-08
1964,7.300761772910391e-09
1965,1.5321720781003023e-08
1966,1.2185964348709888e-08
1967,1.7256175155466735e-08
1968,2.0660513300185812e-08
1969,1.4533624859147665e-08
1970,1.7015283404475667e-08
1971,1.5929032315398217e-08
1972,1.3338381399385923e-08
1973,1.1577728109557484e-08
1974,1.518904291231138e-08
1975,1.2565256390928425e-08
1976,1.5997875024709174e-08
1977,1.7630345183761165e-08
1978,2.0198010819427736e-08
1979,1.2289143924704149e-08
1980,1.30758464056413e-08
1981,4.427884781055269e-09
1982,6.828252296919857e-09
1983,9.47297440490047e-09
1984,7.538710988796993e-09
1985,1.9851341903631692e-08
1986,1.2588419251446936e-08
1987,1.7721369260925712e-08
1988,5.99655392008458e-09
1989,1.0427432250992297e-08
1990,1.5801088049105516e-08
1991,1.52398094144246e-08
1992,9.366905473484621e-09
1993,2.714211727594673e-08
1994,3.164955852952289e-09
1995,1.301388213859056e-08
1996,1.8683323110835204e-08
1997,1.006927874414032e-08
1998,9.536258005482523e-09
1999,1.1882523409667556e-08
2000,6.627047466345459e-09
2001,1.533424159871899e-08
2002,9.200564754507923e-09
2003,8.333845447072719e-09
2004,1.2773894303430566e-08
2005,1.5763123362155795e-08
2006,9.059357708451898e-09
2007,1.4380126089896805e-08
2008,1.532678259308362e-08
2009,1.4781396551200032e-08
2010,1.4171378959204617e-08
2011,2.14142423793362e-08
2012,2.6212745307674368e-08
2013,2.23130010024164e-08
2014,2.1654451343167125e-08
2015,1.5294370436791382e-08
2016,1.470651400659051e-08
2017,1.8867084478069174e-08
2018,1.2907333535316923e-08
2019,1.887730927130349e-08
