year,courant_VERB en_ADP
1961,1.5563877253654823e-07
1962,1.83282540477947e-07
1963,1.7781646644010607e-07
1964,1.697427207680846e-07
1965,1.9371033221915468e-07
1966,1.7004959318445145e-07
1967,1.4002153481129653e-07
1968,1.877411857087452e-07
1969,1.5896151717154083e-07
1970,1.6233499167128684e-07
1971,1.9577294874117968e-07
1972,1.8468528750759106e-07
1973,1.6153687143471984e-07
1974,1.3107581686711e-07
1975,1.1822763701374583e-07
1976,1.2512623998039984e-07
1977,1.398674058794569e-07
1978,1.4257419667096372e-07
1979,1.357657795075795e-07
1980,1.3928619702063827e-07
1981,1.5434340228104304e-07
1982,1.4898004829788647e-07
1983,1.7935497620413798e-07
1984,1.6295214178008166e-07
1985,1.4738116949075675e-07
1986,1.6604724639712742e-07
1987,1.4604852571764582e-07
1988,1.4931418923502804e-07
1989,1.5531385644251827e-07
1990,1.585557383165792e-07
1991,1.7467166557594282e-07
1992,1.9780699034299687e-07
1993,1.4069587361831282e-07
1994,1.5033540945452728e-07
1995,1.2959657391675705e-07
1996,1.217085017213293e-07
1997,1.246672574062302e-07
1998,1.3303081203286382e-07
1999,1.521876924481802e-07
2000,1.4888765631493328e-07
2001,1.3581756075353724e-07
2002,1.3669410670047455e-07
2003,1.5084261306697044e-07
2004,1.4888194233009244e-07
2005,1.3781473684471024e-07
2006,1.3630215556226233e-07
2007,1.3980677948666198e-07
2008,1.366638071598203e-07
2009,1.3207893623246036e-07
2010,1.3935189535629888e-07
2011,1.3077984695186728e-07
2012,1.0451056020599481e-07
2013,9.622481744742117e-08
2014,8.943288287710516e-08
2015,9.243119070134753e-08
2016,8.513207605531647e-08
2017,9.433542658143779e-08
2018,8.88024578316049e-08
2019,7.219295294902395e-08
