year,indiquant_VERB en_ADP
1948,7.284165093324191e-08
1949,6.282885323116716e-08
1950,8.827350228557407e-08
1951,8.422507136174318e-08
1952,7.592258555177978e-08
1953,7.326202933199966e-08
1954,8.502106396690579e-08
1955,7.696198167650437e-08
1956,6.628067694691708e-08
1957,6.714628852932947e-08
1958,9.264912392836777e-08
1959,9.688434943200264e-08
1960,7.751333441774477e-08
1961,6.80919640672073e-08
1962,5.644341172228451e-08
1963,6.53071410283701e-08
1964,8.091677727861679e-08
1965,7.551420111440166e-08
1966,5.760637833418514e-08
1967,7.444806726653042e-08
1968,7.141350977235561e-08
1969,7.357647291428293e-08
1970,7.863819462272659e-08
1971,1.2486306388836965e-07
1972,7.079602681869801e-08
1973,7.497957454916104e-08
1974,7.763289033846377e-08
1975,7.539154012192739e-08
1976,5.142174330785565e-08
1977,7.110906352636448e-08
1978,5.999996943728547e-08
1979,7.72460495568339e-08
1980,7.33384410978033e-08
1981,7.084615560870589e-08
1982,5.4005269589652016e-08
1983,7.199460583251494e-08
1984,7.074790175920498e-08
1985,7.158514137017846e-08
1986,7.373217414397004e-08
1987,6.233032934233051e-08
1988,5.636760747051994e-08
1989,5.81740948746301e-08
1990,7.737084217751544e-08
1991,5.1580894222524876e-08
1992,5.620142928819405e-08
1993,5.539207492688547e-08
1994,5.063929364723663e-08
1995,5.6393488989670004e-08
1996,6.725996115619637e-08
1997,4.315404922294874e-08
1998,5.054216956068558e-08
1999,5.529943436499707e-08
2000,5.169096795043515e-08
2001,4.205963222148057e-08
2002,6.221334558631497e-08
2003,3.83356919542166e-08
2004,4.096455796798182e-08
2005,4.819012033863146e-08
2006,6.218013481884554e-08
2007,4.753430715709328e-08
2008,5.364373834026992e-08
2009,4.052963475942306e-08
2010,5.337886221923327e-08
2011,4.894684124678861e-08
2012,3.302125151094515e-08
2013,4.295252509223246e-08
2014,3.2265134564113396e-08
2015,3.56868632422902e-08
2016,3.790552227656008e-08
2017,3.999821984734808e-08
2018,3.717311969353432e-08
2019,3.5458729286119706e-08
