year,rentrant_VERB en_ADP
1883,2.458222878587435e-07
1884,2.977365314293934e-07
1885,2.68138432790721e-07
1886,2.4845836121834e-07
1887,2.8400823293139865e-07
1888,2.7011019199107977e-07
1889,2.5624410504576645e-07
1890,3.4672703996818655e-07
1891,3.5249436924900124e-07
1892,2.7268028857108106e-07
1893,2.8636637283696587e-07
1894,2.8861050171968827e-07
1895,3.2079216083502615e-07
1896,3.2551600526176117e-07
1897,2.7443821259964807e-07
1898,2.8291775888700244e-07
1899,2.90750625353553e-07
1900,2.502087657063612e-07
1901,3.5544378906848806e-07
1902,2.6564637023440696e-07
1903,2.9215192576259597e-07
1904,2.7571828553618616e-07
1905,2.848738969163378e-07
1906,2.5926690483402126e-07
1907,2.5148503279837087e-07
1908,2.730732360234356e-07
1909,2.99803602832327e-07
1910,2.853776361888549e-07
1911,3.26670972938814e-07
1912,3.0058360245277527e-07
1913,2.672706829187632e-07
1914,2.846116204935356e-07
1915,2.9687521052590427e-07
1916,3.329200941593058e-07
1917,3.048666030736058e-07
1918,3.411453626256389e-07
1919,3.508190202783368e-07
1920,3.0970427911114484e-07
1921,3.0745355950045905e-07
1922,3.1282447920943923e-07
1923,2.420436184813468e-07
1924,2.8748321945215594e-07
1925,3.1124844213081815e-07
1926,2.3295429940617396e-07
1927,2.2967403001672437e-07
1928,2.490876944705178e-07
1929,3.019050254238209e-07
1930,2.5628792688081603e-07
1931,2.0415587709265992e-07
1932,2.4330171033426495e-07
1933,2.6038403699857327e-07
1934,2.8755793479717795e-07
1935,2.477434781766874e-07
1936,2.0490767838055035e-07
1937,2.0145788814929233e-07
1938,2.2429820401015377e-07
1939,1.5446991508127894e-07
1940,1.7243323835458568e-07
1941,2.007021824290689e-07
1942,2.1542903061444463e-07
1943,3.106461727853116e-07
1944,1.895779853100521e-07
1945,3.0281205809501444e-07
1946,2.2969822222052017e-07
1947,2.622591646073147e-07
1948,2.5440217399363974e-07
1949,2.5229710498564373e-07
1950,1.9462710865170152e-07
1951,1.9936821615829103e-07
1952,2.056236780845211e-07
1953,2.2194084969839878e-07
1954,2.1597304744602752e-07
1955,1.8114223365728321e-07
1956,1.7616706493583933e-07
1957,1.3782658481176213e-07
1958,1.4641871537435236e-07
1959,1.7051645073706823e-07
1960,1.5502666439459745e-07
1961,1.6536619096285676e-07
1962,1.8137995105860227e-07
1963,1.5001243802714725e-07
1964,1.5514119677817462e-07
1965,1.5485882531862671e-07
1966,1.6728006002608709e-07
1967,1.5579860335179774e-07
1968,1.7426693155186967e-07
1969,1.548739456680437e-07
1970,1.8072988794415323e-07
1971,1.3976441470830991e-07
1972,1.1440227432046868e-07
1973,1.130206754851315e-07
1974,1.2207490307503122e-07
1975,1.4221585864504505e-07
1976,1.3941005416739927e-07
1977,1.3869205339744894e-07
1978,1.306930146327545e-07
1979,1.4337335052516664e-07
1980,1.1484004147632731e-07
1981,1.2461332898894284e-07
1982,1.1359729157334186e-07
1983,1.1557028445352557e-07
1984,1.0554195561951474e-07
1985,1.040691515186154e-07
1986,1.0130680472286713e-07
1987,1.1305011060613879e-07
1988,1.0194141619734864e-07
1989,1.2458037712548276e-07
1990,1.0188977572767044e-07
1991,1.0726481214362593e-07
1992,1.1185186465922925e-07
1993,1.2075472266559473e-07
1994,1.1341091887828725e-07
1995,1.1278697387151482e-07
1996,1.0729565058653634e-07
1997,1.1699542801224538e-07
1998,1.206336679437925e-07
1999,1.1379801190258831e-07
2000,1.1089258755703213e-07
2001,1.226739319015735e-07
2002,1.1434988023140136e-07
2003,1.4375884482831225e-07
2004,1.3214373062453433e-07
2005,1.1304411451362739e-07
2006,1.0994766341809736e-07
2007,1.2942113780667341e-07
2008,1.2900041657104566e-07
2009,1.230193635848309e-07
2010,1.1431579416409932e-07
2011,1.173959405242897e-07
2012,1.4195734499011792e-07
2013,1.163065133091834e-07
2014,1.3100943174748636e-07
2015,1.551602761828974e-07
2016,1.690213435878718e-07
2017,1.1873685235030962e-07
2018,1.2958962658515816e-07
2019,1.265289990559637e-07
