year,représentant_VERB en_ADP
1909,4.950885035270858e-09
1910,4.275320542035388e-09
1911,3.7242617878519013e-09
1912,2.0837684910901544e-09
1913,4.772690687104841e-09
1914,5.357394972094198e-09
1915,7.068456930880984e-09
1916,0.0
1917,3.289927441585405e-09
1918,1.1486376294556067e-09
1919,9.207848372660976e-10
1920,5.300562211374427e-09
1921,1.5145494858259667e-09
1922,4.426761179843197e-09
1923,0.0
1924,2.578324886925998e-09
1925,3.299453377181294e-09
1926,8.916910765321973e-09
1927,1.0034302277972529e-08
1928,1.1426041446327417e-08
1929,1.0026365515614089e-08
1930,1.2604324695075775e-08
1931,1.1405356659111021e-09
1932,2.1919073223131136e-09
1933,1.1470662641954732e-08
1934,3.5944740517379614e-09
1935,3.590485242455088e-09
1936,4.849885826274658e-09
1937,2.5182236296217297e-09
1938,0.0
1939,1.5294050470515685e-09
1940,1.0143131667916805e-08
1941,2.9515025978810172e-09
1942,0.0
1943,1.4516175816936538e-08
1944,3.2131861615880553e-09
1945,2.178504043826024e-09
1946,8.352662561605939e-09
1947,4.7683483828109274e-09
1948,3.2615663503321457e-09
1949,6.8719057111366055e-09
1950,6.381216888229346e-09
1951,1.0661401761424827e-09
1952,1.2653764258629963e-08
1953,6.464296653518886e-09
1954,5.863521668203475e-09
1955,1.0324168187025862e-08
1956,6.104799332717903e-09
1957,5.301022731885041e-09
1958,5.790570245522986e-09
1959,1.705164542897819e-08
1960,3.460416619915918e-09
1961,1.111705483225478e-08
1962,1.2049716779927166e-08
1963,6.466053470433053e-09
1964,6.6923653285755336e-09
1965,6.5664522708175355e-09
1966,5.539074976468328e-09
1967,3.944268467392931e-09
1968,8.982831367632116e-09
1969,5.450109252791435e-09
1970,3.6789800095249348e-09
1971,8.221435976452085e-09
1972,7.69522046084603e-09
1973,8.821126051827832e-09
1974,5.06301445213353e-09
1975,5.711480177694739e-09
1976,5.713526984862938e-09
1977,4.11374712072643e-09
1978,5.940591130126904e-09
1979,5.851973128301324e-09
1980,9.664756106531058e-09
1981,3.1627747087981106e-09
1982,7.449002747961231e-09
1983,7.57837881337764e-09
1984,1.1018116197192285e-08
1985,5.414002135495366e-09
1986,4.7955883708539204e-09
1987,8.555143260480236e-09
1988,5.396898483667201e-09
1989,7.134558721588746e-09
1990,6.538381391862913e-09
1991,8.7921980806982e-09
1992,5.509944056569793e-09
1993,9.970573700002205e-09
1994,5.274926717646622e-09
1995,1.138714633697191e-08
1996,1.1209993822092201e-08
1997,6.7128524960935465e-09
1998,6.675381136744818e-09
1999,5.0272213059088244e-09
2000,8.394259509714175e-09
2001,1.3581756164171566e-08
2002,8.324320788233308e-09
2003,1.2500768420409258e-08
2004,8.369103632333008e-09
2005,8.557123898356167e-09
2006,1.1530091548195287e-08
2007,8.38840730210677e-09
2008,6.3861596011349775e-09
2009,6.198650481792356e-09
2010,9.919965293647692e-09
2011,4.206369030868018e-09
2012,9.19148224198807e-09
2013,3.904775169871755e-09
2014,5.846701789380404e-09
2015,5.763096222466402e-09
2016,4.556948152156792e-09
2017,6.792150397672003e-09
2018,5.937373259712331e-09
2019,2.5509878653906526e-09
