year,conduisant_VERB en_ADP
1928,2.5137291359556002e-08
1929,1.1140405931087116e-08
1930,2.941009036305786e-08
1931,3.649714130915527e-08
1932,2.1919072779041926e-08
1933,2.523545639121494e-08
1934,2.7557634396657704e-08
1935,2.6330225111337313e-08
1936,2.5461901032031165e-08
1937,1.6368453259474336e-08
1938,1.9447821131279852e-08
1939,2.7529290846928234e-08
1940,2.028626333583361e-08
1941,3.246652724442356e-08
1942,3.034211815133858e-08
1943,2.322588166236983e-08
1944,3.855823393905666e-08
1945,2.832055301382752e-08
1946,2.7842208538686464e-08
1947,2.622591566137089e-08
1948,4.1313175103141475e-08
1949,3.043272656100271e-08
1950,3.19060831088791e-08
1951,2.6653504292539765e-08
1952,4.112473561690422e-08
1953,2.693456835345387e-08
1954,2.052232517257835e-08
1955,2.1586897602787758e-08
1956,1.0465369904011368e-08
1957,3.003912851795576e-08
1958,3.3088973339090444e-08
1959,4.2629114460623896e-08
1960,2.145458388724819e-08
1961,2.640300600376122e-08
1962,3.170978146727066e-08
1963,2.0044765847160306e-08
1964,4.076258619534201e-08
1965,4.377634610364112e-08
1966,3.711179985543822e-08
1967,2.9582013283402375e-08
1968,4.221930893777426e-08
1969,2.9067249940339934e-08
1970,4.736686776141141e-08
1971,3.5454942093338104e-08
1972,4.463227654127877e-08
1973,2.591205827684462e-08
1974,3.206575982517279e-08
1975,3.369773438066659e-08
1976,3.7709277478370495e-08
1977,4.2312830572655e-08
1978,3.801978465389766e-08
1979,3.3941446986318624e-08
1980,4.2638628627855724e-08
1981,3.0995192190630405e-08
1982,3.600351305976801e-08
1983,4.862793190341108e-08
1984,4.1172960152380256e-08
1985,3.0679345286444004e-08
1986,4.076250093021372e-08
1987,4.21646362269712e-08
1988,3.7178633505163816e-08
1989,4.664903840989609e-08
1990,4.576866885486197e-08
1991,4.0444110283033297e-08
1992,4.35285585353995e-08
1993,4.3759737167192725e-08
1994,4.167192102499939e-08
1995,3.958389171998533e-08
1996,2.2419987644184403e-08
1997,3.6441196726855196e-08
1998,4.386678753576234e-08
1999,4.1588830157479606e-08
2000,4.1087691471375365e-08
2001,4.205963222148057e-08
2002,3.855474872693776e-08
2003,3.375207668909752e-08
2004,6.519091044765446e-08
2005,3.377812163307681e-08
2006,3.6237430833807593e-08
2007,3.7947554432093966e-08
2008,4.8109068728763305e-08
2009,2.86091541568112e-08
2010,3.164941375644048e-08
2011,3.709252638373073e-08
2012,3.846805540774767e-08
2013,3.876883880593596e-08
2014,4.157654842629199e-08
2015,3.480023380575403e-08
2016,3.541991588917881e-08
2017,3.320607078194371e-08
2018,3.071945542387766e-08
2019,3.086695343768042e-08
