year,permettant_VERB en_ADP
1889,2.255449160770695e-08
1890,3.4082809463598096e-08
1891,5.099376210182527e-08
1892,2.7581453565517222e-08
1893,4.187723234849727e-08
1894,5.041231432301174e-08
1895,2.467631965430428e-08
1896,5.071444775239797e-08
1897,3.8456310136325556e-08
1898,5.318853624203257e-08
1899,5.472302433418008e-08
1900,5.6582479146527476e-08
1901,5.9240633731860726e-08
1902,2.739938338436332e-07
1903,5.508224631967096e-08
1904,3.869730136329963e-08
1905,4.18021492976095e-08
1906,4.3211148437194424e-08
1907,4.937129460813594e-08
1908,6.630375537497457e-08
1909,4.400786934866119e-08
1910,5.2907090264397993e-08
1911,4.8947441655400326e-08
1912,6.876435776348444e-08
1913,7.901454779357664e-08
1914,6.897646187553619e-08
1915,5.183535378705528e-08
1916,5.383856560570166e-08
1917,6.579854527899442e-08
1918,7.581008532042688e-08
1919,7.274200441997891e-08
1920,6.815008646299248e-08
1921,7.64847456480311e-08
1922,7.156597092716765e-08
1923,7.006525493125082e-08
1924,5.285566118118368e-08
1925,7.148815939217457e-08
1926,7.57937428375044e-08
1927,7.358488574027433e-08
1928,7.541186874959749e-08
1929,8.355304714768863e-08
1930,6.407198327451624e-08
1931,7.755642172924126e-08
1932,9.096415709564099e-08
1933,6.997103696448903e-08
1934,7.308764082836205e-08
1935,7.4203363453762e-08
1936,6.30485175179274e-08
1937,7.932404599841902e-08
1938,6.223302762009553e-08
1939,9.635251529971356e-08
1940,7.60734906180005e-08
1941,1.151085982087352e-07
1942,6.675266206457309e-08
1943,1.0451646659248581e-07
1944,8.996921252446555e-08
1945,8.714016530575464e-08
1946,9.048717686255259e-08
1947,7.629357412497484e-08
1948,1.0219574875236503e-07
1949,1.325296068444004e-07
1950,9.359118280372059e-08
1951,1.2900295587314758e-07
1952,1.0333907596304925e-07
1953,1.0773827341381548e-07
1954,1.4365627976076212e-07
1955,1.0605737088553724e-07
1956,1.2384020919853356e-07
1957,1.475451227861413e-07
1958,1.546909516036976e-07
1959,1.3873838611289102e-07
1960,1.5295042032903439e-07
1961,1.4313208396288246e-07
1962,1.306442953818987e-07
1963,1.493658317031077e-07
1964,1.3323891323580028e-07
1965,1.3898990403049538e-07
1966,1.3958468514374545e-07
1967,1.3755636985024466e-07
1968,1.2890363620954304e-07
1969,1.4760712474526372e-07
1970,1.278445580510379e-07
1971,1.6288720416923752e-07
1972,1.6159962967776664e-07
1973,1.4389462421604549e-07
1974,1.5301554867619416e-07
1975,1.667752229650432e-07
1976,1.6512092315679183e-07
1977,1.5279633203135745e-07
1978,1.615840830027082e-07
1979,1.6385524759243708e-07
1980,1.3189549008529866e-07
1981,1.4295741834757791e-07
1982,1.6884406761619175e-07
1983,1.5030451550046564e-07
1984,1.594727336851065e-07
1985,1.5038895639918337e-07
1986,1.5825442289951752e-07
1987,1.5888123527929565e-07
1988,1.4091901334722934e-07
1989,1.4378879598098138e-07
1990,1.6236980115991173e-07
1991,1.4008901416673325e-07
1992,1.3885059502172226e-07
1993,1.312792221597192e-07
1994,1.123559343341185e-07
1995,1.0085758361810804e-07
1996,1.3238468454801477e-07
1997,1.352160268197622e-07
1998,1.4209025778200157e-07
1999,1.1151291090527593e-07
2000,1.519802879101917e-07
2001,1.3888441685594444e-07
2002,1.4151345339996624e-07
2003,1.2417430639288796e-07
2004,1.4667955383629305e-07
2005,1.2745611854825256e-07
2006,1.288899511564523e-07
2007,1.234294160212812e-07
2008,1.3581232849446678e-07
2009,1.3493985306922696e-07
2010,1.3651761321398226e-07
2011,1.189255272038281e-07
2012,1.109786396114032e-07
2013,9.957176416719449e-08
2014,8.813361773718498e-08
2015,9.021461977454237e-08
2016,1.0025285490655733e-07
2017,1.0968065566885343e-07
2018,9.835387970724696e-08
2019,8.341729795802166e-08
