year,tombant_VERB en_ADP
1871,4.301576836951426e-07
1872,5.22490095189454e-07
1873,4.980355674533143e-07
1874,5.19193556758335e-07
1875,4.2339299488602933e-07
1876,6.245533410442761e-07
1877,5.077733926661665e-07
1878,4.5776292045829337e-07
1879,4.294855782127627e-07
1880,5.262633844260733e-07
1881,4.4484599293070914e-07
1882,5.444104764773527e-07
1883,5.124983942228489e-07
1884,4.845645351636563e-07
1885,4.3894778167796744e-07
1886,4.388355319129289e-07
1887,4.7138835967963644e-07
1888,4.837888964992487e-07
1889,4.893071809952687e-07
1890,4.82402822243877e-07
1891,4.4810766652858547e-07
1892,4.588551130169094e-07
1893,4.6865548603003404e-07
1894,5.085342178468011e-07
1895,4.532016593117305e-07
1896,4.6940351428048643e-07
1897,4.434128939578841e-07
1898,4.2833745883541496e-07
1899,4.4994487957694673e-07
1900,4.801724031722188e-07
1901,4.007125691263269e-07
1902,4.846450232243171e-07
1903,4.552385823863858e-07
1904,4.3319480269587984e-07
1905,4.4485741668154333e-07
1906,3.9147245356474514e-07
1907,4.155417497875291e-07
1908,4.2630857866043925e-07
1909,4.4337928262194737e-07
1910,4.4303008994717175e-07
1911,4.506356905409348e-07
1912,3.844552818321745e-07
1913,4.0833020720221214e-07
1914,4.058226812375665e-07
1915,3.2750516942847696e-07
1916,3.779687003380161e-07
1917,3.8711478611563876e-07
1918,3.2736173505298893e-07
1919,3.388488316602434e-07
1920,3.3772152185918003e-07
1921,3.1654084708954144e-07
1922,3.6963456340188827e-07
1923,3.736813782850845e-07
1924,3.5709799539596077e-07
1925,3.7943713060428763e-07
1926,3.6336410769166605e-07
1927,4.426242369293121e-07
1928,3.9077061753101106e-07
1929,4.1553717156084247e-07
1930,3.8548224701173694e-07
1931,4.33403561928003e-07
1932,3.2330632060428854e-07
1933,3.395316130472281e-07
1934,3.1990817994653753e-07
1935,4.0333118001001367e-07
1936,3.5889155736157363e-07
1937,4.0543400814385677e-07
1938,3.70805135929686e-07
1939,4.06821739851182e-07
1940,3.321875601258739e-07
1941,3.7484083215133523e-07
1942,2.700448600290173e-07
1943,5.283888246943036e-07
1944,5.558812272710156e-07
1945,3.44203650026742e-07
1946,3.619487092265672e-07
1947,3.30208129284415e-07
1948,3.6420823645855194e-07
1949,3.239612618166632e-07
1950,3.839365534386019e-07
1951,2.995853782827851e-07
1952,3.216165307406982e-07
1953,3.0920884963592243e-07
1954,3.420387661989821e-07
1955,3.6134590342129513e-07
1956,3.418687413159205e-07
1957,3.180613561415413e-07
1958,2.7794738199915514e-07
1959,2.8832781362453375e-07
1960,3.211266532687773e-07
1961,2.6958857257675106e-07
1962,2.97437764640307e-07
1963,3.019646728219527e-07
1964,3.1879993001027174e-07
1965,2.8399905360743105e-07
1966,3.2902103264120797e-07
1967,3.0025743469330735e-07
1968,2.928403057822493e-07
1969,2.8249733796670284e-07
1970,2.7178466127653067e-07
1971,2.7952882053483563e-07
1972,2.8421012232549003e-07
1973,2.596719079761556e-07
1974,2.2277264410952569e-07
1975,2.1189591770109928e-07
1976,2.1482861667365682e-07
1977,2.403603729383974e-07
1978,2.388117730234285e-07
1979,2.48123660728794e-07
1980,2.4218741367931784e-07
1981,2.1696634266987758e-07
1982,2.43954839884708e-07
1983,2.2040452574145775e-07
1984,2.226819244555145e-07
1985,2.1836476227221624e-07
1986,2.2239541674906604e-07
1987,2.0654560872745975e-07
1988,1.8349454888877403e-07
1989,1.9757240510287488e-07
1990,1.901579174123924e-07
1991,2.0397898747859244e-07
1992,2.0496992392260438e-07
1993,1.9996538824784693e-07
1994,2.1416201390067613e-07
1995,1.691804660808316e-07
1996,2.1352368140270528e-07
1997,2.0234454645162714e-07
1998,1.9310922860782398e-07
1999,1.7823784692616584e-07
2000,2.0897289498833516e-07
2001,1.6999101359882474e-07
2002,1.9627872838157145e-07
2003,1.8959499303861094e-07
2004,1.7619165593174557e-07
2005,1.5898236371825192e-07
2006,2.091888040567369e-07
2007,1.8853943406504925e-07
2008,2.043571076804085e-07
2009,2.1218456502936078e-07
2010,2.116259318896141e-07
2011,2.56588506442057e-07
2012,3.0059552269534606e-07
2013,3.22701760424593e-07
2014,3.5686537458445855e-07
2015,3.7881273762252476e-07
2016,4.1758214930354143e-07
2017,2.885406129582435e-07
2018,3.6501940581246117e-07
2019,3.4132215365190177e-07
