year,faut_VERB aider_VERB,faut_VERB céder_VERB
1843,5.9069112268161916e-08,1.4353794597354863e-07
1844,8.123070927013032e-08,1.333720405227723e-07
1845,4.798996044996784e-08,1.5234022043841833e-07
1846,5.2690513285824636e-08,1.364098807243863e-07
1847,3.343798482546845e-08,1.1595430748911895e-07
1848,4.827133182061516e-08,1.456185145798372e-07
1849,7.122502410084053e-08,1.3071887394744408e-07
1850,5.2275268558332755e-08,1.2966982865236787e-07
1851,4.321124080775007e-08,1.0577079478935048e-07
1852,5.208436348880241e-08,1.3607039761609485e-07
1853,4.299791100947914e-08,1.3914601026954188e-07
1854,5.455447649183043e-08,1.1066765637224307e-07
1855,5.094659627502551e-08,1.209981661531856e-07
1856,9.008309120872582e-08,1.346069211649592e-07
1857,5.0767695825015835e-08,1.1813251887815568e-07
1858,8.466059853162733e-08,1.6051257034632727e-07
1859,7.485494535330872e-08,1.7313389832906978e-07
1860,6.270742147762576e-08,1.4189269847975083e-07
1861,7.875659235878629e-08,1.212002729289452e-07
1862,7.816116465164669e-08,1.7394246754065534e-07
1863,4.04564275413577e-08,1.8679881463867787e-07
1864,6.664672014267126e-08,1.3569079726494238e-07
1865,7.38974534897352e-08,1.3179163715903996e-07
1866,3.7465220259491616e-08,1.3283123223573057e-07
1867,3.930777126015528e-08,1.358787216076962e-07
1868,4.841076517436704e-08,1.047253306296625e-07
1869,4.541672637969896e-08,1.4259876479627565e-07
1870,4.0711746862598375e-08,1.1697459711967895e-07
1871,8.815577245968598e-08,1.8056000783417403e-07
1872,5.624025689598966e-08,1.656971022612197e-07
1873,4.7289436366781956e-08,1.1014248002538807e-07
1874,6.512323835750067e-08,1.0395820027042646e-07
1875,9.040012827199462e-08,1.390331050288296e-07
1876,5.985554452081487e-08,1.1003746891447008e-07
1877,6.555904974447913e-08,1.4905405976151087e-07
1878,5.857916107743222e-08,1.5882802983924194e-07
1879,7.697749992985337e-08,9.774920783911512e-08
1880,4.941741593711413e-08,1.1102873997970164e-07
1881,4.392679642251096e-08,1.1644087294371275e-07
1882,4.2594464844114555e-08,1.0515508819253228e-07
1883,6.445725375670008e-08,1.0174135667284645e-07
1884,7.922036360241691e-08,1.1288901902162252e-07
1885,4.963139588198828e-08,1.1666600840953834e-07
1886,7.808691293575976e-08,1.2390650283577997e-07
1887,4.0479331886444925e-08,9.66280850889234e-08
1888,6.657645457153194e-08,1.1222888218753724e-07
1889,3.00726554769426e-08,1.3031484513703617e-07
1890,4.784702056781498e-08,9.897123476321212e-08
1891,6.947900033082988e-08,1.338586201882208e-07
1892,5.0774950466347946e-08,8.587861799469465e-08
1893,5.973664229941278e-08,1.0099802949525838e-07
1894,7.624862519151065e-08,1.0397539540463185e-07
1895,5.11582243234443e-08,8.60661870660806e-08
1896,5.7201180680976904e-08,1.0673622341528244e-07
1897,6.351118031489023e-08,7.691262027265111e-08
1898,5.488604415404552e-08,7.865113360594478e-08
1899,6.522542150833033e-08,1.1165708713178901e-07
1900,6.073532432537831e-08,6.852189926576102e-08
1901,7.433023085923196e-08,7.433023085923196e-08
1902,6.727088930347236e-08,6.088752257937813e-08
1903,6.426262189052068e-08,8.370341220143018e-08
1904,7.846952598811185e-08,7.470728746739042e-08
1905,6.5541641447453e-08,8.566860287828604e-08
1906,7.561951065326866e-08,7.356183573392627e-08
1907,5.297128780057392e-08,1.0439971731557307e-07
1908,5.1569585934885254e-08,5.6972112361108884e-08
1909,7.756386821711203e-08,8.471514689745163e-08
1910,6.466422064477229e-08,1.07417427841483e-07
1911,6.810078900798544e-08,8.086968961151797e-08
1912,1.0314654019794034e-07,7.970414372948653e-08
1913,1.0446889575632667e-07,8.802962980780649e-08
1914,6.897646187553619e-08,6.562808607668558e-08
1915,1.201637758185825e-07,7.421880354741006e-08
1916,8.680095220370276e-08,8.570220444426013e-08
1917,1.0418103357778818e-07,8.224818515145671e-08
1918,1.320933336046437e-07,1.573633596763102e-07
1919,1.418008679365812e-07,9.207848705727883e-08
1920,1.226701584755574e-07,8.178010091342003e-08
1921,1.1586303827471056e-07,7.724202077952214e-08
1922,1.2616270339549374e-07,8.558404829273059e-08
1923,9.978991499792755e-08,8.811237250938575e-08
1924,7.34822620529485e-08,1.19892106908992e-07
1925,6.928851803422731e-08,8.578578558626759e-08
1926,5.5730691173039304e-08,1.0142986184291658e-07
1927,7.469980545238286e-08,9.142364376657497e-08
1928,8.798051709391075e-08,6.741364444451392e-08
1929,8.466708578680482e-08,7.352668518478822e-08
1930,8.297846676441623e-08,1.3024468614730722e-07
1931,9.694553426697894e-08,7.755642172924126e-08
1932,7.781270738860258e-08,9.644391951724174e-08
1933,8.02946331646126e-08,6.76769076335404e-08
1934,1.317973783443449e-07,1.0783422510485252e-07
1935,7.659701850570855e-08,7.4203363453762e-08
1936,7.032334536916096e-08,6.426098764222843e-08
1937,1.0954272511298768e-07,7.80649358489427e-08
1938,1.0761127811065307e-07,7.519824407609121e-08
1939,9.023489866422096e-08,7.035263394072899e-08
1940,1.2171757646228798e-07,6.085878823114399e-08
1941,1.7118715334163426e-07,1.0035108743977617e-07
1942,1.365395263519531e-07,1.2136847260535433e-07
1943,1.1032293656398906e-07,9.00002916637277e-08
1944,8.675602458652065e-08,6.7476911169706e-08
1945,1.2635322832466045e-07,1.0456819410364915e-07
1946,1.5174003920037649e-07,8.213451252458981e-08
1947,1.490108871848861e-07,1.0371157799227149e-07
1948,1.6090393728518393e-07,8.914948068650119e-08
1949,1.68852537285602e-07,6.675565344949064e-08
1950,1.7761053072717914e-07,1.031630034731279e-07
1951,1.3753208349953638e-07,6.929911222641749e-08
1952,1.1810180211568877e-07,3.690681538159879e-08
1953,8.942276963352924e-08,6.679773179030235e-08
1954,1.3290649292230228e-07,8.20893006903134e-08
1955,1.1168873470523977e-07,8.353190850129977e-08
1956,1.5872477376888128e-07,6.104799155082219e-08
1957,1.228070232173195e-07,9.54184073975739e-08
1958,1.414553594258905e-07,6.4523497655955e-08
1959,1.4648912838310935e-07,6.743150748889093e-08
1960,1.7717333378186595e-07,8.789458405544792e-08
1961,1.688402733179828e-07,5.141637871020066e-08
1962,1.6045149209276133e-07,8.43480236767391e-08
1963,1.4354638722124946e-07,4.9142006020019835e-08
1964,1.581831696739755e-07,7.422441683502257e-08
1965,1.532172149154576e-07,7.9344630421474e-08
1966,1.213057316817867e-07,5.926809976131153e-08
1967,1.572777108549417e-07,9.466243966471666e-08
1968,1.5719955115400808e-07,8.309119436944457e-08
1969,1.698617353440568e-07,6.721801781850445e-08
1970,1.761311665404719e-07,9.289424696135029e-08
1971,1.6751175735407742e-07,7.553444447694346e-08
1972,1.3800095644000976e-07,8.156933262171151e-08
1973,1.3672745069470693e-07,6.781240813324985e-08
1974,1.496402006750941e-07,4.612968851347432e-08
1975,1.770558810676448e-07,5.8257096924307916e-08
1976,1.6169281025213422e-07,5.4278505245974884e-08
1977,1.9275844920230156e-07,4.2900506258547466e-08
1978,1.3841578550000122e-07,6.059403290237242e-08
1979,1.5858847746130778e-07,4.7986180362613595e-08
1980,1.7282857811551366e-07,5.230338473438678e-08
1981,1.859711602492098e-07,4.933928465788995e-08
1982,2.1477957545812387e-07,5.5867520387664626e-08
1983,1.7872343960334547e-07,5.810090897284681e-08
1984,1.9774618920109788e-07,6.320919254676483e-08
1985,1.8166984716572188e-07,5.233535560478231e-08
1986,1.9422132879753917e-07,5.454981888419752e-08
1987,1.8088017839090753e-07,5.988600548789691e-08
1988,1.6850316342242877e-07,4.497415417858974e-08
1989,2.1019508267272613e-07,4.664903840989609e-08
1990,2.4300982204294996e-07,5.830056437616804e-08
1991,2.385616255651257e-07,4.6305576262284376e-08
1992,2.248057171527762e-07,5.1242480481050734e-08
1993,2.464947215230495e-07,6.591656642740418e-08
1994,2.537239822686388e-07,4.5364370038214474e-08
1995,2.0822210444748634e-07,6.615390191200277e-08
1996,2.1405749350833503e-07,3.4697599460287165e-08
1997,2.1864718746655853e-07,4.315404922294874e-08
1998,2.2314844727588934e-07,4.72044803245808e-08
1999,1.9149142360674887e-07,5.1643272769297255e-08
2000,1.961605988753945e-07,4.329670844072098e-08
2001,2.3921415959193837e-07,5.2136421402337874e-08
2002,2.230041786788206e-07,4.9069679874946814e-08
2003,1.9792884131675237e-07,6.583738354493107e-08
2004,1.9557273844839074e-07,3.876216325693349e-08
2005,2.1347773326851893e-07,4.3686370077011816e-08
2006,2.1330669142116676e-07,4.529679031861633e-08
2007,2.3287815054118255e-07,4.154258803623634e-08
2008,1.9754520508286078e-07,4.342588511008216e-08
2009,2.0121773047776514e-07,5.1019661384543724e-08
2010,2.267420597945602e-07,4.487603533220863e-08
2011,2.4435180989712535e-07,4.435807454683527e-08
2012,2.1412749617866211e-07,4.1872308287338456e-08
2013,2.013748314766417e-07,4.8530775842436924e-08
2014,2.0073676409992913e-07,5.5218851713334516e-08
2015,1.6513486400526745e-07,5.452775297953849e-08
2016,1.7917091099661775e-07,6.338300551078646e-08
2017,1.9495988112794294e-07,4.17591472512413e-08
2018,1.6469758179482596e-07,4.904786621295898e-08
2019,1.5458985558325367e-07,4.438718548271936e-08
