year,était_VERB avant_ADV,était_VERB savant_ADJ
2009,1.0251613957734662e-07,1.907277002999308e-08
2010,8.786255278891986e-08,2.0784689525044087e-08
2011,9.636409714630645e-08,1.0707121411712706e-08
2012,1.1268076605119859e-07,2.655317032917992e-08
2013,1.3555147404531454e-07,2.7891250198308626e-08
2014,1.3165906409540185e-07,2.4686075406066266e-08
2015,1.3565441747687146e-07,6.49456595169795e-08
2016,1.2013772732188954e-07,3.583418362040902e-08
2017,1.5798039498804428e-07,1.8112402244696568e-08
2018,1.4895063316089363e-07,2.1684320117287825e-08
2019,1.505082707353722e-07,6.173390687536084e-08
