year,tirant_VERB en_ADP
1891,1.2875924804145455e-07
1892,9.71619400491619e-08
1893,1.0838812869451431e-07
1894,9.200247519380866e-08
1895,8.666804851564791e-08
1896,9.848038406978787e-08
1897,1.054635150321559e-07
1898,8.091447700753207e-08
1899,7.84916149854098e-08
1900,1.8428238190981716e-07
1901,9.556743330030315e-08
1902,1.7578816136065711e-07
1903,6.804277563610128e-08
1904,6.234565219642718e-08
1905,8.257214556550707e-08
1906,9.876834372590793e-08
1907,5.657127805092088e-08
1908,8.987841915164552e-08
1909,5.996071905656208e-08
1910,5.9320072409718705e-08
1911,7.554931336084536e-08
1912,5.5219866013089813e-08
1913,7.159036308213018e-08
1914,5.692232313281309e-08
1915,9.89583979205122e-08
1916,4.9443578120644815e-08
1917,9.102132025873289e-08
1918,1.0222875168608425e-07
1919,8.563299047636974e-08
1920,6.360674831284996e-08
1921,9.768844183577485e-08
1922,9.074860984892297e-08
1923,6.475728442367767e-08
1924,6.961477083677892e-08
1925,1.0008341888578798e-07
1926,5.684530801630672e-08
1927,6.689534615134107e-08
1928,6.284322917604612e-08
1929,7.129860080112849e-08
1930,4.621585603103995e-08
1931,6.843213729013087e-08
1932,9.973178416444739e-08
1933,7.800050383366397e-08
1934,7.188948458747291e-08
1935,5.146362269670135e-08
1936,6.06235714961656e-08
1937,6.547381636856642e-08
1938,7.908780597087883e-08
1939,8.258787165260628e-08
1940,1.0143131934370331e-07
1941,9.739958528598436e-08
1942,4.854738722137597e-08
1943,5.516146828199453e-08
1944,7.069009555493722e-08
1945,4.357008265287732e-08
1946,5.150808579656996e-08
1947,6.07964452115084e-08
1948,6.414414044364491e-08
1949,5.890205123648684e-08
1950,5.424034288381563e-08
1951,7.356366893418453e-08
1952,7.381363020808607e-08
1953,4.740483916521043e-08
1954,3.9090146231046674e-08
1955,5.162084448784299e-08
1956,5.5815307042905715e-08
1957,6.71462899726194e-08
1958,5.1287908142683136e-08
1959,4.727956337546857e-08
1960,5.1906251741229426e-08
1961,5.141637826611145e-08
1962,5.961438853674395e-08
1963,9.763740305146484e-08
1964,6.692364862281863e-08
1965,4.54179591713455e-08
1966,4.985167156856818e-08
1967,6.360132842608834e-08
1968,6.06341123976506e-08
1969,6.494713522542384e-08
1970,7.541909230468491e-08
1971,5.755005039187466e-08
1972,5.335352781798974e-08
1973,5.568335759154053e-08
1974,5.6818274973835514e-08
1975,6.111283701315529e-08
1976,6.342014535754004e-08
1977,3.7611403103099406e-08
1978,6.059403057090407e-08
1979,7.022368198050799e-08
1980,5.969408189976377e-08
1981,4.933928798855902e-08
1982,5.152226723037501e-08
1983,7.325766793186972e-08
1984,5.8569987082535135e-08
1985,6.677269737132008e-08
1986,7.553051983855141e-08
1987,5.377518874638554e-08
1988,4.677312037681958e-08
1989,4.8295474064374844e-08
1990,6.429408161423567e-08
1991,4.806401432411178e-08
1992,6.887430203939005e-08
1993,4.9298946536158184e-08
1994,6.910153826922283e-08
1995,5.910471223558034e-08
1996,6.886138814721221e-08
1997,5.7538735553919196e-08
1998,6.341611547000525e-08
1999,7.129513512893482e-08
2000,5.036555972282031e-08
2001,5.870823738263198e-08
2002,6.659456674995567e-08
2003,7.500461052245555e-08
2004,5.417893267356533e-08
2005,7.025849191322209e-08
2006,5.8474036945810326e-08
2007,7.190062811801567e-08
2008,6.428734233843159e-08
2009,7.67678973723207e-08
2010,7.510830601908935e-08
2011,8.489217662166482e-08
2012,9.702120418175753e-08
2013,1.1853781245463324e-07
2014,1.1974911595658e-07
2015,1.0462235766617312e-07
2016,1.1060956039976588e-07
2017,9.836040659738643e-08
2018,1.2287781803177467e-07
2019,1.1581484726796987e-07
